Structure,VALUE_TENURE,value_range,PSC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.09318051,0.05013606,0.01715181,0.02589264,24254.0,0.0138407,0.07041255,0.11594846,0.24434247
"Single-Family Detached  (Own/Rent), 2 BR",    Below Median,295000,0.14516522,0.0755054,0.03109523,0.03856459,12317.0,0.02495081,0.10412113,0.1862093,0.28274048
"Single-Family Detached  (Own/Rent), 2 BR",    Above Median,295000,0.03954092,0.02395912,0.00276451,0.01281729,11937.0,0.01132276,0.02091498,0.05816687,0.47105496
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.3609792,0.15547673,0.09612524,0.10937723,139828.0,0.01218116,0.34094119,0.38101722,0.05551016
"Single-Family Detached  (Own/Rent), 3 BR",    Below Median,295000,0.43936266,0.19605126,0.11305854,0.13025286,72175.0,0.01811516,0.40956322,0.4691621,0.06782425
"Single-Family Detached  (Own/Rent), 3 BR",    Above Median,295000,0.27735651,0.11219015,0.0780601,0.08710626,67653.0,0.01608457,0.2508974,0.30381562,0.09539748
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.6930541,0.29514059,0.166019,0.23189451,128925.0,0.02198198,0.65689375,0.72921445,0.05217536
"Single-Family Detached  (Own/Rent), 4-5 BR",    Below Median,375000,0.79260588,0.34044837,0.18149477,0.27066274,65214.0,0.04049351,0.72599406,0.85921771,0.08404155
"Single-Family Detached  (Own/Rent), 4-5 BR",    Above Median,375000,0.5911538,0.24876395,0.15017815,0.19221171,63711.0,0.02651699,0.54753336,0.63477425,0.07378866
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.11841718,0.06398941,0.02030009,0.03412768,6798.0,0.03183812,0.06604348,0.17079089,0.44228129
"Single-Family Attached  (Own/Rent), 2 BR",    Below Median,193000,0.16364666,0.08607022,0.03539071,0.04218573,3532.0,0.04813555,0.08446368,0.24282964,0.48386555
"Single-Family Attached  (Own/Rent), 2 BR",    Above Median,193000,0.06950398,0.04011023,0.0039804,0.02541335,3266.0,0.04412741,-0.00308561,0.14209357,1.0443947
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.36036452,0.17626024,0.09182143,0.09228285,8669.0,0.06404683,0.25500749,0.46572155,0.29236238
"Single-Family Attached  (Own/Rent), 3 BR",    Below Median,225000,0.5476296,0.26583961,0.14200266,0.13978733,4514.0,0.11321603,0.36138923,0.73386996,0.34008455
"Single-Family Attached  (Own/Rent), 3 BR",    Above Median,225000,0.15691937,0.07894103,0.03730445,0.04067389,4155.0,0.04751084,0.07876405,0.2350747,0.49806039
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.07507347,0.02591504,0.02297622,0.02618221,3743.0,0.03457829,0.01819218,0.13195476,0.75767498
"2-4 Units  (Own/Rent), 0-1 BR",    Below Median,120000,0.02061856,0.01423662,0.00638193,0.0,2037.0,0.01628985,-0.00617824,0.04741535,1.2996446
"2-4 Units  (Own/Rent), 0-1 BR",    Above Median,120000,0.14009379,0.03985932,0.04279015,0.05744431,1706.0,0.07557749,0.01576881,0.26441876,0.88744104
