Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+,Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,1.9728275,0.08931934,0.16072101,0.35329567,0.19219801,0.20823245,0.30998117,0.35673931,0.3023406,18585.0,0.13634598,1.7485384,2.1971167,0.11368918
"Single-Family Detached  (Own/Rent), 2 BR",    Below Median,220000,1.9819801,0.12510356,0.1844449,0.55002071,0.20743579,0.18610191,0.251657,0.24710025,0.23011599,9656.0,0.17930705,1.68702,2.2769402,0.14882092
"Single-Family Detached  (Own/Rent), 2 BR",    Above Median,220000,1.9629298,0.05062157,0.13506552,0.14055325,0.17571957,0.23216486,0.37305409,0.47530519,0.38044574,8929.0,0.16257822,1.6954886,2.230371,0.13624592
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.5990944,0.1461897,0.43839334,0.47070652,0.35998678,0.3634459,0.36530904,0.29513545,0.15992772,142233.0,0.05468858,2.5091317,2.6890572,0.0346131
"Single-Family Detached  (Own/Rent), 3 BR",    Below Median,250000,2.6860057,0.17368052,0.49819212,0.59695891,0.40636815,0.36816201,0.31897109,0.21185916,0.11181379,72737.0,0.08244009,2.5503918,2.8216197,0.05048907
"Single-Family Detached  (Own/Rent), 3 BR",    Above Median,250000,2.50813,0.11741683,0.3758058,0.33856625,0.31144239,0.35850984,0.41380799,0.38229538,0.21028548,69496.0,0.06587815,2.3997604,2.6164995,0.04320731
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.4750218,0.24146484,0.87430878,0.53849775,0.57634264,0.58330502,0.38455178,0.19104182,0.08550916,244313.0,0.04578443,3.3997064,3.5503372,0.02167336
"Single-Family Detached  (Own/Rent), 4-5 BR",    Below Median,450000,3.478383,0.26734192,0.86832558,0.64228612,0.57269119,0.52262342,0.34665173,0.17688069,0.0815823,123213.0,0.06797158,3.3665697,3.5901962,0.03214518
"Single-Family Detached  (Own/Rent), 4-5 BR",    Above Median,450000,3.471602,0.21513625,0.88039637,0.43289843,0.5800578,0.64504542,0.42311313,0.20545004,0.08950454,121100.0,0.06931991,3.3575707,3.5856332,0.03284687
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,1.9331203,0.08477103,0.17316294,0.59185304,0.27129925,0.19547391,0.18328009,0.23083067,0.20244941,18780.0,0.10280283,1.7640097,2.102231,0.08748066
"Single-Family Attached  (Own/Rent), 2 BR",    Below Median,219000,2.0822493,0.10501469,0.26321863,0.81840117,0.30539236,0.19565674,0.15096517,0.13071758,0.11288292,9532.0,0.17210675,1.7991337,2.3653649,0.13596624
"Single-Family Attached  (Own/Rent), 2 BR",    Above Median,219000,1.7794118,0.06390571,0.0803417,0.35834775,0.23615917,0.19528547,0.21658737,0.33401817,0.29476644,9248.0,0.13557764,1.5563865,2.002437,0.12533649
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,2.6482122,0.21290009,0.46029299,0.6514615,0.49230022,0.33945706,0.24635145,0.16023051,0.08521836,72015.0,0.08934442,2.5012406,2.7951838,0.05549841
"Single-Family Attached  (Own/Rent), 3 BR",    Below Median,320000,2.6309155,0.19559916,0.48510673,0.77469652,0.42652015,0.31600581,0.22143973,0.12643521,0.08511221,36493.0,0.11209745,2.4465152,2.8153158,0.07008978
"Single-Family Attached  (Own/Rent), 3 BR",    Above Median,320000,2.6659816,0.23067395,0.43480097,0.52485783,0.55987839,0.36354935,0.27194415,0.19494961,0.0853274,35522.0,0.12290247,2.4638071,2.8681562,0.07583494
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,1.5220816,0.07088608,0.02503516,0.57046414,0.23853727,0.22165963,0.09057665,0.22390999,0.08101266,3555.0,0.20786055,1.180151,1.8640122,0.2246467
"2-4 Units  (Own/Rent), 0-1 BR",    Below Median,108000,1.349087,0.02201933,0.00805585,0.48603652,0.19495166,0.21267454,0.15413534,0.17776584,0.09344791,1862.0,0.24226047,0.95056853,1.7476055,0.29539864
"2-4 Units  (Own/Rent), 0-1 BR",    Above Median,108000,1.7123449,0.12463083,0.04370939,0.66331955,0.28647372,0.23154164,0.020673360000000002,0.27466037,0.06733609,1693.0,0.34812152,1.139685,2.2850049,0.33443022
"2-4 Units  (Own/Rent), 2 BR",All Values,,2.0650476,0.1566278,0.24788702,0.81277415,0.25612496,0.20273885,0.16903819,0.12699262,0.09286402,9347.0,0.19578023,1.7429891,2.3871061,0.15595693
"2-4 Units  (Own/Rent), 2 BR",    Below Median,121000,2.0422131,0.15389344,0.27110656,0.81106557,0.20942623,0.17254098,0.22684426,0.12684426,0.0704918,4880.0,0.26327024,1.6091336,2.4752927,0.21206383
"2-4 Units  (Own/Rent), 2 BR",    Above Median,121000,2.0899933,0.15961495,0.22252071,0.8146407,0.30714126,0.23572868,0.10588762,0.12715469,0.11730468,4467.0,0.29219361,1.6093348,2.5706518,0.22998088
"2-4 Units (Own/Rent), 3 BR",All Values,,2.8859549,0.15547462,0.80468928,0.72706579,0.48008195,0.26155247,0.18575006,0.1873435,0.08399727,4393.0,0.35856529,2.296115,3.4757948,0.20438292
"2-4 Units (Own/Rent), 3 BR",    Below Median,218000,3.2270177,0.20457488,1.1532154,0.74061286,0.57142857,0.2093224,0.14026759,0.14846785,0.05912818,2317.0,0.58858684,2.2587923,4.195243,0.3000372
"2-4 Units (Own/Rent), 3 BR",    Above Median,218000,2.5052987,0.10067437,0.41570328,0.71194605,0.37813102,0.31984586,0.23651252,0.23073218,0.11175337,2076.0,0.43460242,1.7903777,3.2202196,0.28536358
"5-49 Units (Own), 0-1 BR",All Values,,1.1808015,0.0,0.0,0.57315937,0.14538677,0.15936626,0.15097856,0.09040075,0.06150979,1073.0,0.27908044,0.72171417,1.6398888,0.38879297
"5-49 Units (Own), 0-1 BR",    Below Median,275000,1.1487603,0.0,0.0,0.66446281,0.14214876,0.11735537,0.07933884,0.0661157,0.07933884,605.0,0.31200082,0.63551897,1.6620017,0.44677845
"5-49 Units (Own), 0-1 BR",    Above Median,275000,1.2222222,0.0,0.0,0.45512821,0.14957265,0.21367521,0.24358974,0.12179487,0.03846154,468.0,0.45090006,0.48049163,1.9639528,0.60687049
"5-49 Units (Own), 2 BR",All Values,,1.6339515,0.03497663,0.06226444,0.34901251,0.20578924,0.12543344,0.22810191,0.34313282,0.28524046,6633.0,0.17041889,1.3536124,1.9142905,0.17157124
"5-49 Units (Own), 2 BR",    Below Median,300000,1.6923984,0.04890984,0.09163229,0.40335887,0.26163819,0.09428403,0.28933412,0.29640542,0.20683559,3394.0,0.26336862,1.259157,2.1256397,0.25599255
"5-49 Units (Own), 2 BR",    Above Median,300000,1.5727076,0.02037666,0.0314912,0.29206545,0.14726768,0.15807348,0.16393949,0.39209633,0.36739734,3239.0,0.20621688,1.2334809,1.9119344,0.21569602
"5-49 Units (Own), 3 BR",All Values,,1.9195671,0.0625914,0.16379058,0.36677391,0.28224627,0.22579702,0.27376426,0.26235741,0.28224627,3419.0,0.30753313,1.4136751,2.4254591,0.26354483
"5-49 Units (Own), 3 BR",    Below Median,345000,1.9406545,0.04547976,0.17914587,0.40709928,0.20687743,0.23627288,0.30005546,0.2401553,0.3255685,1803.0,0.39615294,1.2889829,2.592326,0.3357999
"5-49 Units (Own), 3 BR",    Above Median,345000,1.8960396,0.08168317,0.14665842,0.32178218,0.36633663,0.21410891,0.24443069,0.28712871,0.23391089,1616.0,0.40995311,1.2216667,2.5704125,0.35567446
"5-49 Units (Rent), 0-1 BR",All Values,,1.400055,0.04970726,0.05854847,0.75570749,0.18786593,0.09972887,0.11179221,0.06593579,0.07076899,25449.0,0.08638135,1.2579577,1.5421523,0.1014941
"5-49 Units (Rent), 0-1 BR",    Below Median,142000,1.3121759,0.03011069,0.0403282,0.67180122,0.1455995,0.12291973,0.14753464,0.09164796,0.06223392,12919.0,0.12365195,1.1087684,1.5155833,0.15501539
"5-49 Units (Rent), 0-1 BR",    Above Median,142000,1.4906624,0.06991221,0.0773344,0.84221868,0.23144453,0.07581804,0.07494014,0.03942538,0.07956903,12530.0,0.11860393,1.2955589,1.6857659,0.13088374
