Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+,Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,2.0381754,0.09246628,0.18041405,0.37086161,0.23771154,0.2253071,0.34430032,0.3564814,0.23063311,58205.0,0.07272749,1.9185387,2.1578121,0.05869795
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 126000,2.0359294,0.1148156,0.2022086,0.54184719,0.2143612,0.22350206,0.31644299,0.25599704,0.16675473,18926.0,0.12547624,1.829521,2.2423378,0.10138289
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,126000 to 243000,2.0264087,0.09396591,0.20512821,0.35093915,0.29858232,0.21633656,0.2751932,0.35784841,0.22841496,19539.0,0.12285274,1.824316,2.2285015,0.09972951
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 243000,2.0519757,0.0695542,0.13505572,0.2266464,0.19984802,0.23591692,0.43941236,0.4514691,0.29407295,19740.0,0.12777729,1.841782,2.2621693,0.10243476
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.472247,0.14514041,0.37441233,0.42405618,0.30016785,0.28203051,0.39911317,0.35187427,0.19545231,119753.0,0.04582518,2.3968646,2.5476295,0.03049146
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 199000,2.6343958,0.1809872,0.50650452,0.49312455,0.34454071,0.26733434,0.3651803,0.30387092,0.17285324,37743.0,0.10396602,2.4633717,2.8054199,0.06491967
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,199000 to 332000,2.3896933,0.13160736,0.30657669,0.47391411,0.27398773,0.2753865,0.39960736,0.33050307,0.19811043,40750.0,0.08880444,2.24361,2.5357765,0.06113056
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 332000,2.4054532,0.12571498,0.32057683,0.31163354,0.28543383,0.30203587,0.42966554,0.41689287,0.21349976,41260.0,0.09296304,2.252529,2.5583774,0.06357396
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.1568655,0.19096761,0.7336307,0.5360738,0.43534898,0.39929038,0.40740027,0.3066349,0.14751888,98645.0,0.06890497,3.0435169,3.2702142,0.03590545
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 241000,3.2661617,0.20073561,0.77778817,0.71563494,0.41574715,0.36266442,0.3660308,0.252291,0.17526962,32082.0,0.12927966,3.0534967,3.4788268,0.06511161
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,241000 to 400000,3.1747208,0.21822564,0.7457441,0.5269388,0.45469522,0.4291598,0.39968882,0.27649643,0.12377204,32778.0,0.13777738,2.9480771,3.4013646,0.07139015
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 400000,3.0357555,0.15524641,0.67994672,0.37442652,0.43519313,0.40509102,0.45416605,0.38747965,0.14420601,33785.0,0.11523916,2.8461871,3.2253239,0.06244522
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,1.7715777,0.08206885,0.09104258,0.54005547,0.18583782,0.16315875,0.21210638,0.24539077,0.25191712,6129.0,0.19743592,1.4467957,2.0963598,0.18332929
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 136000,1.9384781,0.19859687,0.15650297,0.7987048,0.21694549,0.17701025,0.20345386,0.10955208,0.07771182,1853.0,0.41106074,1.2622832,2.6146731,0.34882772
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,136000 to 209000,1.7198135,0.05920746,0.07459207,0.53613054,0.20979021,0.19300699,0.21212121,0.16363636,0.27132867,2145.0,0.31190558,1.2067288,2.2328982,0.29833739
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 209000,1.6785547,0.00375411,0.05068043,0.31909901,0.13467855,0.12106992,0.2196152,0.44580009,0.38385734,2131.0,0.30825884,1.1714689,2.1856405,0.30209668
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,2.4085366,0.20135809,0.33799889,0.78824834,0.33467295,0.17239468,0.19013304,0.19733925,0.18639135,7216.0,0.25033661,1.9967329,2.8203403,0.17097673
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 166000,2.6729695,0.37215299,0.52299098,0.86463257,0.27073485,0.28792437,0.18435754,0.13837559,0.0318006,2327.0,0.48384363,1.8770467,3.4688923,0.29776725
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,166000 to 254000,2.5881805,0.19357841,0.29502094,1.0632852,0.41042345,0.07771056,0.22289437,0.18241042,0.14285714,2149.0,0.50025146,1.7652669,3.4110942,0.31795064
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 254000,2.0430657,0.06240876,0.21459854,0.50766423,0.32956204,0.14854015,0.16934307,0.25912409,0.35182482,2740.0,0.36170355,1.4480633,2.638068,0.29123016
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,1.3227502,0.02316851,0.04322643,0.60988952,0.21001823,0.11412635,0.17708892,0.11573528,0.02949694,9323.0,0.12177912,1.1224235,1.5230768,0.15144707
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 69000,1.1603419,0.01504274,0.06495726,0.30871795,0.16102564,0.15863248,0.23145299,0.15692308,0.06358974,2925.0,0.16692256,0.88575428,1.4349295,0.23664371
"2-4 Units  (Own/Rent), 0-1 BR",Second Tercile,69000 to 90000,1.3550192,0.05386499,0.04127317,0.6470794,0.17943337,0.14795383,0.19412382,0.09129066,0.0,2859.0,0.24454079,0.95274964,1.7572888,0.29687372
"2-4 Units  (Own/Rent), 0-1 BR",Third Tercile ,Above 90000,1.4309127,0.00508618,0.02684374,0.82876519,0.27521899,0.05001413,0.11839503,0.10144109,0.02514835,3539.0,0.26255485,0.99900996,1.8628154,0.30183723
