Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12)
"5-49 Units (Rent), 2 BR",    Above Median,121000,0.16111229,0.08915305,0.02207599,0.04988325
"5-49 Units (Rent), 3 BR",All Values,,1.2177198,0.95054945,0.12293956,0.14423077
"5-49 Units (Rent), 3 BR",    Below Median,121000,1.4731183,1.3569892,0.00967742,0.10645161
"5-49 Units (Rent), 3 BR",    Above Median,121000,0.7661597,0.23193916,0.32319392,0.21102662
"50+ Units (Own), 0-1 BR",All Values,,0.0,0.0,0.0,0.0
"50+ Units (Own), 0-1 BR",    Below Median,300000,0.0,0.0,0.0,0.0
"50+ Units (Own), 0-1 BR",    Above Median,300000,0.0,0.0,0.0,0.0
"50+ Units (Own), 2 BR",All Values,,0.0,0.0,0.0,0.0
"50+ Units (Own), 2 BR",    Below Median,350000,0.0,0.0,0.0,0.0
"50+ Units (Own), 2 BR",    Above Median,350000,0.0,0.0,0.0,0.0
"50+ Units (Own), 3 BR",All Values,,2.0,2.0,0.0,0.0
"50+ Units (Own), 3 BR",    Below Median,1544000,2.0,2.0,0.0,0.0
"50+ Units (Rent), 0-1 BR",All Values,,0.0,0.0,0.0,0.0
"50+ Units (Rent), 0-1 BR",    Below Median,111000,0.0,0.0,0.0,0.0
"50+ Units (Rent), 0-1 BR",    Above Median,111000,0.0,0.0,0.0,0.0
"50+ Units (Rent), 2 BR",All Values,,0.07525151,0.03581489,0.00965795,0.02977867
"50+ Units (Rent), 2 BR",    Below Median,140000,0.085693,0.02980626,0.01788376,0.03800298
"50+ Units (Rent), 2 BR",    Above Median,140000,0.06299213,0.04286964,0.0,0.02012248
"50+ Units (Rent), 3 BR",All Values,,0.44755245,0.0,0.44755245,0.0
"50+ Units (Rent), 3 BR",    Below Median,112000,0.50526316,0.0,0.50526316,0.0
"50+ Units (Rent), 3 BR",    Above Median,112000,0.0,0.0,0.0,0.0
All Housing Types (Own) 0-1 BR,All Values,,0.0299667,0.01331853,0.0,0.01664817
All Housing Types (Own) 0-1 BR,    Below Median,200000,0.0510397,0.02268431,0.0,0.02835539
All Housing Types (Own) 0-1 BR,    Above Median,200000,0.0,0.0,0.0,0.0
All Housing Types (Own) 2 BR,All Values,,0.10667862,0.05714926,0.0257732,0.02375616
All Housing Types (Own) 2 BR,    Below Median,200000,0.12869565,0.07478261,0.02847826,0.02543478
All Housing Types (Own) 2 BR,    Above Median,200000,0.08325624,0.03839038,0.02289547,0.0219704
All Housing Types (Own) 3 BR,All Values,,0.46714132,0.24412232,0.10564462,0.11737438
All Housing Types (Own) 3 BR,    Below Median,230000,0.44764216,0.21681197,0.10000991,0.13082029
All Housing Types (Own) 3 BR,    Above Median,230000,0.4880157,0.27335879,0.11167674,0.10298017
All Housing Types (Own) 4-5 BR,All Values,,1.0267307,0.46227781,0.26089977,0.30355316
All Housing Types (Own) 4-5 BR,    Below Median,315000,1.0057495,0.45590169,0.26876104,0.28108677
All Housing Types (Own) 4-5 BR,    Above Median,315000,1.048885,0.4690104,0.252599,0.32727561
All Housing Types (Rent) 0-1 BR,All Values,,0.0071441,0.00284602,0.00284602,0.00145205
All Housing Types (Rent) 0-1 BR,    Below Median,105000,0.0,0.0,0.0,0.0
All Housing Types (Rent) 0-1 BR,    Above Median,105000,0.01437756,0.00572764,0.00572764,0.00292227
All Housing Types (Rent) 2 BR,All Values,,0.17155292,0.08861754,0.03632957,0.04660582
All Housing Types (Rent) 2 BR,    Below Median,118000,0.23133444,0.11945959,0.05333017,0.05854468
All Housing Types (Rent) 2 BR,    Above Median,118000,0.10931524,0.05650833,0.01863048,0.03417643
All Housing Types (Rent) 3 BR,All Values,,0.72853639,0.42286727,0.13423276,0.17143636
All Housing Types (Rent) 3 BR,    Below Median,143000,0.80772221,0.49028246,0.17362011,0.14381964
All Housing Types (Rent) 3 BR,    Above Median,143000,0.64070135,0.34808853,0.09054326,0.20206956
All Housing Types (Rent) 4-5 BR,All Values,,1.0366236,0.59155912,0.11719567,0.32786885
All Housing Types (Rent) 4-5 BR,    Below Median,154000,0.79234263,0.53147307,0.05386113,0.20700844
All Housing Types (Rent) 4-5 BR,    Above Median,154000,1.3205128,0.66138763,0.1907994,0.46832579
