Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+,Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,1.9967923,0.06503162,0.16152438,0.28689466,0.16083375,0.19001082,0.31162423,0.44420869,0.37666417,240360.0,0.03032842,1.9469021,2.0466826,0.0249852
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 159000,2.1976997,0.12548243,0.28079233,0.45591054,0.23601278,0.2370607,0.31350799,0.30598083,0.24295208,78250.0,0.06243357,2.0949965,2.3004029,0.04673214
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,159000 to 276000,1.925554,0.05175178,0.1316787,0.28533078,0.15386336,0.19527473,0.30514162,0.40827233,0.39424069,80461.0,0.05469229,1.8355852,2.0155228,0.0467236
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 276000,1.8744504,0.02018396,0.0766329,0.12645593,0.09565335,0.13973227,0.31620718,0.61209568,0.48748913,81649.0,0.05216844,1.7886333,1.9602675,0.04578253
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.642877,0.1535561,0.42343479,0.53113512,0.3349572,0.33404555,0.36246286,0.31315204,0.19013334,845717.0,0.02081512,2.6086361,2.6771179,0.01295591
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 194000,2.954778,0.19888448,0.59101106,0.70361408,0.39568413,0.34133423,0.33060396,0.23669248,0.15695361,277719.0,0.04988676,2.8727143,3.0368418,0.02777323
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,194000 to 313000,2.6315515,0.16072559,0.40750561,0.57863588,0.33552196,0.3388103,0.34425009,0.2863588,0.17974327,277952.0,0.04187302,2.5626704,2.7004326,0.0261751
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 313000,2.3550851,0.10328362,0.27824552,0.32046641,0.27626997,0.32250057,0.41042111,0.41203809,0.23185977,290046.0,0.03744312,2.2934911,2.416679,0.02615359
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.4475014,0.22201939,0.81725399,0.66206195,0.49765166,0.4738428,0.3925124,0.25249909,0.12966013,605321.0,0.03030402,3.3976513,3.4973515,0.01445978
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 265000,3.7822377,0.2648497,0.94457376,0.93221251,0.52924083,0.42671226,0.35273916,0.20998171,0.12192776,200627.0,0.07770893,3.6544065,3.9100689,0.03379777
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,265000 to 424000,3.4062713,0.22509028,0.77901956,0.64699036,0.5184631,0.47927675,0.37646325,0.25884187,0.1221261,192465.0,0.05916576,3.3089436,3.5035989,0.02857308
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 424000,3.1684548,0.1787456,0.73156826,0.42034783,0.44891603,0.51346894,0.4446659,0.28694005,0.14380221,212229.0,0.049869,3.0864203,3.2504893,0.02589101
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,1.7850002,0.06180279,0.1345955,0.38099309,0.17024034,0.17188125,0.23571104,0.33455137,0.29522483,72521.0,0.05113663,1.7008805,1.86912,0.04712591
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 139000,1.9708929,0.1262425,0.23377931,0.57429854,0.22669127,0.2181353,0.19557103,0.20978904,0.18638594,23843.0,0.10646153,1.7957637,2.1460221,0.0888578
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,139000 to 221000,1.7199983,0.03384266,0.13537063,0.34389864,0.18550322,0.17211769,0.23639348,0.3606516,0.2522204,23757.0,0.08749692,1.5760659,1.8639307,0.08368173
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 221000,1.6691144,0.0268047,0.03896312,0.23141126,0.10168131,0.12740259,0.27346415,0.42903575,0.44035151,24921.0,0.08647872,1.5268569,1.8113719,0.08522932
