Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+
"50+ Units (Rent), 0-1 BR",All Values,,1.1330081,0.01236258,0.00660073,0.3944545,0.07483774,0.06470484,0.15177271,0.16241335,0.26586163
"50+ Units (Rent), 0-1 BR",First Tercile,Below 68000,1.0662033,0.00330679,0.00344176,0.09711162,0.04467539,0.07038737,0.25388042,0.34215144,0.25124848
"50+ Units (Rent), 0-1 BR",Second Tercile,68000 to 116000,1.1893168,0.03173019,0.0160314,0.53828245,0.06352691,0.08295084,0.10896029,0.11847269,0.22936207
"50+ Units (Rent), 0-1 BR",Third Tercile ,Above 116000,1.142293,0.00220107,0.00045316,0.53971645,0.11477957,0.04149673,0.0954878,0.03275717,0.31540105
"50+ Units (Rent), 2 BR",All Values,,1.7285002,0.07319074,0.0723074,0.74660862,0.16808631,0.12890403,0.17477443,0.11287778,0.2517509
"50+ Units (Rent), 2 BR",First Tercile,Below 107000,1.6717645,0.08659912,0.06499713,0.6046645,0.13821449,0.07436437,0.20837316,0.1907857,0.30376601
"50+ Units (Rent), 2 BR",Second Tercile,107000 to 169000,1.751341,0.09482759,0.09157088,0.81436782,0.18831418,0.17643678,0.1440613,0.07394636,0.16781609
"50+ Units (Rent), 2 BR",Third Tercile ,Above 169000,1.7613931,0.03927381,0.06076325,0.81863653,0.17747314,0.13579103,0.17191552,0.07502779,0.28251204
"50+ Units (Rent), 3 BR",All Values,,2.8445298,0.31861804,0.47216891,1.3985925,0.20409469,0.19257837,0.12092131,0.04798464,0.08957134
"50+ Units (Rent), 3 BR",First Tercile,Below 136000,3.3104478,0.32835821,0.90149254,1.5552239,0.28358209,0.02686567,0.21492537,0.0,0.0
"50+ Units (Rent), 3 BR",Second Tercile,136000 to 209000,2.7417323,0.22834646,0.3511811,1.8740157,0.10551181,0.07559055,0.04724409,0.0,0.05984252
"50+ Units (Rent), 3 BR",Third Tercile ,Above 209000,2.6913997,0.40978078,0.35919056,0.8010118,0.26475548,0.41146712,0.14671164,0.12647555,0.17200675
All Housing Types (Own) 0-1 BR,All Values,,1.5689012,0.04222684,0.06502078,0.24226962,0.14198851,0.24474456,0.37173063,0.28287705,0.17804327
All Housing Types (Own) 0-1 BR,First Tercile,Below 73000,1.5656288,0.03756979,0.06435128,0.20942557,0.13551623,0.23450364,0.39405697,0.31806568,0.17213968
All Housing Types (Own) 0-1 BR,Second Tercile,73000 to 150000,1.5420324,0.05049317,0.06289024,0.26567731,0.15256538,0.21165505,0.36720659,0.23871143,0.19283323
All Housing Types (Own) 0-1 BR,Third Tercile ,Above 150000,1.5987399,0.03843384,0.06777678,0.25022502,0.13762376,0.28739874,0.3549955,0.29333933,0.16894689
All Housing Types (Own) 2 BR,All Values,,1.9036886,0.07168769,0.14327249,0.30592539,0.181416,0.23879511,0.38668597,0.32529817,0.25060778
All Housing Types (Own) 2 BR,First Tercile,Below 88000,1.9595302,0.08915354,0.17448251,0.31648564,0.19229909,0.26483637,0.38897584,0.29074926,0.24254798
All Housing Types (Own) 2 BR,Second Tercile,88000 to 159000,1.8974293,0.07470406,0.1465479,0.33373415,0.18892573,0.22540802,0.38659553,0.31308226,0.22843167
All Housing Types (Own) 2 BR,Third Tercile ,Above 159000,1.8578354,0.0527044,0.11132415,0.2701999,0.16433357,0.22718013,0.38465058,0.36868021,0.27876246
All Housing Types (Own) 3 BR,All Values,,2.4828715,0.14005586,0.36592601,0.43443349,0.29967896,0.31559434,0.39786302,0.32060727,0.2087126
All Housing Types (Own) 3 BR,First Tercile,Below 136000,2.498512,0.14026013,0.39914104,0.4568709,0.29981341,0.30518683,0.38380021,0.29082621,0.22261326
All Housing Types (Own) 3 BR,Second Tercile,136000 to 212000,2.4675277,0.14773653,0.35768147,0.47107838,0.30659055,0.30723988,0.38508109,0.29709451,0.19502528
All Housing Types (Own) 3 BR,Third Tercile ,Above 212000,2.483297,0.13228755,0.34281991,0.37718483,0.29273494,0.33362335,0.42369706,0.37180906,0.20914028
All Housing Types (Own) 4-5 BR,All Values,,3.1695728,0.18315619,0.72966099,0.50573698,0.44816785,0.45147335,0.42291769,0.27858413,0.14987558
All Housing Types (Own) 4-5 BR,First Tercile,Below 209000,3.2352287,0.18042018,0.74711411,0.63075335,0.42140051,0.39939936,0.40239586,0.27500101,0.17874429
All Housing Types (Own) 4-5 BR,Second Tercile,209000 to 340000,3.1436219,0.18856538,0.71193657,0.51455804,0.46094645,0.43954824,0.41654698,0.26930554,0.14221468
All Housing Types (Own) 4-5 BR,Third Tercile ,Above 340000,3.132892,0.18116429,0.72871675,0.38852109,0.46133376,0.50700984,0.44616347,0.2892858,0.13069697
All Housing Types (Rent) 0-1 BR,All Values,,1.2511284,0.02641139,0.0310207,0.48817997,0.13638866,0.12551873,0.17942324,0.13389015,0.13029556
All Housing Types (Rent) 0-1 BR,First Tercile,Below 67000,1.1657144,0.01704011,0.02506835,0.23780938,0.0935615,0.13552531,0.25570294,0.22247617,0.17853062
All Housing Types (Rent) 0-1 BR,Second Tercile,67000 to 96000,1.2698662,0.03754636,0.03939337,0.48947346,0.17353285,0.14936292,0.17887188,0.1176895,0.0839959
All Housing Types (Rent) 0-1 BR,Third Tercile ,Above 96000,1.3164711,0.02465493,0.02862696,0.73244152,0.14187224,0.09226448,0.10515938,0.06294242,0.12850921
All Housing Types (Rent) 2 BR,All Values,,2.0525429,0.17336579,0.26853072,0.77139841,0.2413028,0.19888923,0.19203771,0.11691298,0.09010529
All Housing Types (Rent) 2 BR,First Tercile,Below 85000,1.9367497,0.17710504,0.24659707,0.62967745,0.19559626,0.20186844,0.23523193,0.14842789,0.10224558
All Housing Types (Rent) 2 BR,Second Tercile,85000 to 112000,2.0872105,0.19652494,0.27781209,0.79761242,0.24990634,0.20469619,0.18605522,0.10610464,0.0684987
All Housing Types (Rent) 2 BR,Third Tercile ,Above 112000,2.1319577,0.14689992,0.28090112,0.88455941,0.27765152,0.1902512,0.15557217,0.09665072,0.09947169
All Housing Types (Rent) 3 BR,All Values,,3.0891765,0.29482678,0.80957944,0.91480526,0.44731981,0.29215394,0.18984562,0.09610633,0.04453932
All Housing Types (Rent) 3 BR,First Tercile,Below 102000,2.8668498,0.2847212,0.74909647,0.81221419,0.38967768,0.26746202,0.20255569,0.10066013,0.06046246
All Housing Types (Rent) 3 BR,Second Tercile,102000 to 135000,3.1165953,0.28692215,0.83188756,0.94672596,0.43437283,0.28298745,0.19294682,0.10610885,0.03464368
All Housing Types (Rent) 3 BR,Third Tercile ,Above 135000,3.2824869,0.31276775,0.84731427,0.98473143,0.51750211,0.32583941,0.17412398,0.08157885,0.03862912
All Housing Types (Rent) 4-5 BR,All Values,,4.0670111,0.3788376,1.2175593,1.2775179,0.59693224,0.28685148,0.18616018,0.09210251,0.03104997
All Housing Types (Rent) 4-5 BR,First Tercile,Below 112000,3.5114051,0.35259206,1.0587773,1.0785127,0.47872721,0.2441187,0.17733286,0.08609224,0.03525206
All Housing Types (Rent) 4-5 BR,Second Tercile,112000 to 157000,4.2746171,0.36989814,1.3528515,1.2699051,0.66170051,0.27641882,0.19076987,0.12577091,0.02730234
All Housing Types (Rent) 4-5 BR,Third Tercile ,Above 157000,4.3952018,0.41293738,1.2359937,1.4763869,0.64631883,0.33828281,0.19007355,0.06448065,0.03072799
