Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+,Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,2.1139075,0.10320052,0.20095854,0.40781899,0.24699007,0.25404669,0.36461838,0.3283461,0.20792825,241617.0,0.03566114,2.055245,2.1725701,0.02775078
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 190000,2.2096746,0.14859292,0.28658902,0.55649555,0.25422373,0.26629511,0.31706738,0.24031541,0.14009547,80024.0,0.06984462,2.0947802,2.324569,0.05199608
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,190000 to 375000,2.0624152,0.09065181,0.16359329,0.40094762,0.2593802,0.2470995,0.3665258,0.31613523,0.2180817,78090.0,0.07222376,1.9436071,2.1812232,0.05760629
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 375000,2.0702849,0.07143456,0.15383878,0.27176269,0.22847083,0.24880543,0.40840449,0.42412847,0.26343964,83503.0,0.05856478,1.9739458,2.166624,0.04653421
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.6530291,0.155627,0.41243792,0.50542156,0.35799486,0.34748379,0.40031773,0.31288018,0.16086604,879359.0,0.02249789,2.61602,2.6900381,0.01394973
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 288000,2.8033831,0.18890447,0.52161888,0.65222355,0.3832806,0.3250865,0.33161514,0.25327489,0.14737903,283826.0,0.03828472,2.7404047,2.8663614,0.02246513
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,288000 to 471000,2.5957001,0.14770274,0.36629664,0.49783808,0.3517148,0.3429472,0.40715387,0.32042005,0.16162675,291870.0,0.03705426,2.5347459,2.6566544,0.02348278
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 471000,2.5675996,0.13213991,0.35473864,0.3754985,0.34039708,0.37277838,0.45796162,0.36134465,0.17274083,303663.0,0.04017769,2.5015073,2.6336919,0.02574089
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.3464616,0.20957243,0.74357336,0.60496764,0.50908366,0.48446256,0.40503556,0.26570413,0.12406225,644894.0,0.02654009,3.3028031,3.39012,0.01304615
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 378000,3.5352369,0.22792989,0.81975717,0.78721299,0.54191076,0.40215031,0.37185971,0.25108818,0.13332786,207226.0,0.05962787,3.4371491,3.6333247,0.02774576
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,378000 to 636000,3.3164084,0.20761432,0.70905391,0.60917864,0.49402127,0.49068725,0.40859812,0.27848689,0.11876805,213256.0,0.06052901,3.2168382,3.4159787,0.03002351
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 636000,3.2007023,0.19448158,0.70602731,0.4326774,0.49308415,0.55455591,0.43228526,0.26705346,0.12053723,224412.0,0.05026369,3.1180185,3.2833861,0.02583301
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,2.0704477,0.15884906,0.21827874,0.6629808,0.30675941,0.21334443,0.19507362,0.17095694,0.14420466,50463.0,0.08467358,1.9311596,2.2097357,0.06727436
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 169000,2.2984671,0.25302074,0.31950706,0.85362188,0.28896904,0.1991584,0.19164412,0.103156,0.08938984,16635.0,0.15765878,2.0391184,2.5578158,0.11283551
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,169000 to 320000,2.0825998,0.15283974,0.23622332,0.66194381,0.33510189,0.20981551,0.17056554,0.16031593,0.15579404,16586.0,0.15009231,1.8356979,2.3295016,0.11855463
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 320000,1.8387658,0.07377334,0.10335228,0.48004872,0.29665932,0.2304257,0.22195801,0.24660712,0.18594131,17242.0,0.10599448,1.6644049,2.0131267,0.09482497
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,2.6916058,0.19787537,0.48809637,0.7723039,0.42452812,0.31708242,0.22989661,0.1612634,0.10055961,52715.0,0.09573887,2.5341154,2.8490962,0.0585117
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 222000,3.1450715,0.30191171,0.75578391,1.0186578,0.41971411,0.27808715,0.18250187,0.0990872,0.08932775,17419.0,0.19960084,2.8167281,3.4734149,0.10439934
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,222000 to 414000,2.6459157,0.17168243,0.46718257,0.72834623,0.40229292,0.33585555,0.24012611,0.19266265,0.10776727,17445.0,0.15683123,2.3879284,2.9039031,0.097504
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 414000,2.2937651,0.12195395,0.24732508,0.57486976,0.45095513,0.33678786,0.26614755,0.19124979,0.10447594,17851.0,0.1362384,2.0696529,2.5178772,0.09770494
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,1.5300382,0.08095676,0.08101252,0.58136099,0.24579744,0.17889103,0.17652142,0.11870313,0.0667949,35871.0,0.07571846,1.4054813,1.6545951,0.08140769
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 90000,1.3740568,0.06799491,0.07503179,0.37643069,0.14972446,0.19321747,0.24061043,0.17100466,0.10004239,11795.0,0.10797158,1.1964436,1.5516701,0.12926194
"2-4 Units  (Own/Rent), 0-1 BR",Second Tercile,90000 to 140000,1.5482288,0.07749875,0.08897389,0.60410777,0.28122401,0.20854815,0.13994678,0.10876434,0.03916514,12026.0,0.1314071,1.3320642,1.7643935,0.13962063
"2-4 Units  (Own/Rent), 0-1 BR",Third Tercile ,Above 140000,1.6645643,0.09709544,0.07892116,0.75925311,0.30448133,0.13526971,0.15029046,0.07742739,0.06182573,12050.0,0.13816161,1.4372885,1.8918402,0.13653774
"2-4 Units  (Own/Rent), 2 BR",All Values,,2.2717398,0.1788243,0.3416917,0.80742484,0.3015211,0.22706263,0.1978486,0.13762422,0.07974242,95194.0,0.07209742,2.1531396,2.3903401,0.0522068
"2-4 Units  (Own/Rent), 2 BR",First Tercile,Below 124000,2.2360026,0.1942665,0.39138373,0.75265855,0.28183857,0.21774504,0.18507367,0.13180653,0.08122998,31220.0,0.10861174,2.0573362,2.4146689,0.07990434
"2-4 Units  (Own/Rent), 2 BR",Second Tercile,124000 to 183000,2.4122125,0.20925497,0.39153456,0.87330033,0.33636193,0.24500282,0.19631556,0.11081521,0.04962717,31918.0,0.12415543,2.2079769,2.6164482,0.08466736
"2-4 Units  (Own/Rent), 2 BR",Third Tercile ,Above 183000,2.1666771,0.13348515,0.24366733,0.79517095,0.2859995,0.21827427,0.21181682,0.16998378,0.10827926,32056.0,0.12092322,1.9677584,2.3655958,0.09180819
"2-4 Units (Own/Rent), 3 BR",All Values,,3.1474875,0.25699613,0.72200012,0.98410111,0.48899071,0.25432068,0.21443508,0.14490436,0.08173934,32518.0,0.16976503,2.8682241,3.426751,0.08872584
"2-4 Units (Own/Rent), 3 BR",First Tercile,Below 153000,3.1915232,0.31699102,0.87874251,0.92758234,0.45537051,0.24766093,0.17281063,0.14343189,0.04893338,10688.0,0.32578351,2.6556093,3.7274371,0.1679179
"2-4 Units (Own/Rent), 3 BR",Second Tercile,153000 to 221000,3.4903652,0.33345568,0.80161498,1.1782896,0.55349605,0.23022573,0.21958157,0.13121674,0.04248486,10898.0,0.31445489,2.9730869,4.0076435,0.14820177
"2-4 Units (Own/Rent), 3 BR",Third Tercile ,Above 221000,2.7626235,0.12211855,0.48938895,0.84577387,0.4575558,0.28485181,0.25,0.15998902,0.15294548,10932.0,0.25590053,2.3416671,3.1835799,0.15237558
"5-49 Units (Own), 0-1 BR",All Values,,1.3872002,0.03497785,0.04070567,0.38697113,0.24507408,0.23568046,0.20108447,0.14983962,0.09286696,13094.0,0.11435197,1.1990913,1.5753092,0.13560334
"5-49 Units (Own), 0-1 BR",First Tercile,Below 251000,1.3641186,0.00578732,0.04461056,0.25295394,0.32770678,0.17554859,0.27634435,0.17458404,0.10658307,4147.0,0.19854288,1.0375156,1.6907217,0.23942422
"5-49 Units (Own), 0-1 BR",Second Tercile,251000 to 421000,1.5441139,0.09102466,0.05059751,0.54309687,0.29290618,0.23798627,0.11187389,0.15433511,0.06229341,3933.0,0.22592469,1.1724678,1.91576,0.24068568
"5-49 Units (Own), 0-1 BR",Third Tercile ,Above 421000,1.283207,0.01515756,0.02971679,0.37534902,0.13921021,0.2836059,0.20881532,0.12584763,0.10550459,5014.0,0.17321179,0.99827362,1.5681404,0.22204788
"5-49 Units (Own), 2 BR",All Values,,1.642286,0.07343689,0.08572552,0.29554988,0.26120724,0.20336872,0.23060034,0.28250754,0.20988989,30516.0,0.0804662,1.5099191,1.7746529,0.08059918
"5-49 Units (Own), 2 BR",First Tercile,Below 270000,1.603514,0.04043184,0.13928874,0.27836579,0.23814564,0.27063929,0.25624471,0.21242591,0.16797206,9448.0,0.13234714,1.3858029,1.821225,0.13577122
"5-49 Units (Own), 2 BR",Second Tercile,270000 to 459000,1.656137,0.09505233,0.0623216,0.31389153,0.27088487,0.19410086,0.22483349,0.28705994,0.20799239,10510.0,0.12586439,1.4490901,1.8631839,0.12501799
"5-49 Units (Own), 2 BR",Third Tercile ,Above 459000,1.6631938,0.08145482,0.06109112,0.29266907,0.27221065,0.15239629,0.21339269,0.34068952,0.24928964,10558.0,0.14437437,1.4256979,1.9006896,0.14279505
"5-49 Units (Own), 3 BR",All Values,,1.9447282,0.03666545,0.14100693,0.38398395,0.2404232,0.21178402,0.2739876,0.3954761,0.26140095,5482.0,0.22347914,1.577105,2.3123514,0.18903577
"5-49 Units (Own), 3 BR",First Tercile,Below 318000,1.9561871,0.03315571,0.13380699,0.3812907,0.21255181,0.26879811,0.30017762,0.39253996,0.23386619,1689.0,0.42437771,1.2580858,2.6542884,0.35686839
"5-49 Units (Own), 3 BR",Second Tercile,318000 to 523000,1.8800657,0.04709748,0.16100767,0.39375685,0.24315444,0.17196057,0.18455641,0.46276013,0.21577218,1826.0,0.3871915,1.2431357,2.5169957,0.33878072
"5-49 Units (Own), 3 BR",Third Tercile ,Above 523000,1.9949161,0.02999492,0.12862227,0.3772242,0.26182003,0.19979664,0.33451957,0.33553635,0.32740214,1967.0,0.32653626,1.457764,2.5320683,0.26926052
"5-49 Units (Rent), 0-1 BR",All Values,,1.4048809,0.0417641,0.0533848,0.65883602,0.18989214,0.13197361,0.15289444,0.10234323,0.07379259,167632.0,0.03446598,1.3481844,1.4615775,0.04035683
"5-49 Units (Rent), 0-1 BR",First Tercile,Below 106000,1.2526325,0.03117493,0.04242753,0.38694121,0.11971462,0.14870405,0.22523255,0.1743159,0.12412174,55365.0,0.04456927,1.1793161,1.325949,0.0585299
"5-49 Units (Rent), 0-1 BR",Second Tercile,106000 to 160000,1.446802,0.0468736,0.07574917,0.70966992,0.20438322,0.14266035,0.14074604,0.08617944,0.0405403,55895.0,0.0623595,1.3442207,1.5493834,0.07090215
"5-49 Units (Rent), 0-1 BR",Third Tercile ,Above 160000,1.5128433,0.04709785,0.04197119,0.87547009,0.2444476,0.10494572,0.09389413,0.04768325,0.05733343,56372.0,0.05941646,1.4151032,1.6105833,0.06460688
"5-49 Units (Rent), 2 BR",All Values,,2.3892983,0.206373,0.3724764,0.97279785,0.34284117,0.20096688,0.14903376,0.08736199,0.05744724,157414.0,0.06290392,2.2858213,2.4927752,0.04330851
"5-49 Units (Rent), 2 BR",First Tercile,Below 136000,2.2878521,0.22679376,0.40617931,0.83828619,0.2852033,0.20577715,0.15281994,0.10485103,0.06794146,51721.0,0.10808016,2.1100603,2.465644,0.07771126
"5-49 Units (Rent), 2 BR",Second Tercile,136000 to 192000,2.4998665,0.21717576,0.40044999,1.020707,0.3334096,0.2318766,0.16026008,0.0857072,0.05028029,52446.0,0.10755671,2.3229357,2.6767973,0.07077609
"5-49 Units (Rent), 2 BR",Third Tercile ,Above 192000,2.3789321,0.17589723,0.3121866,1.0562661,0.40811689,0.16584972,0.13429865,0.07200406,0.05431292,53247.0,0.09699085,2.2193822,2.5384821,0.06706788
"5-49 Units (Rent), 3 BR",All Values,,3.7564559,0.35812948,1.0578532,1.2609601,0.53208952,0.26984826,0.17864435,0.07134564,0.02758538,24977.0,0.22575624,3.3850869,4.127825,0.09886154
"5-49 Units (Rent), 3 BR",First Tercile,Below 149000,3.9194107,0.45531072,1.333127,1.1969547,0.49170587,0.25427086,0.10831889,0.05186927,0.02785343,8078.0,0.41334025,3.239466,4.5993555,0.17348136
"5-49 Units (Rent), 3 BR",Second Tercile,149000 to 220000,3.5404504,0.29179078,1.0294293,1.1976647,0.47313237,0.27403789,0.18134159,0.06493506,0.02811867,8393.0,0.38100384,2.9136991,4.1672017,0.17702587
"5-49 Units (Rent), 3 BR",Third Tercile ,Above 220000,3.8148366,0.33129556,0.82447684,1.3841994,0.6286151,0.28050788,0.24276981,0.09616741,0.02680461,8506.0,0.42179587,3.1209824,4.5086908,0.18188307
"50+ Units (Own), 0-1 BR",All Values,,1.2709325,0.00840101,0.0,0.41346962,0.17964156,0.15779894,0.20316438,0.1425371,0.16591991,7142.0,0.13077218,1.0558123,1.4860528,0.16926173
"50+ Units (Own), 0-1 BR",First Tercile,Below 348000,1.1630149,0.00394391,0.0,0.24014023,0.12094654,0.17265557,0.2283085,0.20201578,0.19500438,2282.0,0.17201776,0.88004568,1.4459841,0.24330662
"50+ Units (Own), 0-1 BR",Second Tercile,348000 to 531000,1.2230026,0.0,0.0,0.38015803,0.16110623,0.1641791,0.19007902,0.14574188,0.18173837,2278.0,0.22493001,0.85299277,1.5930125,0.30254216
