Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+,Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,2.0981523,0.10386893,0.22123826,0.39784096,0.21243365,0.25242446,0.34212944,0.33559616,0.23262046,78368.0,0.07063142,1.9819636,2.214341,0.05537667
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 103000,2.1753698,0.11965679,0.25783282,0.48266491,0.22704508,0.24828202,0.33835462,0.29755018,0.20398338,25757.0,0.12397468,1.9714315,2.3793082,0.09374882
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,103000 to 194000,2.1784645,0.12867809,0.27089073,0.45610253,0.24206492,0.31205334,0.32774384,0.25855392,0.18237713,25047.0,0.12780995,1.9682171,2.3887119,0.09651173
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 194000,1.9530184,0.06657234,0.14192425,0.26563634,0.17185459,0.20211145,0.35872878,0.44115513,0.30503555,27564.0,0.09820942,1.7914639,2.1145729,0.08272041
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.6109153,0.13463935,0.42140601,0.51829401,0.3250082,0.30287036,0.37994028,0.32360322,0.20515387,289685.0,0.03526528,2.5529039,2.6689267,0.02221879
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 152000,2.8634798,0.1929211,0.53036285,0.70146081,0.36092989,0.31396408,0.32898057,0.24618043,0.18868004,95495.0,0.08968657,2.7159454,3.0110142,0.05152277
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,152000 to 245000,2.5864252,0.12883836,0.45246372,0.52923623,0.35931634,0.30284394,0.36784068,0.27843674,0.16744922,93497.0,0.06715802,2.4759503,2.6969002,0.04271337
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 245000,2.3941287,0.08475266,0.2892356,0.33442245,0.25908454,0.29237385,0.43950424,0.43896795,0.25578739,100693.0,0.06141802,2.293096,2.4951613,0.04220018
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.4476076,0.19356336,0.8181907,0.65976736,0.46796344,0.41320072,0.41773781,0.29978984,0.17739439,122766.0,0.07696822,3.3209949,3.5742204,0.03672481
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 200000,3.7790844,0.24338025,0.959368,0.90383675,0.48320939,0.3772677,0.36231698,0.27106868,0.17863668,38861.0,0.16870502,3.5015647,4.0566042,0.07343571
