Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+,Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,2.0838006,0.10496986,0.19763774,0.36113837,0.24015141,0.27323707,0.37950372,0.3379013,0.18926118,28532.0,0.10188387,1.9162017,2.2513996,0.08042946
"Single-Family Detached  (Own/Rent), 2 BR",    Below Median,162000,2.0661675,0.13492172,0.2367597,0.39850238,0.27556161,0.22157931,0.37161334,0.25323349,0.17399592,14690.0,0.14649261,1.8251871,2.3071478,0.11663156
"Single-Family Detached  (Own/Rent), 2 BR",    Above Median,162000,2.1025141,0.07318307,0.15611906,0.32148533,0.20257188,0.32805953,0.38787747,0.4277561,0.20546164,13842.0,0.15176393,1.8528624,2.3521657,0.11873959
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.6882035,0.18330571,0.48362895,0.54905162,0.41862468,0.36372362,0.32016867,0.24948725,0.12021298,243784.0,0.05267729,2.6015493,2.7748576,0.03223497
"Single-Family Detached  (Own/Rent), 3 BR",    Below Median,225000,2.7219185,0.20225223,0.5393773,0.63540657,0.43431957,0.34400235,0.27530292,0.18707985,0.1041777,122723.0,0.07284972,2.6020807,2.8417563,0.04402696
"Single-Family Detached  (Own/Rent), 3 BR",    Above Median,225000,2.6540257,0.16409909,0.42711526,0.46151114,0.40271433,0.38371565,0.36565037,0.31275142,0.13646839,121061.0,0.07005081,2.5387921,2.7692592,0.04341841
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.4193151,0.23281312,0.85998453,0.58008655,0.56513908,0.53635023,0.3561162,0.20459243,0.08423292,165446.0,0.07419131,3.2972704,3.5413598,0.03569273
"Single-Family Detached  (Own/Rent), 4-5 BR",    Below Median,355000,3.5448244,0.25036373,0.92837795,0.69826475,0.59613679,0.47470458,0.3263387,0.18827551,0.0823624,84541.0,0.1110468,3.3621524,3.7274964,0.05153202
"Single-Family Detached  (Own/Rent), 4-5 BR",    Above Median,355000,3.2881651,0.21447377,0.7885174,0.45659724,0.53274829,0.60076633,0.38723194,0.22164267,0.0861875,80905.0,0.08926683,3.1413212,3.4350091,0.04465832
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,1.8779117,0.12571696,0.14947911,0.61465527,0.22404308,0.143919,0.21181084,0.22468688,0.18360061,17086.0,0.12860142,1.6663624,2.0894611,0.11265137
