Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.15864991,0.07575973,0.03409079,0.0487994,91579.0,0.00819751,0.145165,0.17213482,0.0849979
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 73000,0.11917133,0.05836211,0.0231303,0.03767892,29831.0,0.01171724,0.09989647,0.13844619,0.16174076
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,73000 to 111000,0.19705063,0.09555956,0.03775193,0.06373914,30515.0,0.01895759,0.1658654,0.22823586,0.15825998
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 111000,0.15883841,0.07303173,0.04098229,0.04482438,31233.0,0.01485591,0.13440044,0.18327638,0.15385429
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.35682303,0.15717929,0.0855488,0.11409494,267777.0,0.00823921,0.34326953,0.37037652,0.0379838
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 104000,0.37489118,0.15416559,0.09695786,0.12376773,85006.0,0.01734964,0.34635103,0.40343134,0.07612917
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,104000 to 178000,0.36466876,0.17093282,0.08537592,0.10836001,88409.0,0.01926797,0.33297294,0.39636457,0.08691672
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 178000,0.33319557,0.14700833,0.07543291,0.11075433,94362.0,0.01448554,0.30936685,0.35702428,0.07151571
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.72381507,0.30386079,0.18016719,0.2397871,118551.0,0.02216376,0.68735569,0.76027445,0.05037112
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 140000,0.72865956,0.33298056,0.17366614,0.22201285,38741.0,0.04198352,0.65959667,0.79772245,0.09478074
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,140000 to 265000,0.70781321,0.30376004,0.18320109,0.22085207,39574.0,0.04290365,0.6372367,0.77838972,0.09971064
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 265000,0.73488915,0.27592206,0.18344269,0.27552441,40236.0,0.03885977,0.67096483,0.79881348,0.08698499
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.12569741,0.04299311,0.03298326,0.04972104,6094.0,0.03122983,0.07432433,0.17707048,0.40870433
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 100000,0.16846986,0.07006698,0.04430706,0.05409583,1941.0,0.06453507,0.06230967,0.27463005,0.63014352
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,100000 to 133000,0.1253012,0.02024096,0.0453012,0.05975904,2075.0,0.05207575,0.0396366,0.21096581,0.68366944
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 133000,0.08614052,0.04042348,0.01010587,0.03561116,2078.0,0.03413942,0.02998117,0.14229987,0.65195044
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.45383681,0.25480867,0.07329419,0.12573395,9878.0,0.05916672,0.35650756,0.55116606,0.2144587
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 140000,0.56028142,0.29197314,0.0892229,0.17908539,3127.0,0.13002236,0.34639463,0.77416821,0.38174885
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,140000 to 202000,0.4615631,0.3334401,0.07783472,0.05028828,3122.0,0.10767829,0.28443231,0.63869389,0.38376289
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 202000,0.35546983,0.15513916,0.05566272,0.14466795,3629.0,0.07566368,0.23100308,0.47993658,0.35014716
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.05664696,0.0290864,0.01335113,0.01420942,10486.0,0.02432933,0.01662521,0.09666871,0.70651188
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 57000,0.01288498,0.01037084,0.0,0.00251414,3182.0,0.00929594,-0.00240684,0.0281768,1.1867945
"2-4 Units  (Own/Rent), 0-1 BR",Second Tercile,57000 to 77000,0.04282655,0.001606,0.01284797,0.02837259,3736.0,0.02058983,0.00895628,0.07669683,0.79087095
