Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.30429087,0.15182789,0.07418727,0.07827571,25193.0,0.02827072,0.25778554,0.35079621,0.15283185
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 150000,0.44213248,0.24538291,0.0836001,0.11314947,8122.0,0.0614267,0.34108557,0.54317939,0.22854443
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,150000 to 240000,0.27151469,0.14556881,0.06489676,0.06104912,7797.0,0.04596464,0.19590286,0.34712651,0.27848153
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 240000,0.21112788,0.07515635,0.07375458,0.06221695,9274.0,0.04233217,0.14149147,0.2807643,0.32983049
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.5138156,0.23765957,0.11768794,0.15846809,70500.0,0.02171283,0.478098,0.5495332,0.06951443
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 230000,0.62665188,0.30576497,0.14279379,0.17809313,22550.0,0.04815777,0.54743235,0.70587142,0.12641714
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,230000 to 325000,0.47534782,0.24879156,0.10285402,0.12370224,23791.0,0.04082061,0.40819792,0.54249772,0.14126477
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 325000,0.44637609,0.16312761,0.10886212,0.17438636,24159.0,0.04378731,0.37434596,0.51840622,0.16136646
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.85120408,0.37798492,0.21289201,0.26032715,49457.0,0.04264139,0.78105898,0.92134917,0.08240691
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 300000,0.99394097,0.42784546,0.2408626,0.32523291,15349.0,0.0918472,0.84285233,1.1450296,0.15200967
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,300000 to 400000,0.80792904,0.37726285,0.19599324,0.23467294,16572.0,0.07440973,0.68552503,0.93033305,0.15150342
