Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+,Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,2.0013681,0.09808788,0.19826498,0.39279692,0.19771351,0.25446216,0.34244324,0.30371289,0.2138865,94293.0,0.05694604,1.9076918,2.0950443,0.0468061
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 74000,1.9606804,0.08443011,0.20271782,0.37088708,0.20811398,0.25342195,0.33541722,0.29672282,0.20896947,30392.0,0.09022874,1.8122542,2.1091067,0.07570141
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,74000 to 117000,2.0471677,0.13183176,0.20733862,0.50618514,0.21553192,0.24836937,0.29569772,0.24833724,0.19387591,31123.0,0.09933423,1.8837629,2.2105725,0.07981994
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 117000,1.9956068,0.07871133,0.18552078,0.30544878,0.17115138,0.26121179,0.3933431,0.36277381,0.23744585,32778.0,0.10268799,1.8266851,2.1645285,0.0846468
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.6201275,0.15320023,0.43713115,0.50865961,0.32839575,0.32473689,0.37702916,0.30100857,0.18996616,451233.0,0.02540361,2.5783386,2.6619165,0.0159492
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 100000,2.6503996,0.13543916,0.45852805,0.52888975,0.31078444,0.31365224,0.38854131,0.31624923,0.19831543,144013.0,0.05469493,2.5604265,2.7403728,0.03394702
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,100000 to 170000,2.6613591,0.17832068,0.49226612,0.57014137,0.35600989,0.32385893,0.32643915,0.25303855,0.16128441,147274.0,0.05556223,2.5699592,2.752759,0.0343433
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 170000,2.554906,0.1460618,0.3670989,0.43383392,0.31882635,0.33552574,0.41324572,0.33145562,0.20885799,159946.0,0.04828754,2.475473,2.634339,0.03109038
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.2497621,0.17746741,0.74490999,0.59746534,0.4343472,0.4563832,0.38408339,0.28553693,0.16956859,193320.0,0.04956708,3.1682242,3.3312999,0.0250904
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 155000,3.3838223,0.1906732,0.78100109,0.72726532,0.4186145,0.41250631,0.36842963,0.28755721,0.19777499,61393.0,0.11212469,3.1993771,3.5682674,0.05450792
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,155000 to 270000,3.1862273,0.17585686,0.71725994,0.62258836,0.41749284,0.4304913,0.3815189,0.27037107,0.17064803,63546.0,0.09350137,3.0324175,3.3400371,0.04827332
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 270000,3.1884442,0.16710782,0.73820213,0.45758325,0.46413477,0.51983738,0.40052061,0.29781664,0.14324154,68381.0,0.10471766,3.0161836,3.3607047,0.05402652
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,2.0187367,0.22368167,0.16573305,0.62661773,0.17712961,0.24010044,0.25536025,0.19007147,0.1400425,5177.0,0.26328362,1.5856352,2.4518383,0.21454088
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 87000,2.1352357,0.22952854,0.20409429,0.76054591,0.14888337,0.25434243,0.24255583,0.21588089,0.07940447,1612.0,0.44972882,1.3954317999999999,2.8750396,0.34647411
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,87000 to 130000,2.0041766,0.34188544,0.15274463,0.64200477,0.29594272,0.15572792,0.28460621,0.07935561,0.05190931,1676.0,0.49010321,1.1979568,2.8103964,0.40226983
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 130000,1.9322393,0.11381683,0.14452091,0.49867655,0.09581789,0.30280572,0.2403388,0.26627845,0.26998412,1889.0,0.34223427,1.3692639,2.4952147,0.29135904
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,2.88996,0.28155693,0.58148418,0.77118952,0.36631502,0.25973081,0.22808294,0.23408512,0.16751546,5498.0,0.31160173,2.3773751,3.4025448,0.17736745
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 105000,3.2716584,0.33601485,0.66955446,0.89665842,0.36509901,0.37623762,0.22462871,0.24381188,0.15965347,1616.0,0.51608152,2.4227043,4.1206125,0.25948739
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,105000 to 147000,2.8490165,0.30887826,0.68740032,0.8112706,0.42955875,0.1323764,0.16905901,0.22009569,0.09037746,1881.0,0.61090675,1.8440749,3.8539581,0.35273282
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 147000,2.6201899,0.21189405,0.4107946,0.63218391,0.30784608,0.28535732,0.28635682,0.23938031,0.24637681,2001.0,0.49405748,1.8074654,3.4329145,0.31017773
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,1.5492617,0.10482434,0.16032332,0.43476324,0.1838722,0.17413442,0.24172607,0.16522403,0.08439409,15712.0,0.10048499,1.3839639,1.7145595,0.10669457
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 47000,1.4508309,0.11847507,0.1198436,0.19217986,0.1200391,0.15464321,0.34428152,0.29442815,0.10694037,5115.0,0.16385055,1.1812967,1.7203651,0.18577917
"2-4 Units  (Own/Rent), 0-1 BR",Second Tercile,47000 to 79000,1.5054623,0.08739758,0.15040968,0.39387437,0.1779165,0.21030043,0.27994538,0.13129146,0.07432696,5126.0,0.18495844,1.2012057,1.809719,0.20210179
"2-4 Units  (Own/Rent), 0-1 BR",Third Tercile ,Above 79000,1.682325,0.10838969,0.2074575,0.69987205,0.24913179,0.15847194,0.11003473,0.07622007,0.07274721,5471.0,0.24806036,1.2742657,2.0903843,0.24255675
"2-4 Units  (Own/Rent), 2 BR",All Values,,2.0988828,0.21139779,0.35852507,0.64765926,0.29292459,0.19161458,0.19274505,0.14476659,0.0592499,30076.0,0.09831632,1.9371525,2.2606132,0.07705544
"2-4 Units  (Own/Rent), 2 BR",First Tercile,Below 70000,2.0355078,0.22775692,0.34178756,0.48594907,0.30820737,0.15887187,0.27696054,0.16850969,0.06746475,9857.0,0.18579909,1.7298683,2.3411473,0.15015394
"2-4 Units  (Own/Rent), 2 BR",Second Tercile,70000 to 96000,2.1643605,0.20369638,0.44860644,0.72524214,0.28622257,0.19658035,0.12364104,0.13896027,0.04141135,10118.0,0.19931034,1.836495,2.4922261,0.15148377
"2-4 Units  (Own/Rent), 2 BR",Third Tercile ,Above 96000,2.0951391,0.2031482,0.28462528,0.72774973,0.28472428,0.21859222,0.17978418,0.12741313,0.06910207,10101.0,0.2037254,1.7600108,2.4302674,0.15995515
