Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+,Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,2.0838795,0.0825348,0.19874328,0.38130636,0.26411763,0.26598385,0.34090295,0.34874486,0.20154576,159145.0,0.04174999,2.0152007,2.1525582,0.03295716
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 177000,2.1485859,0.10723742,0.26033232,0.51625158,0.27318777,0.27639203,0.30960513,0.26169462,0.14388503,52118.0,0.09051719,1.9996851,2.2974867,0.06930175
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,177000 to 340000,2.1002012,0.08017227,0.19464766,0.40857202,0.25138698,0.26940364,0.32990427,0.34684896,0.21926542,53173.0,0.0687062,1.9871795,2.2132229,0.0538147
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 340000,2.0051435,0.06096112,0.14318342,0.22379025,0.26790953,0.25253463,0.38205147,0.43486092,0.23985219,53854.0,0.07539524,1.8811184,2.1291687,0.06185351
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.611918,0.14546102,0.3995293,0.4637454,0.36064409,0.33756235,0.3835333,0.34164142,0.17980114,555764.0,0.02250272,2.574901,2.648935,0.01417233
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 270000,2.775652,0.17391377,0.49710764,0.61374106,0.38526426,0.32826175,0.34317643,0.27445445,0.1597326,179957.0,0.05528457,2.6847088,2.8665951,0.0327646
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,270000 to 419000,2.546932,0.14319976,0.35879251,0.46181665,0.35210109,0.32988837,0.37813052,0.33705079,0.18595234,184714.0,0.05078444,2.4633916,2.6304724,0.03280041
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 419000,2.5205424,0.12085215,0.34701428,0.32435516,0.34571648,0.35373876,0.42676079,0.40935042,0.19275431,191093.0,0.03966569,2.4552923,2.5857924,0.02588731
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.309025,0.18166814,0.7085998,0.60486327,0.48025609,0.48595873,0.40882997,0.29839499,0.14045401,290216.0,0.04401866,3.2366143,3.3814357,0.02188279
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 378000,3.4985972,0.20235972,0.75048934,0.85990648,0.48874511,0.41259243,0.37210744,0.26329926,0.14909743,91960.0,0.09987894,3.3342964,3.6628981,0.04696192
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,378000 to 561000,3.2747132,0.18770683,0.66995229,0.56836869,0.51265861,0.48145366,0.396376,0.31939905,0.13879809,98510.0,0.08708797,3.1314535,3.4179729,0.04374725
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 561000,3.1681371,0.15662783,0.7081487,0.40577066,0.44042869,0.55804744,0.45498566,0.31000742,0.13412067,99746.0,0.07371493,3.046876,3.2893981,0.03827519
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,2.0929948,0.12499306,0.25598578,0.63777012,0.32598189,0.22190434,0.19673907,0.19735015,0.13227043,36002.0,0.08920932,1.9462455,2.2397442,0.07011452
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 142000,2.245903,0.18598498,0.3541311,0.66712188,0.33970638,0.22166268,0.21713896,0.16882895,0.0913281,11716.0,0.18927922,1.9345387,2.5572674,0.13863658
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,142000 to 244000,2.2310956,0.13210215,0.32368355,0.81798519,0.38149904,0.20297812,0.15589385,0.11438316,0.1025705,12021.0,0.17643974,1.9408522,2.521339,0.13009007
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 244000,1.8115777,0.05976355,0.09588259,0.43310232,0.25845903,0.24068488,0.21728496,0.30591113,0.2004892,12265.0,0.14050881,1.5804407,2.0427147,0.12758879
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,2.7712131,0.17840677,0.56953986,0.7978993,0.43962016,0.27315196,0.25733565,0.16384233,0.09141706,32751.0,0.13612607,2.5472857,2.9951405,0.08080482
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 194000,3.1016524,0.18696621,0.87346825,0.91255106,0.49758633,0.252228,0.23264018,0.09691794,0.04929447,10772.0,0.24921807,2.6916887,3.5116162,0.13217591
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,194000 to 324000,2.732318,0.19433804,0.47211062,0.9234794,0.42735682,0.29477717,0.19928992,0.11819116,0.10277492,10703.0,0.23618252,2.3437978,3.1208383,0.14219437
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 324000,2.4924619,0.15510819,0.37167435,0.56917347,0.39588507,0.2726144,0.33602341,0.27110678,0.1208762,11276.0,0.20632357,2.1530596,2.8318641,0.1361715
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,1.4047785,0.03944128,0.05800404,0.54019482,0.22337806,0.14306194,0.17239478,0.15030325,0.07800037,27205.0,0.08066985,1.2720766,1.5374804,0.09446465
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 85000,1.2368126,0.03928171,0.0375982,0.30179574,0.12895623,0.13647587,0.25185185,0.22536476,0.11548822,8910.0,0.13038922,1.0223223,1.4513028,0.17342181
"2-4 Units  (Own/Rent), 0-1 BR",Second Tercile,85000 to 127000,1.4823144,0.05360262,0.08438865,0.66364629,0.23951965,0.14465066,0.13024017,0.12652838,0.03973799,9160.0,0.16098322,1.217497,1.7471318,0.1786513
"2-4 Units  (Own/Rent), 0-1 BR",Third Tercile ,Above 127000,1.4908593,0.02539683,0.05145047,0.64893268,0.29928845,0.14789272,0.13716475,0.10093049,0.07980296,9135.0,0.13311103,1.2718917,1.709827,0.14687344
"2-4 Units  (Own/Rent), 2 BR",All Values,,2.2351679,0.17980358,0.33127673,0.79441439,0.34656712,0.19738901,0.17856664,0.127092,0.08005842,67101.0,0.0805367,2.102685,2.3676507,0.059272
"2-4 Units  (Own/Rent), 2 BR",First Tercile,Below 114000,2.1913728,0.19888653,0.34662563,0.6887702,0.29679084,0.19404336,0.23007287,0.14448015,0.09170325,22093.0,0.14733434,1.9490078,2.4337378,0.11059961
"2-4 Units  (Own/Rent), 2 BR",Second Tercile,114000 to 154000,2.3972603,0.20134318,0.3981498,0.92447963,0.36239103,0.20192137,0.17737057,0.07672122,0.05488347,22484.0,0.14807894,2.1536704,2.6408501,0.10161177
"2-4 Units  (Own/Rent), 2 BR",Third Tercile ,Above 154000,2.1163204,0.13958444,0.24946723,0.76820281,0.3795951,0.19614633,0.12923992,0.16031788,0.09376665,22524.0,0.12557704,1.9097461,2.3228946,0.09761009
"2-4 Units (Own/Rent), 3 BR",All Values,,3.2175573,0.25109877,0.84443673,0.97952811,0.46686329,0.30939163,0.18887347,0.10640759,0.07095767,17292.0,0.2195743,2.8563575,3.578757,0.11225899
