Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.26858077,0.14337634,0.05796838,0.06723605,5503.0,0.06345889,0.16419091,0.37297064,0.38867216
"Single-Family Detached  (Own/Rent), 2 BR",    Below Median,200000,0.1978215,0.12614195,0.03408292,0.03759663,2846.0,0.06172546,0.09628313,0.29935988,0.51328279
"Single-Family Detached  (Own/Rent), 2 BR",    Above Median,200000,0.34437335,0.16183666,0.08355288,0.09898382,2657.0,0.11734108,0.15134727,0.53739943,0.56051398
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.47910715,0.25948316,0.10343453,0.11618946,15053.0,0.05016382,0.39658766,0.56162665,0.17223598
"Single-Family Detached  (Own/Rent), 3 BR",    Below Median,248000,0.57397863,0.30069139,0.13174104,0.1415462,7955.0,0.08040479,0.44171276,0.7062445,0.23043693
"Single-Family Detached  (Own/Rent), 3 BR",    Above Median,248000,0.37278107,0.21329952,0.07171034,0.0877712,7098.0,0.05797926,0.27740518,0.46815695,0.2558496
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.91621218,0.38345669,0.21435528,0.31840021,30804.0,0.05449036,0.82657554,1.0058488,0.09783393
"Single-Family Detached  (Own/Rent), 4-5 BR",    Below Median,300000,0.92215223,0.41304976,0.20164133,0.30746113,17303.0,0.07421629,0.80006643,1.044238,0.13239224
"Single-Family Detached  (Own/Rent), 4-5 BR",    Above Median,300000,0.90859936,0.34552996,0.23064958,0.33241982,13501.0,0.08093184,0.77546648,1.0417322,0.14652539
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.02740841,0.01953867,0.0,0.00786974,3685.0,0.01705691,-0.0006502,0.05546703,1.0237228
"Single-Family Attached  (Own/Rent), 2 BR",    Below Median,165000,0.05085599,0.03625378,0.0,0.01460222,1986.0,0.03240762,-0.00245454,0.10416653,1.0482646
"Single-Family Attached  (Own/Rent), 2 BR",    Above Median,165000,0.0,0.0,0.0,0.0,1699.0,.,.,.,.
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.21792392,0.10831721,0.06125081,0.0483559,3102.0,0.07915732,0.08771013,0.34813771,0.59751949
"Single-Family Attached  (Own/Rent), 3 BR",    Below Median,240000,0.3193128,0.18779621,0.06753555,0.06398104,1688.0,0.12499406,0.11369757,0.52492802,0.64393042
"Single-Family Attached  (Own/Rent), 3 BR",    Above Median,240000,0.09688826,0.01343706,0.05374823,0.02970297,1414.0,0.08845562,-0.04862123,0.24239775,1.5018279
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.10643564,0.10643564,0.0,0.0,404.0,0.08847761,-0.03911003,0.25198132,1.3674524
"2-4 Units  (Own/Rent), 0-1 BR",    Below Median,88000,0.09056604,0.09056604,0.0,0.0,265.0,0.10526459,-0.08259422,0.26372629,1.9119778
"2-4 Units  (Own/Rent), 0-1 BR",    Above Median,88000,0.13669065,0.13669065,0.0,0.0,139.0,0.16757761,-0.13897453,0.41235582,2.0167084
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.15665025,0.09655172,0.03448276,0.02561576,2030.0,0.07379506,0.03525738,0.27804312,0.77492933
"2-4 Units  (Own/Rent), 2 BR",    Below Median,99000,0.29227941,0.18014706,0.06433824,0.04779412,1088.0,0.14639199,0.05146458,0.53309424,0.82391993
"2-4 Units  (Own/Rent), 2 BR",    Above Median,99000,0.0,0.0,0.0,0.0,942.0,.,.,.,.
"2-4 Units (Own/Rent), 3 BR",All Values,,0.46746575,0.28767123,0.05136986,0.12842466,584.0,0.26142278,0.03742527,0.89750623,0.91994008
"2-4 Units (Own/Rent), 3 BR",    Below Median,160000,0.5234375,0.4375,0.0,0.0859375,384.0,0.42451363,-0.17488742,1.2217624,1.3341133
"2-4 Units (Own/Rent), 3 BR",    Above Median,160000,0.36,0.0,0.15,0.21,200.0,0.35742282,-0.22796054,0.94796054,1.6332237
"5-49 Units (Own), 0-1 BR",All Values,,0.0,0.0,0.0,0.0,14.0,.,.,.,.
"5-49 Units (Own), 0-1 BR",    Below Median,600000,0.0,0.0,0.0,0.0,14.0,.,.,.,.
"5-49 Units (Own), 2 BR",All Values,,0.08401639,0.0,0.07786885,0.00614754,488.0,0.08936658,-0.06299163,0.23102442,1.749754
"5-49 Units (Own), 2 BR",    Below Median,600000,0.08742004,0.0,0.08102345,0.00639659,469.0,0.09364491,-0.06662584,0.24146592,1.7621346
"5-49 Units (Own), 2 BR",    Above Median,600000,0.0,0.0,0.0,0.0,19.0,.,.,.,.
"5-49 Units (Rent), 0-1 BR",All Values,,0.0,0.0,0.0,0.0,4240.0,.,.,.,.
"5-49 Units (Rent), 0-1 BR",    Below Median,86000,0.0,0.0,0.0,0.0,2255.0,.,.,.,.
"5-49 Units (Rent), 0-1 BR",    Above Median,86000,0.0,0.0,0.0,0.0,1985.0,.,.,.,.
"5-49 Units (Rent), 2 BR",All Values,,0.19311821,0.13401383,0.05548238,0.003622,6074.0,0.05462239,0.10326438,0.28297203,0.46527888
"5-49 Units (Rent), 2 BR",    Below Median,102000,0.22767857,0.14253827,0.08514031,0.0,3136.0,0.09896072,0.06488819,0.39046895,0.71500089
"5-49 Units (Rent), 2 BR",    Above Median,102000,0.15622873,0.12491491,0.02382573,0.00748809,2938.0,0.05724564,0.06205965,0.2503978,0.60276415
"5-49 Units (Rent), 3 BR",All Values,,1.2365979,0.85463918,0.12268041,0.25927835,1940.0,0.40749303,0.5662719,1.906924,0.54207274
"5-49 Units (Rent), 3 BR",    Below Median,130000,1.1900098,0.71694417,0.19882468,0.27424094,1021.0,0.49153279,0.38143835,1.9985812,0.67946621
"5-49 Units (Rent), 3 BR",    Above Median,130000,1.2883569,1.007617,0.03808487,0.24265506,919.0,0.53528524,0.40781269,2.1689011,0.68346296
"50+ Units (Rent), 0-1 BR",All Values,,0.07994487,0.07994487,0.0,0.0,1451.0,0.06446023,-0.02609221,0.18598194,1.3263775
"50+ Units (Rent), 0-1 BR",    Below Median,87000,0.0,0.0,0.0,0.0,854.0,.,.,.,.
"50+ Units (Rent), 0-1 BR",    Above Median,87000,0.19430486,0.19430486,0.0,0.0,597.0,0.1594655,-0.06801589,0.4566256,1.3500473
"50+ Units (Rent), 2 BR",All Values,,0.04284104,0.02818489,0.01465614,0.0,1774.0,0.03113188,-0.00837091,0.09405298,1.1953946
"50+ Units (Rent), 2 BR",    Below Median,106000,0.03547459,0.03547459,0.0,0.0,1043.0,0.03697804,-0.02535428,0.09630346,1.7147165
"50+ Units (Rent), 2 BR",    Above Median,106000,0.05335157,0.01778386,0.03556772,0.0,731.0,0.05601412,-0.03879165,0.14549479,1.7270947
"50+ Units (Rent), 3 BR",All Values,,3.6071429,0.83928571,1.4642857,1.3035714,56.0,4.2021878,-3.3054561,10.519742,1.9163641
"50+ Units (Rent), 3 BR",    Below Median,135000,3.6071429,0.83928571,1.4642857,1.3035714,56.0,4.2021878,-3.3054561,10.519742,1.9163641
All Housing Types (Own) 0-1 BR,All Values,,0.00531915,0.00531915,0.0,0.0,376.0,0.00621427,-0.00490332,0.01554162,1.921824
All Housing Types (Own) 0-1 BR,    Below Median,210000,0.00900901,0.00900901,0.0,0.0,222.0,0.01070377,-0.0085987,0.02661672,1.9544556
All Housing Types (Own) 0-1 BR,    Above Median,210000,0.0,0.0,0.0,0.0,154.0,.,.,.,.
All Housing Types (Own) 2 BR,All Values,,0.17697757,0.09161747,0.03955136,0.04580874,8470.0,0.0405227,0.11031772,0.24363742,0.37665704
All Housing Types (Own) 2 BR,    Below Median,200000,0.12037037,0.07627866,0.01653439,0.02755732,4536.0,0.03715923,0.05924343,0.18149731,0.5078238
All Housing Types (Own) 2 BR,    Above Median,200000,0.24224708,0.10930351,0.06609049,0.06685308,3934.0,0.08101882,0.10897113,0.37552303,0.55016536
All Housing Types (Own) 3 BR,All Values,,0.4026253,0.21807876,0.08961814,0.0949284,16760.0,0.04396555,0.33030198,0.47494862,0.17962935
All Housing Types (Own) 3 BR,    Below Median,250000,0.43831991,0.24637514,0.07733026,0.1146145,8690.0,0.06748023,0.32731494,0.54932488,0.25325104
All Housing Types (Own) 3 BR,    Above Median,250000,0.36418835,0.18760843,0.10285006,0.07372986,8070.0,0.05809208,0.26862688,0.45974982,0.26239574
All Housing Types (Own) 4-5 BR,All Values,,0.89431419,0.37401232,0.21121037,0.3090915,31007.0,0.05431584,0.80496463,0.98366374,0.09990846
All Housing Types (Own) 4-5 BR,    Below Median,300000,0.89984914,0.404201,0.19995358,0.29569456,17234.0,0.07424619,0.77771415,1.0219841,0.13572829
All Housing Types (Own) 4-5 BR,    Above Median,300000,0.88738837,0.33623757,0.22529587,0.32585493,13773.0,0.07913477,0.75721167,1.0175651,0.14669642
All Housing Types (Rent) 0-1 BR,All Values,,0.03821949,0.02440522,0.00690714,0.00690714,6515.0,0.01957672,0.00601578,0.0704232,0.84259911
All Housing Types (Rent) 0-1 BR,    Below Median,88000,0.03383793,0.00712378,0.01335708,0.01335708,3369.0,0.02628006,-0.00939277,0.07706864,1.277581
All Housing Types (Rent) 0-1 BR,    Above Median,88000,0.04291163,0.04291163,0.0,0.0,3146.0,0.0311657,-0.00835594,0.09417921,1.1947243
All Housing Types (Rent) 2 BR,All Values,,0.15229159,0.10330206,0.04105016,0.00793937,11084.0,0.032867,0.09822538,0.2063578,0.35501768
All Housing Types (Rent) 2 BR,    Below Median,103000,0.21508772,0.14052632,0.06298246,0.01157895,5700.0,0.05851968,0.11882284,0.3113526,0.44756102
All Housing Types (Rent) 2 BR,    Above Median,103000,0.08580981,0.06389302,0.01783061,0.00408618,5384.0,0.02678505,0.0417484,0.12987122,0.51347757
All Housing Types (Rent) 3 BR,All Values,,1.0098113,0.61886792,0.14968553,0.24125786,3975.0,0.20501195,0.67256666,1.347056,0.33396799
All Housing Types (Rent) 3 BR,    Below Median,132000,0.87044917,0.51252955,0.1678487,0.19007092,2115.0,0.26322238,0.43744835,1.30345,0.49744527
All Housing Types (Rent) 3 BR,    Above Median,132000,1.1682796,0.73978495,0.12903226,0.29946237,1860.0,0.28284095,0.7030062,1.6335529,0.39825516
All Housing Types (Rent) 4-5 BR,All Values,,0.58299264,0.29272281,0.09566639,0.19460343,1223.0,0.18247494,0.28282137,0.88316391,0.51488004
All Housing Types (Rent) 4-5 BR,    Below Median,158000,0.78164117,0.3240612,0.12656467,0.3310153,719.0,0.31283142,0.26703348,1.2962489,0.6583682
All Housing Types (Rent) 4-5 BR,    Above Median,158000,0.29960317,0.24801587,0.0515873,0.0,504.0,0.18939361,-0.01194932,0.61115567,1.0398838
