Structure,VALUE_TENURE,value_range,PSC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.19240966,0.08817659,0.03976883,0.06446424,33569.0,0.02570424,0.15012619,0.23469313,0.21975752
"Single-Family Detached  (Own/Rent), 2 BR",    Below Median,170000,0.21828347,0.09672027,0.04449824,0.07706496,17349.0,0.03277278,0.16437225,0.2721947,0.24697803
"Single-Family Detached  (Own/Rent), 2 BR",    Above Median,170000,0.1647349,0.07903822,0.03471023,0.05098644,16220.0,0.03544738,0.10642396,0.22304583,0.35396834
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.43253747,0.18726304,0.11423243,0.131042,294356.0,0.01115578,0.41418622,0.45088872,0.04242696
"Single-Family Detached  (Own/Rent), 3 BR",    Below Median,190000,0.49767271,0.21534042,0.13047966,0.15185263,152108.0,0.01745615,0.46895734,0.52638807,0.0576993
"Single-Family Detached  (Own/Rent), 3 BR",    Above Median,190000,0.36288735,0.15723947,0.09685901,0.10878888,142248.0,0.01490701,0.33836532,0.38740938,0.06757477
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.69345571,0.28550839,0.17544577,0.23250155,418380.0,0.01043908,0.67628342,0.710628,0.02476336
"Single-Family Detached  (Own/Rent), 4-5 BR",    Below Median,300000,0.7479612,0.3117353,0.18685838,0.24936751,212257.0,0.01814936,0.71810549,0.7778169,0.03991611
"Single-Family Detached  (Own/Rent), 4-5 BR",    Above Median,300000,0.6373282,0.25850099,0.16369352,0.21513368,206123.0,0.01641751,0.6103214,0.664335,0.04237503
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.16721088,0.0745163,0.04191237,0.0507822,20519.0,0.0265198,0.12358581,0.21083595,0.2608985
"Single-Family Attached  (Own/Rent), 2 BR",    Below Median,160000,0.18875119,0.1029552,0.03107722,0.05471878,10490.0,0.03755064,0.12698039,0.25052199,0.32726044
"Single-Family Attached  (Own/Rent), 2 BR",    Above Median,160000,0.14468043,0.04477017,0.05324559,0.04666467,10029.0,0.03620181,0.08512844,0.20423241,0.41161051
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.30853678,0.13766014,0.06655386,0.10432278,49644.0,0.02506438,0.26730587,0.3497677,0.1336337
"Single-Family Attached  (Own/Rent), 3 BR",    Below Median,215000,0.41460022,0.1990542,0.09628835,0.11925767,25164.0,0.04008075,0.34866739,0.48053306,0.15902749
"Single-Family Attached  (Own/Rent), 3 BR",    Above Median,215000,0.1995098,0.07455065,0.03598856,0.08897059,24480.0,0.02777553,0.15381905,0.24520055,0.22901506
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.05005995,0.03986811,0.00839329,0.00179856,6672.0,0.01619197,0.02342415,0.07669575,0.53207798
"2-4 Units  (Own/Rent), 0-1 BR",    Below Median,73000,0.03087678,0.03000291,0.0,0.00087387,3433.0,0.01493477,0.00630909,0.05544448,0.79566895
"2-4 Units  (Own/Rent), 0-1 BR",    Above Median,73000,0.0703921,0.05032417,0.01728929,0.00277864,3239.0,0.03199837,0.01775478,0.12302941,0.74777304
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.30912392,0.17612347,0.0554799,0.07752055,19827.0,0.03735929,0.24766789,0.37057996,0.19880711
"2-4 Units  (Own/Rent), 2 BR",    Below Median,99000,0.26052918,0.16460212,0.03389159,0.06203548,10091.0,0.03982762,0.19501276,0.32604561,0.25147443
"2-4 Units  (Own/Rent), 2 BR",    Above Median,99000,0.35949055,0.18806491,0.07785538,0.09357025,9736.0,0.06773802,0.24806151,0.47091959,0.30996376
