Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.19288061,0.09276094,0.04031354,0.05980613,341771.0,0.00630638,0.18250662,0.2032546,0.05378452
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 90000,0.23212074,0.10531158,0.05016986,0.0766393,113036.0,0.01102394,0.21398636,0.25025512,0.07812479
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,90000 to 157000,0.22838069,0.11716808,0.04811806,0.06309456,113845.0,0.01018782,0.21162173,0.24513966,0.0733817
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 157000,0.11909653,0.0562277,0.02288276,0.03998607,114890.0,0.00791303,0.10607959,0.13211346,0.10929734
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.38734846,0.16722325,0.09328266,0.12684254,1473575.0,0.00361984,0.38139382,0.39330309,0.01537282
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 142000,0.46069202,0.20089928,0.11041523,0.14937751,474382.0,0.00862202,0.44650879,0.47487524,0.03078678
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,142000 to 231000,0.39543993,0.16826392,0.09612896,0.13104706,496791.0,0.00756059,0.38300277,0.4078771,0.03145147
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 231000,0.31009431,0.13439636,0.07429111,0.10140684,502402.0,0.00612116,0.300025,0.32016362,0.03247177
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.74098471,0.3067491,0.18450044,0.24973517,748589.0,0.00769329,0.72832924,0.75364017,0.01707926
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 243000,0.78509772,0.32193141,0.19725913,0.26590717,245251.0,0.0184422,0.7547603,0.81543513,0.03864158
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,243000 to 407000,0.69099252,0.28760057,0.16851829,0.23487366,247350.0,0.01377923,0.66832569,0.71365935,0.03280329
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 407000,0.7470272,0.31070597,0.18771974,0.2486015,255988.0,0.0139532,0.72407419,0.76998022,0.03072581
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.1749376,0.0906895,0.04166778,0.04258032,74518.0,0.01201885,0.15516658,0.19470861,0.11301753
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 116000,0.25288952,0.13036553,0.05995507,0.06256892,24485.0,0.02468702,0.21227938,0.29349967,0.16058453
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,116000 to 167000,0.18808967,0.09309733,0.04656883,0.04842351,24802.0,0.02530246,0.14646713,0.22971221,0.22129093
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 167000,0.08636201,0.04981967,0.01910348,0.01743886,25231.0,0.01875586,0.05550863,0.1172154,0.35725641
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.34902619,0.14547795,0.0880009,0.11554735,89340.0,0.01844043,0.31869168,0.3793607,0.08691185
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 166000,0.49726833,0.21473029,0.12551867,0.15701936,28920.0,0.04018719,0.4311604,0.56337625,0.13294216
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,166000 to 245000,0.33566105,0.144766,0.08033976,0.11055529,29786.0,0.02940759,0.28728556,0.38403654,0.14412007
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 245000,0.22207351,0.08079258,0.06003134,0.08124959,30634.0,0.02371624,0.18306029,0.26108674,0.17567706
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.0569817,0.03111173,0.01317415,0.01269582,50174.0,0.00714165,0.0452337,0.06872971,0.20617156
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 58000,0.04329735,0.02834228,0.0067539,0.00820117,16583.0,0.01126729,0.02476267,0.06183204,0.42807893
"2-4 Units  (Own/Rent), 0-1 BR",Second Tercile,58000 to 89000,0.06019276,0.03303631,0.01800327,0.00915318,16497.0,0.01186832,0.04066938,0.07971615,0.32434772
"2-4 Units  (Own/Rent), 0-1 BR",Third Tercile ,Above 89000,0.06715807,0.03194103,0.01474201,0.02047502,17094.0,0.01369676,0.0446269,0.08968924,0.33549462
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.30032082,0.16425714,0.06504701,0.07101667,98498.0,0.01541209,0.27496793,0.32567371,0.08441937
"2-4 Units  (Own/Rent), 2 BR",First Tercile,Below 79000,0.3036978,0.17046046,0.06047609,0.07276125,32641.0,0.02730681,0.25877809,0.34861751,0.14790924
"2-4 Units  (Own/Rent), 2 BR",Second Tercile,79000 to 108000,0.3208928,0.15581537,0.07318555,0.09189189,32930.0,0.02814903,0.27458765,0.36719795,0.14430099
"2-4 Units  (Own/Rent), 2 BR",Third Tercile ,Above 108000,0.27639931,0.16655025,0.06143894,0.04841012,32927.0,0.02678028,0.23234574,0.32045287,0.15938378
"2-4 Units (Own/Rent), 3 BR",All Values,,0.81392186,0.40306516,0.1855636,0.2252931,27209.0,0.06267689,0.71081839,0.91702534,0.12667491
