Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12)
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.23066503,0.09417254,0.05049796,0.08599453
"Single-Family Detached  (Own/Rent), 2 BR",    Below Median,180000,0.32213845,0.12910017,0.06472143,0.12831685
"Single-Family Detached  (Own/Rent), 2 BR",    Above Median,180000,0.13453722,0.05746772,0.03555075,0.04151875
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.46103488,0.20545342,0.11323966,0.1423418
"Single-Family Detached  (Own/Rent), 3 BR",    Below Median,215000,0.53223065,0.23629192,0.13372182,0.16221691
"Single-Family Detached  (Own/Rent), 3 BR",    Above Median,215000,0.38606927,0.17298201,0.09167296,0.12141429
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.87849842,0.3654271,0.22158387,0.29148744
"Single-Family Detached  (Own/Rent), 4-5 BR",    Below Median,340000,0.90796629,0.37385406,0.23309628,0.30101596
"Single-Family Detached  (Own/Rent), 4-5 BR",    Above Median,340000,0.84851028,0.35685137,0.20986821,0.2817907
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.12637283,0.07575867,0.02601156,0.0246026
"Single-Family Attached  (Own/Rent), 2 BR",    Below Median,158000,0.15054877,0.09436046,0.02843929,0.02774902
"Single-Family Attached  (Own/Rent), 2 BR",    Above Median,158000,0.09982567,0.05533237,0.02334571,0.02114758
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.30208885,0.13275819,0.06912247,0.10020818
"Single-Family Attached  (Own/Rent), 3 BR",    Below Median,201000,0.37898771,0.17190305,0.08804033,0.11904433
"Single-Family Attached  (Own/Rent), 3 BR",    Above Median,201000,0.22173317,0.09185367,0.04935421,0.08052529
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.04707026,0.02749236,0.01166343,0.00791447
"2-4 Units  (Own/Rent), 0-1 BR",    Below Median,74000,0.02454146,0.01756652,0.0041333,0.00284164
"2-4 Units  (Own/Rent), 0-1 BR",    Above Median,74000,0.07325128,0.03902732,0.02041429,0.01380967
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.29799395,0.17914379,0.07475064,0.04409952
"2-4 Units  (Own/Rent), 2 BR",    Below Median,95000,0.29941118,0.17742473,0.08221309,0.03977336
"2-4 Units  (Own/Rent), 2 BR",    Above Median,95000,0.29655172,0.18089316,0.06715659,0.04850198
"2-4 Units (Own/Rent), 3 BR",All Values,,0.71153846,0.36825488,0.14623995,0.19704363
"2-4 Units (Own/Rent), 3 BR",    Below Median,125000,0.81803499,0.43418573,0.1628533,0.22099596
"2-4 Units (Own/Rent), 3 BR",    Above Median,125000,0.589917,0.29296034,0.12726714,0.16968952
"5-49 Units (Own), 0-1 BR",All Values,,0.26416337,0.12318841,0.14097497,0.0
"5-49 Units (Own), 0-1 BR",    Below Median,170000,0.45123384,0.21974148,0.23149236,0.0
"5-49 Units (Own), 0-1 BR",    Above Median,170000,0.02548726,0.0,0.02548726,0.0
"5-49 Units (Own), 2 BR",All Values,,0.04584475,0.04091324,0.00493151,0.0
"5-49 Units (Own), 2 BR",    Below Median,180000,0.05190787,0.04709522,0.00481265,0.0
"5-49 Units (Own), 2 BR",    Above Median,180000,0.03897116,0.03390491,0.00506625,0.0
"5-49 Units (Own), 3 BR",All Values,,0.18677859,0.12137111,0.03112977,0.03427772
"5-49 Units (Own), 3 BR",    Below Median,249000,0.28968254,0.20568783,0.01917989,0.06481481
"5-49 Units (Own), 3 BR",    Above Median,249000,0.07126949,0.02672606,0.04454343,0.0
"5-49 Units (Rent), 0-1 BR",All Values,,0.03731176,0.02116887,0.00412914,0.01201375
"5-49 Units (Rent), 0-1 BR",    Below Median,111000,0.04015682,0.02619719,0.00545928,0.00850035
"5-49 Units (Rent), 0-1 BR",    Above Median,111000,0.03435129,0.01593656,0.00274505,0.01566968
"5-49 Units (Rent), 2 BR",All Values,,0.2659989,0.1419186,0.06113979,0.06294051
"5-49 Units (Rent), 2 BR",    Below Median,131000,0.31584718,0.17157235,0.08414158,0.06013325
"5-49 Units (Rent), 2 BR",    Above Median,131000,0.21606781,0.11221559,0.0380998,0.06575242
"5-49 Units (Rent), 3 BR",All Values,,0.80233398,0.42961934,0.19711031,0.17560433
"5-49 Units (Rent), 3 BR",    Below Median,144000,0.86004811,0.47813252,0.23857424,0.14334135
"5-49 Units (Rent), 3 BR",    Above Median,144000,0.74268279,0.37947791,0.15425472,0.20895016
"50+ Units (Own), 0-1 BR",All Values,,0.0,0.0,0.0,0.0
"50+ Units (Own), 0-1 BR",    Below Median,265000,0.0,0.0,0.0,0.0
"50+ Units (Own), 0-1 BR",    Above Median,265000,0.0,0.0,0.0,0.0
"50+ Units (Own), 2 BR",All Values,,0.0,0.0,0.0,0.0
