Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Single-Family Detached  (Own/Rent), 2 BR",    Below Median,745000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.3931624,0.10042735,0.17948718,1.3760684,0.34615385,0.11752137,0.03846154,0.13461538,0.10042735
"Single-Family Detached  (Own/Rent), 3 BR",    Below Median,1800000,2.3864734,0.08937198,0.16425121,1.5555556,0.32608696,0.13285024,0.0,0.00483092,0.11352657
"Single-Family Detached  (Own/Rent), 3 BR",    Above Median,1800000,2.4444444,0.18518519,0.2962963,0.0,0.5,0.0,0.33333333,1.1296296,0.0
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.2885638,0.23404255,0.99069149,0.3537234,0.40425532,0.86037234,0.25930851,0.12632979,0.05984043
"Single-Family Detached  (Own/Rent), 4-5 BR",    Below Median,900000,2.5582524,0.08737864,0.73058252,0.42475728,0.1723301,0.73786408,0.24029126,0.0776699,0.08737864
"Single-Family Detached  (Own/Rent), 4-5 BR",    Above Median,900000,4.1735294,0.41176471,1.3058824,0.26764706,0.68529412,1.0088235,0.28235294,0.18529412,0.02647059
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,1.9049645,0.0,0.4,0.59716312,0.50212766,0.14468085,0.18865248,0.07234043,0.0
"Single-Family Attached  (Own/Rent), 2 BR",    Below Median,300000,1.8858351,0.0,0.44820296,0.54756871,0.58350951,0.13530655,0.12896406,0.0422833,0.0
"Single-Family Attached  (Own/Rent), 2 BR",    Above Median,300000,1.9439655,0.0,0.30172414,0.69827586,0.3362069,0.1637931,0.31034483,0.13362069,0.0
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,2.9546371,0.32837702,0.66381048,0.49168347,0.6890121,0.43548387,0.23563508,0.07535282,0.03528226
"Single-Family Attached  (Own/Rent), 3 BR",    Below Median,400000,3.1586879,0.33244681,0.81560284,0.55363475,0.72207447,0.40469858,0.25398936,0.0518617,0.02437943
"Single-Family Attached  (Own/Rent), 3 BR",    Above Median,400000,2.6857477,0.32301402,0.46378505,0.41004673,0.64544393,0.4760514,0.2114486,0.10630841,0.04964953
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,1.618047,0.02472188,0.24845488,0.64400494,0.24845488,0.15945612,0.13967862,0.15327565,0.0
"2-4 Units  (Own/Rent), 0-1 BR",    Below Median,185000,1.5357873,0.0408998,0.24130879,0.44785276,0.29038855,0.07361963,0.19427403,0.24744376,0.0
