Structure,VALUE_TENURE,value_range,PSC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.15963497,0.07388794,0.03943223,0.0463148,163166.0,0.00689573,0.1482915,0.17097845,0.07105882
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 190000,0.21390735,0.10251755,0.04990173,0.06148807,53425.0,0.01601391,0.18756447,0.24025023,0.12315089
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,190000 to 366000,0.16059016,0.08056971,0.03306881,0.04695165,52799.0,0.01247473,0.14006923,0.1811111,0.12778452
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 366000,0.10782902,0.04083102,0.03550982,0.03148818,56942.0,0.01091045,0.08988132,0.12577672,0.16644589
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.34307075,0.15358585,0.08506824,0.10441666,580099.0,0.00579443,0.33353892,0.35260259,0.02778388
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 286000,0.44588196,0.1889704,0.11200287,0.14490869,186897.0,0.01286414,0.42472045,0.46704346,0.04745988
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,286000 to 442000,0.31321454,0.14787288,0.0784699,0.08687176,196980.0,0.00956953,0.29747267,0.32895641,0.05025907
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 442000,0.27511696,0.12561792,0.06603745,0.08346159,196222.0,0.00896804,0.26036454,0.28986938,0.05362236
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.5934785,0.2407515,0.14515547,0.20757153,600935.0,0.00736359,0.58136538,0.60559161,0.02041037
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 387000,0.6393098,0.25647066,0.15495641,0.22788273,197391.0,0.0148806,0.61483121,0.66378839,0.03828909
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,387000 to 572000,0.58607325,0.24738585,0.14405688,0.19463053,194805.0,0.01546288,0.56063682,0.61150968,0.04340145
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 572000,0.55704971,0.21969541,0.1369126,0.2004417,208739.0,0.01361643,0.53465069,0.57944874,0.0402101
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.18366033,0.08094265,0.04129699,0.06142069,71458.0,0.01209753,0.1637599,0.20356076,0.10835453
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 189000,0.2960618,0.12988055,0.07648474,0.08969651,23691.0,0.02846336,0.24923957,0.34288403,0.15815019
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,189000 to 314000,0.18206193,0.08748486,0.03572046,0.0588566,23124.0,0.02379669,0.14291637,0.22120748,0.21501232
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 314000,0.077101,0.02775636,0.01270138,0.03664327,24643.0,0.01131006,0.05849595,0.09570605,0.24130747
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.34681547,0.15824222,0.08007511,0.10849814,66038.0,0.02238343,0.30999472,0.38363622,0.10616813
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 248000,0.55577908,0.27258595,0.11512436,0.16806876,21872.0,0.05697179,0.46206048,0.64949768,0.16862563
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,248000 to 399000,0.33331786,0.1473523,0.08650856,0.099457,21547.0,0.03641073,0.27342222,0.39321351,0.17969527
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 399000,0.15761086,0.05804854,0.04005482,0.05950749,22619.0,0.0240831,0.11799416,0.19722756,0.25135767
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.03941918,0.02126842,0.01426436,0.0038864,23415.0,0.01152941,0.02045329,0.05838506,0.48113345
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 94000,0.01577164,0.0076903,0.00312826,0.00495308,7672.0,0.00833021,0.00206843,0.02947484,0.86885098
"2-4 Units  (Own/Rent), 0-1 BR",Second Tercile,94000 to 137000,0.0532952,0.04341609,0.0077993,0.00207981,7693.0,0.02054788,0.01949394,0.08709646,0.63422705
"2-4 Units  (Own/Rent), 0-1 BR",Third Tercile ,Above 137000,0.04869565,0.01304348,0.0310559,0.00459627,8050.0,0.02032379,0.01526302,0.08212829,0.68656306
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.28102791,0.135716,0.06133484,0.08397707,58254.0,0.01974737,0.24854349,0.31351233,0.11559144
"2-4 Units  (Own/Rent), 2 BR",First Tercile,Below 120000,0.30427138,0.15922019,0.07131037,0.07374082,19338.0,0.03743836,0.24268529,0.36585748,0.20240516
"2-4 Units  (Own/Rent), 2 BR",Second Tercile,120000 to 182000,0.3858979,0.17090796,0.08016311,0.13482682,19373.0,0.04439892,0.31286167,0.45893413,0.1892631
"2-4 Units  (Own/Rent), 2 BR",Third Tercile ,Above 182000,0.15407051,0.07757253,0.03279947,0.04369851,19543.0,0.02739164,0.10901126,0.19912976,0.29245863
"2-4 Units (Own/Rent), 3 BR",All Values,,0.56751489,0.22983216,0.16090958,0.17677315,18470.0,0.05864443,0.47104481,0.66398497,0.16998687
"2-4 Units (Own/Rent), 3 BR",First Tercile,Below 150000,0.67187757,0.29866711,0.15764357,0.21556689,6077.0,0.11345647,0.48524168,0.85851346,0.27778259
"2-4 Units (Own/Rent), 3 BR",Second Tercile,150000 to 239000,0.6942919,0.31519388,0.19853553,0.18056249,6009.0,0.11384538,0.50701625,0.88156754,0.26973618
"2-4 Units (Own/Rent), 3 BR",Third Tercile ,Above 239000,0.34884085,0.0839599,0.12860276,0.1362782,6384.0,0.07927615,0.21843159,0.47925011,0.37383598
"5-49 Units (Own), 0-1 BR",All Values,,0.01115573,0.00803213,0.00118994,0.00193366,13446.0,0.00430299,0.00407732,0.01823415,0.63450939
"5-49 Units (Own), 0-1 BR",First Tercile,Below 183000,0.01616405,0.01182147,0.0,0.00434258,4145.0,0.01111373,-0.00211803,0.03444614,1.1310333
"5-49 Units (Own), 0-1 BR",Second Tercile,183000 to 282000,0.01827389,0.01298987,0.00352268,0.00176134,4542.0,0.00886469,0.00369147,0.0328563,0.7979919
"5-49 Units (Own), 0-1 BR",Third Tercile ,Above 282000,0.0,0.0,0.0,0.0,4759.0,.,.,.,.
"5-49 Units (Own), 2 BR",All Values,,0.08945809,0.04182994,0.02109019,0.02653796,31389.0,0.01413557,0.06620508,0.1127111,0.25993186
"5-49 Units (Own), 2 BR",First Tercile,Below 225000,0.10306735,0.05823681,0.02059202,0.02423852,9324.0,0.02944843,0.05462469,0.15151002,0.4700098
"5-49 Units (Own), 2 BR",Second Tercile,225000 to 330000,0.10285142,0.03689533,0.02769427,0.03826182,10977.0,0.02617268,0.05979735,0.14590548,0.4186045
"5-49 Units (Own), 2 BR",Third Tercile ,Above 330000,0.06475469,0.03291847,0.01497114,0.01686508,11088.0,0.01419371,0.04140603,0.08810335,0.36057089
"5-49 Units (Own), 3 BR",All Values,,0.20315399,0.05640074,0.04025974,0.10649351,5390.0,0.05687671,0.1095918,0.29671618,0.46054815
"5-49 Units (Own), 3 BR",First Tercile,Below 297000,0.34221193,0.09727852,0.04053272,0.20440069,1727.0,0.11637458,0.15077575,0.53364811,0.55940826
"5-49 Units (Own), 3 BR",Second Tercile,297000 to 419000,0.26943005,0.0880829,0.09520725,0.0861399,1544.0,0.14684839,0.02786445,0.51099565,0.89658001
"5-49 Units (Own), 3 BR",Third Tercile ,Above 419000,0.04152902,0.0,0.0,0.04152902,2119.0,0.03268578,-0.01223908,0.09529713,1.2947115
"5-49 Units (Rent), 0-1 BR",All Values,,0.03983427,0.02014816,0.00817288,0.01151323,132022.0,0.0047229,0.03206511,0.04760343,0.19503715
"5-49 Units (Rent), 0-1 BR",First Tercile,Below 116000,0.03764009,0.01954345,0.01056403,0.00753261,43544.0,0.00797384,0.02452312,0.05075706,0.34848403
"5-49 Units (Rent), 0-1 BR",Second Tercile,116000 to 154000,0.06070432,0.03052223,0.01188236,0.01829973,44099.0,0.01183467,0.04123629,0.08017236,0.32070267
"5-49 Units (Rent), 0-1 BR",Third Tercile ,Above 154000,0.02124879,0.01043286,0.00214065,0.00867527,44379.0,0.00474162,0.01344882,0.02904876,0.36707818
"5-49 Units (Rent), 2 BR",All Values,,0.32795153,0.17149956,0.07435472,0.08209725,121149.0,0.01448402,0.30412532,0.35177774,0.07265162
"5-49 Units (Rent), 2 BR",First Tercile,Below 146000,0.37077974,0.19938203,0.08794715,0.08345056,39808.0,0.02856063,0.32379751,0.41776197,0.12671196
"5-49 Units (Rent), 2 BR",Second Tercile,146000 to 185000,0.33391929,0.17130478,0.07791533,0.08469918,40390.0,0.02665346,0.29007435,0.37776422,0.13130399
"5-49 Units (Rent), 2 BR",Third Tercile ,Above 185000,0.28043271,0.14458743,0.05762985,0.07821543,40951.0,0.0227852,0.24295105,0.31791437,0.13365652
"5-49 Units (Rent), 3 BR",All Values,,0.86247447,0.41351515,0.18478441,0.2641749,18113.0,0.08556763,0.72171572,1.0032332,0.16320338
"5-49 Units (Rent), 3 BR",First Tercile,Below 154000,1.0942517,0.60555843,0.20731918,0.28137407,5793.0,0.16766983,0.81843481,1.3700686,0.25205981
"5-49 Units (Rent), 3 BR",Second Tercile,154000 to 217000,0.92774988,0.40191155,0.23035801,0.29548032,6173.0,0.16830394,0.6508899,1.2046099,0.29842093
"5-49 Units (Rent), 3 BR",Third Tercile ,Above 217000,0.57849357,0.24418415,0.11778103,0.21652839,6147.0,0.10451095,0.40657306,0.75041409,0.29718656
"50+ Units (Own), 0-1 BR",All Values,,0.00844704,0.00324886,0.0,0.00519818,4617.0,0.00665669,-0.00250321,0.0193973,1.2963419
"50+ Units (Own), 0-1 BR",First Tercile,Below 265000,0.0,0.0,0.0,0.0,1365.0,.,.,.,.
"50+ Units (Own), 0-1 BR",Second Tercile,265000 to 420000,0.0,0.0,0.0,0.0,1426.0,.,.,.,.
"50+ Units (Own), 0-1 BR",Third Tercile ,Above 420000,0.02135816,0.00821468,0.0,0.01314348,1826.0,0.01698373,-0.00658007,0.04929639,1.3080824
"50+ Units (Own), 2 BR",All Values,,0.03969973,0.00779558,0.00404215,0.02786199,6927.0,0.01358998,0.0173442,0.06205525,0.56311525
"50+ Units (Own), 2 BR",First Tercile,Below 304000,0.0556062,0.00592525,0.01276208,0.03691887,2194.0,0.02957623,0.0069533,0.1042591,0.87495456
"50+ Units (Own), 2 BR",Second Tercile,304000 to 486000,0.03867641,0.01761925,0.0,0.02105716,2327.0,0.01902939,0.00737306,0.06997976,0.80936546
"50+ Units (Own), 2 BR",Third Tercile ,Above 486000,0.02618454,0.0,0.0,0.02618454,2406.0,0.02574152,-0.01616026,0.06852934,1.6171681
"50+ Units (Own), 3 BR",All Values,,0.14524556,0.07941484,0.01044932,0.0553814,957.0,0.07221605,0.02645016,0.26404096,0.81789349
"50+ Units (Own), 3 BR",First Tercile,Below 378000,0.37106918,0.26415094,0.0,0.10691824,159.0,0.30518499,-0.13096012,0.87309848,1.3529264
"50+ Units (Own), 3 BR",Second Tercile,378000 to 700000,0.06074766,0.0,0.0,0.06074766,428.0,0.06631947,-0.04834787,0.1698432,1.7958803
"50+ Units (Own), 3 BR",Third Tercile ,Above 700000,0.14594595,0.09189189,0.02702703,0.02702703,370.0,0.11375528,-0.04118149,0.33307338,1.2821695
"50+ Units (Rent), 0-1 BR",All Values,,0.01543239,0.00744966,0.00390474,0.00407799,75037.0,0.00340547,0.00983039,0.02103439,0.3630028
"50+ Units (Rent), 0-1 BR",First Tercile,Below 119000,0.00782441,0.00389214,0.00361127,0.000321,24922.0,0.00399176,0.00125796,0.01439086,0.83922616
"50+ Units (Rent), 0-1 BR",Second Tercile,119000 to 181000,0.02351718,0.0141583,0.00571931,0.00363956,25003.0,0.00713477,0.01178048,0.03525388,0.49906921
"50+ Units (Rent), 0-1 BR",Third Tercile ,Above 181000,0.0149331,0.00430073,0.0023893,0.00824307,25112.0,0.00528642,0.00623693,0.02362927,0.58234162
"50+ Units (Rent), 2 BR",All Values,,0.17090173,0.08202159,0.04115134,0.04772881,35576.0,0.01940921,0.13897357,0.20282989,0.18682174
"50+ Units (Rent), 2 BR",First Tercile,Below 160000,0.28694367,0.14073366,0.06928025,0.07692976,11504.0,0.04250179,0.21702822,0.35685912,0.24365566
"50+ Units (Rent), 2 BR",Second Tercile,160000 to 221000,0.18699254,0.09875725,0.03860812,0.04962717,12070.0,0.04007198,0.12107414,0.25291094,0.35251887
"50+ Units (Rent), 2 BR",Third Tercile ,Above 221000,0.04349275,0.00891518,0.01674721,0.01783036,12002.0,0.01071304,0.0258698,0.0611157,0.40519276
"50+ Units (Rent), 3 BR",All Values,,0.70536258,0.36288848,0.15173675,0.19073736,3282.0,0.14823155,0.46152169,0.94920348,0.34569582
"50+ Units (Rent), 3 BR",First Tercile,Below 141000,0.74215686,0.42352941,0.17941176,0.13921569,1020.0,0.26185223,0.31140994,1.1729038,0.58039875
"50+ Units (Rent), 3 BR",Second Tercile,141000 to 261000,1.0944954,0.54862385,0.18899083,0.35688073,1090.0,0.33431695,0.54454403,1.6444468,0.50247025
"50+ Units (Rent), 3 BR",Third Tercile ,Above 261000,0.31143345,0.13737201,0.09300341,0.08105802,1172.0,0.16348001,0.04250884,0.58035806,0.86350587
All Housing Types (Own) 0-1 BR,All Values,,0.04757397,0.0242062,0.01011522,0.01325256,36974.0,0.00775102,0.03482355,0.06032439,0.26801256
All Housing Types (Own) 0-1 BR,First Tercile,Below 204000,0.03867964,0.02259839,0.00685569,0.00922556,11815.0,0.01064042,0.02117616,0.05618313,0.45252444
All Housing Types (Own) 0-1 BR,Second Tercile,204000 to 340000,0.03541289,0.02263585,0.00473223,0.0080448,12679.0,0.00988863,0.01914609,0.05167969,0.45934688
