Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12)
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.21340102,0.11945854,0.04060914,0.05333333
"Single-Family Detached  (Own/Rent), 2 BR",    Below Median,300000,0.30261958,0.18141535,0.06372996,0.05747426
"Single-Family Detached  (Own/Rent), 2 BR",    Above Median,300000,0.11700929,0.05252042,0.0156294,0.04885948
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.43194374,0.19739817,0.10151906,0.13302651
"Single-Family Detached  (Own/Rent), 3 BR",    Below Median,350000,0.45498602,0.21309836,0.10212658,0.13976108
"Single-Family Detached  (Own/Rent), 3 BR",    Above Median,350000,0.40664533,0.18016074,0.10085206,0.12563253
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.89088561,0.38476541,0.21879372,0.28732648
"Single-Family Detached  (Own/Rent), 4-5 BR",    Below Median,485000,0.93119851,0.42583045,0.23005581,0.27531225
"Single-Family Detached  (Own/Rent), 4-5 BR",    Above Median,485000,0.84956692,0.34267582,0.20725064,0.29964046
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.20995399,0.12536596,0.04558762,0.03900042
"Single-Family Attached  (Own/Rent), 2 BR",    Below Median,250000,0.30230147,0.1733361,0.08231391,0.04665146
"Single-Family Attached  (Own/Rent), 2 BR",    Above Median,250000,0.11600928,0.07656613,0.00822611,0.03121704
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.54699025,0.25945753,0.12877706,0.15875565
"Single-Family Attached  (Own/Rent), 3 BR",    Below Median,281000,0.65780961,0.31827634,0.14152033,0.19801294
"Single-Family Attached  (Own/Rent), 3 BR",    Above Median,281000,0.42937715,0.19703286,0.11525257,0.11709171
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.08888246,0.02113492,0.02518819,0.04255935
"2-4 Units  (Own/Rent), 0-1 BR",    Below Median,108000,0.16496507,0.03922622,0.04674906,0.07898979
"2-4 Units  (Own/Rent), 0-1 BR",    Above Median,108000,0.0,0.0,0.0,0.0
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.4804638,0.26541947,0.10279645,0.11224788
"2-4 Units  (Own/Rent), 2 BR",    Below Median,135000,0.56457981,0.35984208,0.08385035,0.12088738
"2-4 Units  (Own/Rent), 2 BR",    Above Median,135000,0.38996764,0.16383495,0.12317961,0.10295307
"2-4 Units (Own/Rent), 3 BR",All Values,,0.74473684,0.41732456,0.11754386,0.20986842
"2-4 Units (Own/Rent), 3 BR",    Below Median,177000,0.98365345,0.58071107,0.1181038,0.28483858
"2-4 Units (Own/Rent), 3 BR",    Above Median,177000,0.4680549,0.22811169,0.11689541,0.1230478
"5-49 Units (Own), 0-1 BR",All Values,,0.01829826,0.01829826,0.0,0.0
"5-49 Units (Own), 0-1 BR",    Below Median,210000,0.0,0.0,0.0,0.0
"5-49 Units (Own), 0-1 BR",    Above Median,210000,0.04175365,0.04175365,0.0,0.0
"5-49 Units (Own), 2 BR",All Values,,0.02635826,0.0,0.0,0.02635826
"5-49 Units (Own), 2 BR",    Below Median,320000,0.02254283,0.0,0.0,0.02254283
"5-49 Units (Own), 2 BR",    Above Median,320000,0.032,0.0,0.0,0.032
"5-49 Units (Own), 3 BR",All Values,,0.13812155,0.10128913,0.03683241,0.0
