Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.17756866,0.08400431,0.03889536,0.05466898,227405.0,0.0069384,0.16615499,0.18898232,0.06427746
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 193000,0.18812175,0.08760208,0.04818789,0.05233178,74085.0,0.01294704,0.16682387,0.20941964,0.1132133
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,193000 to 307000,0.17897964,0.08547946,0.03406493,0.05943525,75679.0,0.01289512,0.15776716,0.20019212,0.11851894
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 307000,0.16612357,0.07913345,0.0347368,0.05225332,77641.0,0.01085883,0.14826079,0.18398635,0.10752705
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.42490161,0.18790066,0.09861615,0.13838479,757959.0,0.00588551,0.41521994,0.43458328,0.02278567
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 260000,0.45091204,0.20408655,0.10435553,0.14246997,244999.0,0.01124446,0.43241491,0.46940917,0.04102159
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,260000 to 398000,0.40090607,0.17809549,0.08960248,0.1332081,237951.0,0.01067032,0.3833534,0.41845874,0.0437825
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 398000,0.42249163,0.18196495,0.10130214,0.13922453,275009.0,0.00885445,0.40792606,0.43705719,0.03447539
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.6833561,0.27990659,0.16419161,0.2392579,774662.0,0.00682013,0.67213698,0.69457522,0.01641768
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 371000,0.6528606,0.27132073,0.15955238,0.22198749,248514.0,0.01386842,0.63004705,0.67567416,0.03494399
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,371000 to 595000,0.65116065,0.2628518,0.15529368,0.23301517,261189.0,0.01340491,0.62910958,0.67321172,0.03386426
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 595000,0.74369619,0.30477168,0.17731423,0.26161029,264959.0,0.01317441,0.72202429,0.7653681,0.02914081
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.27400433,0.14326779,0.05639893,0.07433761,120020.0,0.0120891,0.25411777,0.2938909,0.07257755
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 173000,0.29880275,0.1548005,0.06029663,0.08370561,39173.0,0.02479245,0.25801916,0.33958633,0.13649
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,173000 to 286000,0.3149434,0.16075472,0.07041509,0.08377358,39750.0,0.02543319,0.27310581,0.35678099,0.13284162
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 286000,0.21076964,0.11536122,0.03912694,0.05628148,41097.0,0.0162682,0.18400846,0.23753083,0.12696889
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.56406554,0.25258956,0.13915579,0.17232019,144040.0,0.02029621,0.53067827,0.5974528,0.0591904
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 193000,0.66235595,0.2822023,0.16743491,0.21271874,46860.0,0.0422132,0.59291524,0.73179667,0.10483897
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,193000 to 325000,0.58852617,0.26235176,0.15094498,0.17522943,47726.0,0.03761824,0.52664416,0.65040818,0.10514743
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 325000,0.44732479,0.21510899,0.10098273,0.13123307,49454.0,0.02339859,0.4088341,0.48581547,0.0860464
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.13468248,0.07640333,0.02875465,0.0295245,122102.0,0.01087588,0.11679165,0.15257331,0.13283709
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 121000,0.07530158,0.04468554,0.01563003,0.014986,40371.0,0.01073203,0.05764739,0.09295576,0.2344464
"2-4 Units  (Own/Rent), 0-1 BR",Second Tercile,121000 to 161000,0.14437194,0.08124475,0.03440605,0.02872114,40458.0,0.02038209,0.11084341,0.17790048,0.2322372
"2-4 Units  (Own/Rent), 0-1 BR",Third Tercile ,Above 161000,0.18326751,0.10268214,0.03605263,0.04453275,41273.0,0.02188314,0.14726975,0.21926528,0.19642196
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.44641822,0.2193117,0.10457309,0.12253343,213860.0,0.01372138,0.42384655,0.46898988,0.05056171
