Structure,VALUE_TENURE,value_range,PSC,(K-5),(6-8),(9-12)
All Housing Types (Own) 3 BR,Second Tercile,100000 to 188000,0.32335196,0.14614062,0.07179917,0.10541218
All Housing Types (Own) 3 BR,Third Tercile ,Above 188000,0.28599145,0.12014965,0.07164612,0.09419568
All Housing Types (Own) 4-5 BR,All Values,,0.66020548,0.2613416,0.16468808,0.23417581
All Housing Types (Own) 4-5 BR,First Tercile,Below 173000,0.68002541,0.2446683,0.16569562,0.26966149
All Housing Types (Own) 4-5 BR,Second Tercile,173000 to 304000,0.67758901,0.28230353,0.16898104,0.22630444
All Housing Types (Own) 4-5 BR,Third Tercile ,Above 304000,0.62587914,0.25810857,0.15986685,0.20790372
All Housing Types (Rent) 0-1 BR,All Values,,0.04522619,0.02413147,0.00754811,0.01354661
All Housing Types (Rent) 0-1 BR,First Tercile,Below 53000,0.02743753,0.01353032,0.00425885,0.00964836
All Housing Types (Rent) 0-1 BR,Second Tercile,53000 to 80000,0.06368651,0.03690318,0.00916873,0.01761461
All Housing Types (Rent) 0-1 BR,Third Tercile ,Above 80000,0.04473936,0.02213073,0.0091905,0.01341813
All Housing Types (Rent) 2 BR,All Values,,0.30806996,0.16782205,0.06854038,0.07170753
All Housing Types (Rent) 2 BR,First Tercile,Below 72000,0.27339148,0.15167933,0.07407491,0.04763725
All Housing Types (Rent) 2 BR,Second Tercile,72000 to 97000,0.32844594,0.17125685,0.06644211,0.09074698
All Housing Types (Rent) 2 BR,Third Tercile ,Above 97000,0.32161676,0.18016159,0.06522789,0.07622728
All Housing Types (Rent) 3 BR,All Values,,0.76191147,0.36470162,0.18079681,0.21641303
All Housing Types (Rent) 3 BR,First Tercile,Below 89000,0.70588594,0.35717767,0.16588472,0.18282354
All Housing Types (Rent) 3 BR,Second Tercile,89000 to 123000,0.82179689,0.38795195,0.18533123,0.24851371
All Housing Types (Rent) 3 BR,Third Tercile ,Above 123000,0.75788754,0.34925213,0.19090666,0.21772875
All Housing Types (Rent) 4-5 BR,All Values,,1.1476421,0.50314015,0.30172984,0.34277215
All Housing Types (Rent) 4-5 BR,First Tercile,Below 95000,0.84335093,0.42652818,0.21675464,0.20006811
All Housing Types (Rent) 4-5 BR,Second Tercile,95000 to 146000,1.3427321,0.58207746,0.35747853,0.40317615
All Housing Types (Rent) 4-5 BR,Third Tercile ,Above 146000,1.2431238,0.49705305,0.32711198,0.41895874
