Structure,VALUE_TENURE,value_range,PSC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.12429476,0.05188467,0.03198228,0.04042781,28891.0,0.01531205,0.09910645,0.14948308,0.20264986
"Single-Family Detached  (Own/Rent), 2 BR",    Below Median,200000,0.15281377,0.06590924,0.03793768,0.04896685,15051.0,0.02318447,0.11467532,0.19095221,0.24957469
"Single-Family Detached  (Own/Rent), 2 BR",    Above Median,200000,0.09328035,0.03663295,0.02550578,0.03114162,13840.0,0.01946928,0.06125337,0.12530732,0.34334105
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.46988866,0.19549297,0.11635955,0.15803614,134368.0,0.0170767,0.4417975,0.49797983,0.0597826
"Single-Family Detached  (Own/Rent), 3 BR",    Below Median,230000,0.50259239,0.20930668,0.12552928,0.16775643,69434.0,0.02421054,0.46276606,0.54241872,0.07924182
"Single-Family Detached  (Own/Rent), 3 BR",    Above Median,230000,0.43491853,0.18072196,0.10655435,0.14764222,64934.0,0.02270042,0.39757634,0.47226073,0.08586021
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.8510347,0.33893479,0.21859425,0.29350566,211076.0,0.02002608,0.8180918,0.8839776,0.03870923
"Single-Family Detached  (Own/Rent), 4-5 BR",    Below Median,350000,0.87758997,0.35357595,0.227211,0.29680302,108978.0,0.0263489,0.83424603,0.92093391,0.04938974
"Single-Family Detached  (Own/Rent), 4-5 BR",    Above Median,350000,0.82268996,0.32330702,0.20939685,0.28998609,102098.0,0.02812743,0.77642034,0.86895959,0.05624187
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.13604552,0.07017711,0.03120834,0.03466006,42008.0,0.01623372,0.10934104,0.16274999,0.19629076
"Single-Family Attached  (Own/Rent), 2 BR",    Below Median,180000,0.14925514,0.08361315,0.03655711,0.02908489,21145.0,0.02275668,0.11182041,0.18668988,0.25081037
"Single-Family Attached  (Own/Rent), 2 BR",    Above Median,180000,0.12265734,0.05655946,0.02578728,0.0403106,20863.0,0.0213939,0.08746437,0.1578503,0.28692097
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.37153529,0.17262139,0.07978671,0.11912719,40696.0,0.02477203,0.33078529,0.41228528,0.10968
"Single-Family Attached  (Own/Rent), 3 BR",    Below Median,225000,0.45868726,0.20521236,0.08778958,0.16568533,20720.0,0.04456176,0.38538317,0.53199135,0.15981279
"Single-Family Attached  (Own/Rent), 3 BR",    Above Median,225000,0.28113736,0.13881658,0.07148578,0.070835,19976.0,0.02798421,0.23510334,0.32717139,0.1637421
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.0556625,0.01555983,0.00786012,0.03224254,6234.0,0.02099935,0.02111856,0.09020643,0.62059619
"2-4 Units  (Own/Rent), 0-1 BR",    Below Median,78000,0.00709001,0.0,0.0,0.00709001,3244.0,0.00753709,-0.00530851,0.01948853,1.7487302
"2-4 Units  (Own/Rent), 0-1 BR",    Above Median,78000,0.1083612,0.03244147,0.01638796,0.05953177,2990.0,0.04394673,0.03606884,0.18065357,0.6671425
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.20470006,0.105398,0.04859086,0.05071119,22638.0,0.02715563,0.16002905,0.24937107,0.21822664
"2-4 Units  (Own/Rent), 2 BR",    Below Median,130000,0.31285702,0.16143774,0.06582301,0.08559627,11379.0,0.04875698,0.23265178,0.39306226,0.25636388
"2-4 Units  (Own/Rent), 2 BR",    Above Median,130000,0.09539035,0.04876099,0.03117506,0.0154543,11259.0,0.02158034,0.0598907,0.13089001,0.37215139
"2-4 Units (Own/Rent), 3 BR",All Values,,0.39087118,0.17384924,0.09468644,0.1223355,12948.0,0.05897887,0.29385093,0.48789142,0.2482154
"2-4 Units (Own/Rent), 3 BR",    Below Median,200000,0.61843107,0.27113481,0.15247525,0.19482102,6565.0,0.11246035,0.43343379,0.80342836,0.2991397
"2-4 Units (Own/Rent), 3 BR",    Above Median,200000,0.15682281,0.07378975,0.03524988,0.04778317,6383.0,0.03392426,0.1010174,0.21262822,0.35585011
"5-49 Units (Own), 0-1 BR",All Values,,0.00697472,0.00697472,0.0,0.0,2294.0,0.00721112,-0.00488758,0.01883701,1.7007567
"5-49 Units (Own), 0-1 BR",    Below Median,230000,0.0,0.0,0.0,0.0,1306.0,.,.,.,.
"5-49 Units (Own), 0-1 BR",    Above Median,230000,0.01619433,0.01619433,0.0,0.0,988.0,0.01693485,-0.0116635,0.04405216,1.7202211
"5-49 Units (Own), 2 BR",All Values,,0.03322099,0.02496733,0.0,0.00825366,14539.0,0.00721813,0.02134716,0.04509482,0.35741953
"5-49 Units (Own), 2 BR",    Below Median,255000,0.05096232,0.03686636,0.0,0.01409596,7378.0,0.01423434,0.02754682,0.07437782,0.45946685
"5-49 Units (Own), 2 BR",    Above Median,255000,0.01494205,0.01270772,0.0,0.00223432,7161.0,0.00862014,0.00076192,0.02912217,0.94900819
"5-49 Units (Own), 3 BR",All Values,,0.14575023,0.09650199,0.03958269,0.00966554,6518.0,0.03726951,0.08444189,0.20705858,0.42063978
"5-49 Units (Own), 3 BR",    Below Median,475000,0.15910413,0.0945317,0.05002909,0.01454334,3438.0,0.04985599,0.07709103,0.24111723,0.51546809
"5-49 Units (Own), 3 BR",    Above Median,475000,0.13084416,0.0987013,0.02792208,0.00422078,3080.0,0.05641776,0.03803694,0.22365137,0.70929581
"5-49 Units (Rent), 0-1 BR",All Values,,0.04307729,0.01757774,0.00930123,0.01619832,25373.0,0.0108607,0.02521143,0.06094315,0.41473966
"5-49 Units (Rent), 0-1 BR",    Below Median,101000,0.03202124,0.00984067,0.00523274,0.01694783,12804.0,0.0113921,0.01328124,0.05076125,0.58523669
"5-49 Units (Rent), 0-1 BR",    Above Median,101000,0.05434004,0.02545946,0.01344578,0.0154348,12569.0,0.01864382,0.02367096,0.08500913,0.564392
"5-49 Units (Rent), 2 BR",All Values,,0.21868396,0.11466132,0.04470394,0.05931869,27917.0,0.02910414,0.17080765,0.26656027,0.21892923
"5-49 Units (Rent), 2 BR",    Below Median,130000,0.25232394,0.13239437,0.05880282,0.06112676,14200.0,0.05158471,0.1674671,0.33718079,0.33630119
"5-49 Units (Rent), 2 BR",    Above Median,130000,0.18385944,0.09630386,0.03010862,0.05744696,13717.0,0.03187304,0.13142829,0.2362906,0.28516979
"5-49 Units (Rent), 3 BR",All Values,,0.589728,0.33368789,0.09421061,0.16182951,6581.0,0.09134388,0.43946732,0.73998869,0.25479659
"5-49 Units (Rent), 3 BR",    Below Median,145000,0.72727273,0.37815858,0.14173686,0.20737729,3443.0,0.15717189,0.46872498,0.98582048,0.35550316
"5-49 Units (Rent), 3 BR",    Above Median,145000,0.43881453,0.28489484,0.04206501,0.11185468,3138.0,0.1048012,0.26641656,0.61121251,0.39287208
"50+ Units (Own), 0-1 BR",All Values,,0.0,0.0,0.0,0.0,6646.0,.,.,.,.
"50+ Units (Own), 0-1 BR",    Below Median,290000,0.0,0.0,0.0,0.0,3781.0,.,.,.,.
"50+ Units (Own), 0-1 BR",    Above Median,290000,0.0,0.0,0.0,0.0,2865.0,.,.,.,.
"50+ Units (Own), 2 BR",All Values,,0.03758595,0.02944122,0.0010014,0.00714333,14979.0,0.01232212,0.01731607,0.05785584,0.53929419
"50+ Units (Own), 2 BR",    Below Median,400000,0.04134367,0.02906977,0.0,0.0122739,7740.0,0.02191234,0.00529787,0.07738947,0.87185786
"50+ Units (Own), 2 BR",    Above Median,400000,0.03356817,0.02983838,0.00207211,0.00165769,7239.0,0.01303027,0.01213337,0.05500297,0.63854528
"50+ Units (Own), 3 BR",All Values,,0.04136091,0.02468312,0.003002,0.01367578,2998.0,0.02421634,0.00152502,0.08119679,0.96312887
"50+ Units (Own), 3 BR",    Below Median,900000,0.04247345,0.01124297,0.00562149,0.02560899,1601.0,0.02702991,-0.00199074,0.08693765,1.0468702
"50+ Units (Own), 3 BR",    Above Median,900000,0.0400859,0.0400859,0.0,0.0,1397.0,0.04114853,-0.02760344,0.10777524,1.6886072
