Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12)
"50+ Units (Rent), 2 BR",Second Tercile,129000 to 189000,0.41949731,0.23319882,0.08700073,0.09929777
"50+ Units (Rent), 2 BR",Third Tercile ,Above 189000,0.17449908,0.09428846,0.03947472,0.04073589
"50+ Units (Rent), 3 BR",All Values,,1.0923134,0.495296,0.264985,0.33203237
"50+ Units (Rent), 3 BR",First Tercile,Below 131000,1.2431387,0.55651198,0.27357784,0.4130489
"50+ Units (Rent), 3 BR",Second Tercile,131000 to 184000,1.2626175,0.6308758,0.27944087,0.35230084
"50+ Units (Rent), 3 BR",Third Tercile ,Above 184000,0.77854629,0.30275452,0.24244631,0.23334547
All Housing Types (Own) 0-1 BR,All Values,,0.24413615,0.10770351,0.06574179,0.07069085
All Housing Types (Own) 0-1 BR,First Tercile,Below 85000,0.20604145,0.09196079,0.06044133,0.05363933
All Housing Types (Own) 0-1 BR,Second Tercile,85000 to 188000,0.27969399,0.1124229,0.07435741,0.09291368
All Housing Types (Own) 0-1 BR,Third Tercile ,Above 188000,0.24617682,0.11824829,0.06245816,0.06547037
All Housing Types (Own) 2 BR,All Values,,0.22495721,0.09696765,0.05464523,0.07334433
All Housing Types (Own) 2 BR,First Tercile,Below 89000,0.28317571,0.12228494,0.0712079,0.08968287
All Housing Types (Own) 2 BR,Second Tercile,89000 to 191000,0.2385337,0.1044041,0.05527812,0.07885148
All Housing Types (Own) 2 BR,Third Tercile ,Above 191000,0.1557543,0.06535196,0.03816424,0.0522381
All Housing Types (Own) 3 BR,All Values,,0.43993803,0.19197832,0.10636731,0.14159239
All Housing Types (Own) 3 BR,First Tercile,Below 150000,0.51137283,0.21065277,0.12782008,0.17289997
All Housing Types (Own) 3 BR,Second Tercile,150000 to 249000,0.45969586,0.20552853,0.11089605,0.14327127
All Housing Types (Own) 3 BR,Third Tercile ,Above 249000,0.35512856,0.16150063,0.08228964,0.1113383
All Housing Types (Own) 4-5 BR,All Values,,0.79811471,0.33717445,0.19490437,0.26603589
All Housing Types (Own) 4-5 BR,First Tercile,Below 241000,0.82201458,0.33101519,0.19868285,0.29231653
All Housing Types (Own) 4-5 BR,Second Tercile,241000 to 390000,0.75162936,0.33148878,0.17840614,0.24173444
All Housing Types (Own) 4-5 BR,Third Tercile ,Above 390000,0.82115909,0.34824818,0.20735851,0.26555239
All Housing Types (Rent) 0-1 BR,All Values,,0.09070339,0.05238872,0.01720319,0.02111147
All Housing Types (Rent) 0-1 BR,First Tercile,Below 95000,0.10083816,0.05768386,0.01873105,0.02442324
All Housing Types (Rent) 0-1 BR,Second Tercile,95000 to 127000,0.11254069,0.06303467,0.02287777,0.02662826
All Housing Types (Rent) 0-1 BR,Third Tercile ,Above 127000,0.05896699,0.03656681,0.01004866,0.01235153
All Housing Types (Rent) 2 BR,All Values,,0.49970799,0.26300155,0.1103206,0.12638584
All Housing Types (Rent) 2 BR,First Tercile,Below 109000,0.52849415,0.28459935,0.11599085,0.12790396
All Housing Types (Rent) 2 BR,Second Tercile,109000 to 147000,0.59805822,0.30854995,0.13573922,0.15376905
All Housing Types (Rent) 2 BR,Third Tercile ,Above 147000,0.37246484,0.19592077,0.07917956,0.09736451
All Housing Types (Rent) 3 BR,All Values,,0.93616281,0.44054381,0.22270779,0.27291122
All Housing Types (Rent) 3 BR,First Tercile,Below 128000,1.0152472,0.48348059,0.24447866,0.28728793
All Housing Types (Rent) 3 BR,Second Tercile,128000 to 181000,1.0115766,0.46862714,0.23929521,0.30365423
All Housing Types (Rent) 3 BR,Third Tercile ,Above 181000,0.782413,0.36994701,0.18456102,0.22790498
All Housing Types (Rent) 4-5 BR,All Values,,1.2398335,0.53904001,0.31464466,0.38614884
All Housing Types (Rent) 4-5 BR,First Tercile,Below 162000,1.2615841,0.55520902,0.314349,0.39202607
All Housing Types (Rent) 4-5 BR,Second Tercile,162000 to 231000,1.2676881,0.54537819,0.32175761,0.40055228
All Housing Types (Rent) 4-5 BR,Third Tercile ,Above 231000,1.1905148,0.51666498,0.30786557,0.36598421
