Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,2.1667924,0.11851826,0.23429905,0.47486269,0.25867303,0.2380192,0.32177514,0.30062997,0.22001509
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 159000,2.3106133,0.1848,0.28389333,0.67797333,0.27301333,0.23978667,0.29157333,0.21328,0.14629333
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,159000 to 282000,2.1194688,0.10341262,0.23246068,0.45360039,0.28013933,0.22494965,0.30931258,0.31197954,0.203614
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 282000,2.0748087,0.06992549,0.18918647,0.3028091,0.22528192,0.24843939,0.36181031,0.37258357,0.30477245
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.832629,0.21489926,0.52469287,0.61015725,0.40155774,0.28593612,0.33860442,0.27479607,0.18198526
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 228000,2.8996159,0.2147718,0.59096271,0.68579681,0.39002813,0.3051296,0.31573057,0.2200496,0.17714666
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,228000 to 356000,2.8113974,0.22059268,0.49222148,0.64936261,0.39471061,0.25943995,0.33512566,0.28590201,0.17404241
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 356000,2.7901385,0.20972093,0.49332546,0.5034005,0.41864092,0.29275216,0.36309474,0.31533316,0.19387067
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.7263684,0.28426245,0.96847756,0.76295726,0.55656624,0.42809837,0.35859663,0.24425875,0.1231511
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 297000,3.7767217,0.28449252,0.94872163,0.91842895,0.54055195,0.40161166,0.33125213,0.22061017,0.1310527
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,297000 to 442000,3.7143075,0.30013916,0.96928868,0.76875618,0.57263974,0.41511756,0.33382669,0.23455787,0.11998166
