Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+,Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,2.0337164,0.11173269,0.22956355,0.40793267,0.21813325,0.23491584,0.34669892,0.28102006,0.20371938,99210.0,0.0542825,1.9444216,2.1230111,0.04390716
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 85000,1.8980767,0.0836238,0.22865057,0.35036724,0.18735217,0.2492842,0.35459978,0.2527387,0.19146023,32132.0,0.08707485,1.7548386,2.0413148,0.07546488
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,85000 to 132000,2.1752707,0.17320095,0.28979812,0.49377568,0.25740169,0.22896481,0.31625521,0.23808381,0.17779044,33337.0,0.10879897,1.9962964,2.354245,0.0822768
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 132000,2.0230284,0.07776889,0.17091965,0.37793782,0.20864823,0.22711242,0.36925402,0.35037491,0.24101242,33741.0,0.08800752,1.878256,2.1678007,0.07156221
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.6025848,0.17869309,0.46685267,0.52992344,0.3353258,0.29827329,0.3618023,0.27681714,0.15489708,246596.0,0.0363952,2.5427147,2.6624549,0.02300409
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 135000,2.5943322,0.16765894,0.50814741,0.55529178,0.31062084,0.29333168,0.34739917,0.24790255,0.16397986,80455.0,0.06735439,2.4835343,2.7051302,0.0427077
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,135000 to 200000,2.6166552,0.19745717,0.47479323,0.59370077,0.35847036,0.28945943,0.31654933,0.24870766,0.13751723,81248.0,0.08664595,2.4741226,2.7591878,0.05447129
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 200000,2.5969397,0.17119197,0.42011709,0.44484233,0.33658841,0.31139199,0.41876244,0.33112271,0.16292274,84893.0,0.07023472,2.4814036,2.7124758,0.04448934
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.244595,0.24322797,0.8219762,0.52473883,0.48470137,0.41388905,0.39417441,0.24218922,0.11969796,185801.0,0.05725622,3.1504085,3.3387815,0.02902873
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 180000,3.162793,0.2366905,0.75038074,0.65098994,0.42229506,0.32287114,0.3891372,0.22680771,0.16362071,60408.0,0.10174345,2.995425,3.330161,0.05291778
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,180000 to 300000,3.3264755,0.26097764,0.83382668,0.56619294,0.49603415,0.40003598,0.39091043,0.26300554,0.11549217,61147.0,0.1129057,3.1407457,3.5122054,0.05583383
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 300000,3.2435794,0.2324814,0.87801575,0.36657535,0.53259347,0.51265448,0.40201725,0.23683965,0.08240202,64246.0,0.10052628,3.0782136,3.4089451,0.05098248
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,1.8528072,0.07378013,0.15983245,0.43106996,0.16269841,0.15997942,0.25823045,0.29012346,0.31709289,13608.0,0.1432738,1.6171218,2.0884926,0.12720449
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 113000,1.9079946,0.1069674,0.2396159,0.53885663,0.2380527,0.1677088,0.20678874,0.13398839,0.27601608,4478.0,0.23064547,1.5285828,2.2874064,0.1988537
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,113000 to 164000,1.8062876,0.06079519,0.13892742,0.48035136,0.1407767,0.12875636,0.29079982,0.27415626,0.29172446,4326.0,0.2644383,1.3712866,2.2412886,0.240826
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 164000,1.8432556,0.05453789,0.10428809,0.28621982,0.11219817,0.18089092,0.27685262,0.45004163,0.37822648,4804.0,0.23167313,1.4621533,2.2243579,0.20675499
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,2.4940943,0.20776853,0.40047562,0.66666667,0.24938565,0.22465319,0.30178359,0.23289734,0.21046373,12615.0,0.16795616,2.2178064,2.7703822,0.11077684
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 144000,2.6641334,0.2880608,0.58298603,0.7148811,0.29909291,0.24319686,0.27040941,0.11792106,0.14758519,4079.0,0.38010136,2.0388666,3.2894001,0.23469798
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,144000 to 199000,2.7397911,0.27849003,0.41975309,0.90622032,0.30365622,0.29083571,0.23646724,0.20061728,0.10375119,4212.0,0.37488913,2.1230985,3.3564837,0.22508746
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 199000,2.0943571,0.06313599,0.20952821,0.38783534,0.14962997,0.14269195,0.39500463,0.37280296,0.37372803,4324.0,0.24715197,1.6877921,2.5009221,0.19412401
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,1.2467144,0.02247802,0.01631469,0.38973987,0.13668087,0.18743769,0.23311883,0.13486812,0.12607632,11033.0,0.1121753,1.062186,1.4312428,0.14801174
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 56000,1.1074574,0.01409278,0.01321198,0.20111568,0.0640047,0.17968291,0.19230769,0.22900763,0.21403406,3406.0,0.13373023,0.88747119,1.3274437,0.19864081
"2-4 Units  (Own/Rent), 0-1 BR",Second Tercile,56000 to 76000,1.2904,0.00906667,0.03546667,0.4152,0.1696,0.132,0.3552,0.10746667,0.0664,3750.0,0.22564691,0.91921083,1.6615892,0.28765435
"2-4 Units  (Own/Rent), 0-1 BR",Third Tercile ,Above 76000,1.3267991,0.04281661,0.00051586,0.5308228,0.16868713,0.24787207,0.15088986,0.07866907,0.10652566,3877.0,0.18803599,1.0174799,1.6361183,0.23313191
"2-4 Units  (Own/Rent), 2 BR",All Values,,1.9254977,0.14962285,0.32168913,0.58637319,0.28459256,0.12693211,0.18925436,0.1060962,0.16093731,16174.0,0.15598683,1.6688994,2.182096,0.13326338
"2-4 Units  (Own/Rent), 2 BR",First Tercile,Below 80000,1.8620623,0.17798414,0.29870381,0.5846392,0.27065196,0.0719675,0.17643645,0.09750435,0.18417489,5169.0,0.21085297,1.5152092,2.2089154,0.18627365
"2-4 Units  (Own/Rent), 2 BR",Second Tercile,80000 to 102000,1.9094249,0.12731949,0.31489987,0.57119236,0.26896932,0.16277788,0.18886643,0.12529855,0.15010105,5443.0,0.25206426,1.4947792,2.3240707,0.21715737
"2-4 Units  (Own/Rent), 2 BR",Third Tercile ,Above 102000,2.0001798,0.14509169,0.34969435,0.6028407,0.31283711,0.1429342,0.20154621,0.09528946,0.14994606,5562.0,0.3127958,1.4856307,2.5147289,0.25725142
"2-4 Units (Own/Rent), 3 BR",All Values,,2.5798713,0.22791106,0.52720889,0.78437683,0.32241077,0.3502048,0.2004096,0.11995319,0.04739614,3418.0,0.38543972,1.9458229,3.2139196,0.24576743
"2-4 Units (Own/Rent), 3 BR",First Tercile,Below 100000,2.3765978,0.34021632,0.40019666,0.82497542,0.38249754,0.10619469,0.19370698,0.06293019,0.06588004,1017.0,0.55789463,1.4588612,3.2943345,0.38615564
"2-4 Units (Own/Rent), 3 BR",Second Tercile,100000 to 132000,3.0218531,0.26923077,0.85664336,0.61888112,0.46066434,0.60664336,0.11276224,0.08479021,0.01223776,1144.0,0.76041301,1.7709737,4.2727326,0.41394447
"2-4 Units (Own/Rent), 3 BR",Third Tercile ,Above 132000,2.3420843,0.09944312,0.33015115,0.90214797,0.14797136,0.31424025,0.28560064,0.19809069,0.06443914,1257.0,0.67294166,1.2350953,3.4490734,0.47265123
"5-49 Units (Own), 0-1 BR",All Values,,1.3480243,0.0,0.03191489,0.34650456,0.24924012,0.39057751,0.19148936,0.08358663,0.05471125,658.0,0.48033441,0.55787421,2.1381744,0.58615419
"5-49 Units (Own), 0-1 BR",First Tercile,Below 99000,1.2087912,0.0,0.0,0.23076923,0.0,0.0,0.52747253,0.1978022,0.25274725,91.0,0.84803731,-0.18623017,2.6038126,1.1540631
"5-49 Units (Own), 0-1 BR",Second Tercile,99000 to 150000,1.5089286,0.0,0.09375,0.0,0.0,1.0982143,0.21428571,0.10267857,0.0,224.0,0.89076882,0.04361386,2.9742433,0.97109614
"5-49 Units (Own), 0-1 BR",Third Tercile ,Above 150000,1.2798834,0.0,0.0,0.60349854,0.47813411,0.03206997,0.08746356,0.04081633,0.03790087,343.0,0.6424206,0.22310149,2.3366653,0.82568608
"5-49 Units (Own), 2 BR",All Values,,1.4590465,0.01711491,0.01466993,0.26405868,0.08557457,0.1405868,0.28178484,0.17787286,0.47738386,1636.0,0.32976554,0.91658214,2.0015108,0.37179373
"5-49 Units (Own), 2 BR",First Tercile,Below 100000,1.4004739,0.0450237,0.05687204,0.10189573,0.12322275,0.27488152,0.04976303,0.19194313,0.55687204,422.0,0.58460029,0.43880645,2.3621414,0.68667289
"5-49 Units (Own), 2 BR",Second Tercile,100000 to 162000,1.345521,0.01645338,0.0,0.26142596,0.0749543,0.00731261,0.3345521,0.17915905,0.47166362,547.0,0.51475181,0.49875429,2.1922878,0.62932256
"5-49 Units (Own), 2 BR",Third Tercile ,Above 162000,1.5892054,0.0,0.0,0.36881559,0.07046477,0.16491754,0.38530735,0.16791604,0.43178411,667.0,0.49809949,0.76983174,2.4085791,0.51558701
"5-49 Units (Own), 3 BR",All Values,,2.0365854,0.0,0.09756098,0.34146341,0.0,0.36585366,0.45121951,0.69512195,0.08536585,82.0,1.3926985,-0.25440361,4.3275743,1.1249167
"5-49 Units (Own), 3 BR",First Tercile,Below 110000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.4406631,-1.3698908,3.3698908,2.3698908
"5-49 Units (Own), 3 BR",Second Tercile,110000 to 188000,2.5263158,0.0,0.0,1.4736842,0.0,0.0,0.0,1.0526316,0.0,19.0,3.6051976,-3.4042342,8.4568658,2.3475094
"5-49 Units (Own), 3 BR",Third Tercile ,Above 188000,2.0,0.0,0.14285714,0.0,0.0,0.53571429,0.66071429,0.66071429,0.0,56.0,1.7067449,-0.80759544,4.8075954,1.4037977
"5-49 Units (Rent), 0-1 BR",All Values,,1.2944507,0.03786653,0.03085729,0.60862262,0.12664344,0.11554892,0.14458131,0.12158351,0.10874704,48222.0,0.05722706,1.2003122,1.3885892,0.07272468
"5-49 Units (Rent), 0-1 BR",First Tercile,Below 77000,1.2558376,0.02347776,0.03321245,0.41114717,0.11548005,0.11764332,0.2296876,0.19552077,0.12966851,15717.0,0.10227709,1.0875918,1.4240834,0.133971
