Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12)
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.32691536,0.13898917,0.08513839,0.10278781
"Single-Family Detached  (Own/Rent), 2 BR",    Below Median,270000,0.3030303,0.15746421,0.08310095,0.06246514
"Single-Family Detached  (Own/Rent), 2 BR",    Above Median,270000,0.35488787,0.11735249,0.08752449,0.15001089
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.45425931,0.21748003,0.10461875,0.13216053
"Single-Family Detached  (Own/Rent), 3 BR",    Below Median,286000,0.56979495,0.27192429,0.13585699,0.16201367
"Single-Family Detached  (Own/Rent), 3 BR",    Above Median,286000,0.33527357,0.16140997,0.07244768,0.10141592
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,1.0525284,0.42738972,0.27957516,0.34556355
"Single-Family Detached  (Own/Rent), 4-5 BR",    Below Median,350000,1.1334397,0.47829184,0.30588001,0.34926785
"Single-Family Detached  (Own/Rent), 4-5 BR",    Above Median,350000,0.96969874,0.3752807,0.25264662,0.34177141
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.11750405,0.05145867,0.05267423,0.01337115
"Single-Family Attached  (Own/Rent), 2 BR",    Below Median,175000,0.18927862,0.0840503,0.08338848,0.02183984
"Single-Family Attached  (Own/Rent), 2 BR",    Above Median,175000,0.00417973,0.0,0.00417973,0.0
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.46141315,0.23437182,0.12970882,0.09733252
"Single-Family Attached  (Own/Rent), 3 BR",    Below Median,187000,0.5796128,0.36270249,0.11655472,0.10035559
"Single-Family Attached  (Own/Rent), 3 BR",    Above Median,187000,0.33571429,0.09789916,0.14369748,0.09411765
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.18625678,0.18625678,0.0,0.0
"2-4 Units  (Own/Rent), 0-1 BR",    Below Median,78000,0.31306991,0.31306991,0.0,0.0
"2-4 Units  (Own/Rent), 0-1 BR",    Above Median,78000,0.0,0.0,0.0,0.0
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.30896226,0.15005896,0.05026533,0.10863797
"2-4 Units  (Own/Rent), 2 BR",    Below Median,106000,0.21825511,0.1549093,0.01813994,0.04520587
"2-4 Units  (Own/Rent), 2 BR",    Above Median,106000,0.40410752,0.14497131,0.08396255,0.17517366
"2-4 Units (Own/Rent), 3 BR",All Values,,0.7784141,0.36255507,0.28193833,0.1339207
"2-4 Units (Own/Rent), 3 BR",    Below Median,125000,0.87169206,0.36086608,0.33119487,0.17963111
"2-4 Units (Own/Rent), 3 BR",    Above Median,125000,0.66471163,0.36461388,0.22189638,0.07820137
"5-49 Units (Own), 0-1 BR",All Values,,0.0,0.0,0.0,0.0
"5-49 Units (Own), 0-1 BR",    Below Median,260000,0.0,0.0,0.0,0.0
"5-49 Units (Own), 2 BR",All Values,,0.0,0.0,0.0,0.0
"5-49 Units (Own), 2 BR",    Below Median,325000,0.0,0.0,0.0,0.0
"5-49 Units (Own), 2 BR",    Above Median,325000,0.0,0.0,0.0,0.0
"5-49 Units (Own), 3 BR",All Values,,0.0,0.0,0.0,0.0
"5-49 Units (Own), 3 BR",    Below Median,165000,0.0,0.0,0.0,0.0
"5-49 Units (Own), 3 BR",    Above Median,165000,0.0,0.0,0.0,0.0
"5-49 Units (Rent), 0-1 BR",All Values,,0.0,0.0,0.0,0.0
"5-49 Units (Rent), 0-1 BR",    Below Median,107000,0.0,0.0,0.0,0.0
"5-49 Units (Rent), 0-1 BR",    Above Median,107000,0.0,0.0,0.0,0.0
"5-49 Units (Rent), 2 BR",All Values,,0.26539783,0.21583399,0.02233677,0.02722707
"5-49 Units (Rent), 2 BR",    Below Median,108000,0.26285282,0.2094254,0.03830645,0.01512097
"5-49 Units (Rent), 2 BR",    Above Median,108000,0.26820456,0.22290161,0.00472485,0.0405781
"5-49 Units (Rent), 3 BR",All Values,,0.81751825,0.50364964,0.18508863,0.12877998
"5-49 Units (Rent), 3 BR",    Below Median,137000,1.2159848,0.80685062,0.26641294,0.14272122
"5-49 Units (Rent), 3 BR",    Above Median,137000,0.33448674,0.1361015,0.08650519,0.11188005
"50+ Units (Own), 0-1 BR",All Values,,0.0,0.0,0.0,0.0
"50+ Units (Own), 0-1 BR",    Below Median,60000,0.0,0.0,0.0,0.0
"50+ Units (Own), 2 BR",All Values,,0.0,0.0,0.0,0.0
"50+ Units (Own), 2 BR",    Below Median,250000,0.0,0.0,0.0,0.0
"50+ Units (Own), 2 BR",    Above Median,250000,0.0,0.0,0.0,0.0
"50+ Units (Own), 3 BR",All Values,,0.0,0.0,0.0,0.0
"50+ Units (Own), 3 BR",    Below Median,425000,0.0,0.0,0.0,0.0
"50+ Units (Rent), 0-1 BR",All Values,,0.02160639,0.0,0.00939408,0.01221231
"50+ Units (Rent), 0-1 BR",    Below Median,99000,0.03846154,0.0,0.01672241,0.02173913
"50+ Units (Rent), 0-1 BR",    Above Median,99000,0.0,0.0,0.0,0.0
"50+ Units (Rent), 2 BR",All Values,,0.11823036,0.05415713,0.06407323,0.0
