Structure,VALUE_TENURE,value_range,PSC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.12337907,0.07419962,0.03319882,0.01598063,18585.0,0.02025858,0.0900537,0.15670443,0.2701055
"Single-Family Detached  (Own/Rent), 2 BR",    Below Median,220000,0.14136288,0.09579536,0.03189727,0.01367026,9656.0,0.02875653,0.09405839,0.18866738,0.33463167
"Single-Family Detached  (Own/Rent), 2 BR",    Above Median,220000,0.10393101,0.05084556,0.03460634,0.01847911,8929.0,0.02405504,0.06436048,0.14350155,0.38073847
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.36068985,0.15431018,0.0889667,0.11741298,142233.0,0.01328134,0.33884204,0.38253767,0.06057229
"Single-Family Detached  (Own/Rent), 3 BR",    Below Median,250000,0.42018505,0.18539395,0.10175014,0.13304096,72737.0,0.02130528,0.38513786,0.45523224,0.08340894
"Single-Family Detached  (Own/Rent), 3 BR",    Above Median,250000,0.29842005,0.12177679,0.07558708,0.10105618,69496.0,0.01651902,0.27124626,0.32559385,0.09105887
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.71617965,0.28465943,0.18650256,0.24501766,244313.0,0.01385156,0.69339384,0.73896547,0.03181578
"Single-Family Detached  (Own/Rent), 4-5 BR",    Below Median,450000,0.71845503,0.29769586,0.18614919,0.23460998,123213.0,0.0197555,0.68595723,0.75095284,0.0452329
"Single-Family Detached  (Own/Rent), 4-5 BR",    Above Median,450000,0.71386457,0.27139554,0.1868621,0.25560694,121100.0,0.02217731,0.6773829,0.75034625,0.05110447
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.1428115,0.08642173,0.02662407,0.02976571,18780.0,0.02198626,0.10664411,0.17897889,0.25325266
"Single-Family Attached  (Own/Rent), 2 BR",    Below Median,219000,0.21516995,0.13459924,0.0408099,0.03976081,9532.0,0.04214317,0.14584444,0.28449547,0.32218958
"Single-Family Attached  (Own/Rent), 2 BR",    Above Median,219000,0.06823097,0.03676471,0.0120026,0.01946367,9248.0,0.0155252,0.04269202,0.09376992,0.37430143
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.40483233,0.18914115,0.10347844,0.11221273,72015.0,0.02303848,0.36693404,0.44273062,0.09361479
"Single-Family Attached  (Own/Rent), 3 BR",    Below Median,320000,0.43035651,0.19069411,0.11133642,0.12832598,36493.0,0.03380836,0.37474175,0.48597126,0.12922949
"Single-Family Attached  (Own/Rent), 3 BR",    Above Median,320000,0.37861044,0.18754575,0.09540566,0.09565903,35522.0,0.02754666,0.33329619,0.42392469,0.11968569
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.02503516,0.00421941,0.00759494,0.01322082,3555.0,0.01648922,-0.00208961,0.05215993,1.083467
"2-4 Units  (Own/Rent), 0-1 BR",    Below Median,108000,0.00805585,0.00805585,0.0,0.0,1862.0,0.00881705,-0.0064482,0.02255991,1.8004363
"2-4 Units  (Own/Rent), 0-1 BR",    Above Median,108000,0.04370939,0.0,0.01594802,0.02776137,1693.0,0.03333297,-0.01112335,0.09854213,1.2544842
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.21835883,0.11832674,0.04461324,0.05541885,9347.0,0.04320278,0.14729026,0.2894274,0.32546688
"2-4 Units  (Own/Rent), 2 BR",    Below Median,121000,0.24282787,0.16311475,0.02213115,0.05758197,4880.0,0.06564072,0.13484888,0.35080685,0.44467295
"2-4 Units  (Own/Rent), 2 BR",    Above Median,121000,0.19162749,0.06939781,0.06917394,0.05305574,4467.0,0.04813207,0.11245023,0.27080475,0.41318319
"2-4 Units (Own/Rent), 3 BR",All Values,,0.72956977,0.2708855,0.27816982,0.18051445,4393.0,0.13305187,0.51069944,0.9484401,0.29999917
"2-4 Units (Own/Rent), 3 BR",    Below Median,218000,1.0703496,0.43979284,0.41778161,0.21277514,2317.0,0.22872402,0.69409857,1.4466006,0.35152162
"2-4 Units (Own/Rent), 3 BR",    Above Median,218000,0.34922929,0.08236994,0.12235067,0.14450867,2076.0,0.13770373,0.12270666,0.57575192,0.64863583
"5-49 Units (Own), 0-1 BR",All Values,,0.0,0.0,0.0,0.0,1073.0,.,.,.,.
"5-49 Units (Own), 0-1 BR",    Below Median,275000,0.0,0.0,0.0,0.0,605.0,.,.,.,.
"5-49 Units (Own), 0-1 BR",    Above Median,275000,0.0,0.0,0.0,0.0,468.0,.,.,.,.
"5-49 Units (Own), 2 BR",All Values,,0.05819388,0.01613146,0.02517714,0.01688527,6633.0,0.01882872,0.02722064,0.08916712,0.53224224
"5-49 Units (Own), 2 BR",    Below Median,300000,0.08367708,0.02416028,0.03859753,0.02091927,3394.0,0.03464973,0.02667827,0.14067588,0.68117584
"5-49 Units (Own), 2 BR",    Above Median,300000,0.0314912,0.00771843,0.01111454,0.01265823,3239.0,0.01837159,0.00126993,0.06171247,0.95967347
"5-49 Units (Own), 3 BR",All Values,,0.15238374,0.09476455,0.01169933,0.04591986,3419.0,0.04816403,0.07315391,0.23161356,0.51993622
"5-49 Units (Own), 3 BR",    Below Median,345000,0.1708264,0.08374931,0.0,0.08707709,1803.0,0.0781608,0.04225188,0.29940092,0.75266186
"5-49 Units (Own), 3 BR",    Above Median,345000,0.13180693,0.10705446,0.02475248,0.0,1616.0,0.05563118,0.04029365,0.22332022,0.69429797
"5-49 Units (Rent), 0-1 BR",All Values,,0.05289009,0.0274667,0.01355652,0.01186687,25449.0,0.01370841,0.03033976,0.07544043,0.42636224
