Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+,Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,2.0097062,0.08675543,0.18600302,0.38762707,0.20917157,0.26793848,0.36978503,0.30083268,0.20159289,256641.0,0.0279568,1.9637172,2.0556951,0.02288342
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 88000,1.9304812,0.07497177,0.1805352,0.36756828,0.19194552,0.2901583,0.35292705,0.28257945,0.18979558,83258.0,0.04828465,1.8510529,2.0099094,0.04114428
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,88000 to 151000,2.0593722,0.11962461,0.22265152,0.45677968,0.23119042,0.25137743,0.3472943,0.27081,0.15964427,87482.0,0.0631604,1.9554734,2.1632711,0.05045171
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 151000,2.0359134,0.06470239,0.15397958,0.33664335,0.2034435,0.26326818,0.409029,0.34909954,0.2557479,85901.0,0.05906314,1.9387546,2.1330723,0.04772249
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.5804854,0.14895628,0.41208662,0.5031934,0.32649607,0.3422963,0.3704164,0.29507884,0.18196149,1031504.0,0.01843694,2.5501566,2.6108142,0.01175312
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 137000,2.6211336,0.16190937,0.46669398,0.54882632,0.32340898,0.32191149,0.35585866,0.26282526,0.1796995,339233.0,0.03402115,2.5651688,2.6770983,0.02135137
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,137000 to 227000,2.5836236,0.15278138,0.41620034,0.54970498,0.32897003,0.34887052,0.34736038,0.2662184,0.17351754,335067.0,0.03885685,2.5197041,2.6475431,0.02474026
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 227000,2.5389385,0.13306682,0.35636779,0.41622714,0.3271072,0.35548874,0.40586892,0.3527816,0.19203032,357204.0,0.03259305,2.485323,2.5925541,0.02111731
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.2626973,0.19954076,0.73248772,0.56505364,0.44691868,0.45962298,0.40805776,0.29126441,0.15975133,498650.0,0.03093367,3.2118114,3.3135832,0.01559626
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 216000,3.4172273,0.2227052,0.8015341,0.71562688,0.44160926,0.41311614,0.37186777,0.27699405,0.17377393,161267.0,0.06034559,3.3179588,3.5164958,0.02904943
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,216000 to 382000,3.2579154,0.19245202,0.72289691,0.57399926,0.46899764,0.44637527,0.39897258,0.29642861,0.15779315,166826.0,0.06700279,3.1476958,3.368135,0.03383132
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 382000,3.1212615,0.18457173,0.6765832,0.413932,0.43034294,0.51655458,0.45116295,0.29970626,0.14840786,170557.0,0.05647295,3.0283635,3.2141595,0.02976297
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,1.9509415,0.13114063,0.2055712,0.62245781,0.21929961,0.22034199,0.21324492,0.18993546,0.14894985,45089.0,0.08136637,1.8170938,2.0847891,0.06860671
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 116000,2.0373606,0.1605295,0.25231824,0.67504368,0.24237334,0.26306948,0.21616718,0.13862384,0.08923532,14882.0,0.13290024,1.8187397,2.2559815,0.10730595
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,116000 to 182000,2.0117512,0.18835686,0.21077869,0.69595462,0.21759978,0.21793746,0.19375971,0.15256298,0.13480111,14807.0,0.17059419,1.7311237,2.2923786,0.13949411
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 182000,1.808961,0.04772727,0.15538961,0.50097403,0.19863636,0.18136364,0.22915584,0.27545455,0.22025974,15400.0,0.12796316,1.5984616,2.0194604,0.1163648
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,2.3421149,0.15739148,0.36724678,0.59645164,0.27142978,0.25439314,0.23312555,0.2475672,0.21450935,35453.0,0.12063356,2.1436727,2.5405571,0.08472779
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 159000,2.6721623,0.23141994,0.56357359,0.73767803,0.33914545,0.28985757,0.19093656,0.17678032,0.14277082,11585.0,0.21863845,2.312502,3.0318225,0.13459521
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,159000 to 261000,2.3123945,0.15433141,0.39715682,0.4965793,0.29755664,0.2293203,0.26574856,0.2363394,0.23536206,11255.0,0.22549874,1.9414491,2.6833399,0.16041615
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 261000,2.065488,0.09212717,0.16023151,0.55585507,0.18591929,0.2441925,0.2427654,0.32260366,0.26179339,12613.0,0.16345699,1.7966012,2.3343747,0.13018074
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,1.3098908,0.0517642,0.04460589,0.41974946,0.1623975,0.16106199,0.23325944,0.14848153,0.08857074,37439.0,0.05396864,1.2211123,1.3986692,0.06777544
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 54000,1.2235169,0.04449153,0.02550522,0.17878096,0.07871578,0.16321708,0.32146349,0.25684485,0.15449804,12272.0,0.08249545,1.0878119,1.359222,0.11091388
"2-4 Units  (Own/Rent), 0-1 BR",Second Tercile,54000 to 84000,1.3031919,0.03733185,0.04131179,0.46875746,0.17917695,0.1827589,0.24062724,0.108334,0.04489374,12563.0,0.100905,1.1372032,1.4691806,0.1273709
"2-4 Units  (Own/Rent), 0-1 BR",Third Tercile ,Above 84000,1.4006665,0.07323072,0.06648683,0.60552206,0.22715011,0.13733735,0.14003491,0.08298953,0.06791495,12604.0,0.11650968,1.209008,1.5923249,0.13683374
"2-4 Units  (Own/Rent), 2 BR",All Values,,2.0830818,0.18924251,0.29005538,0.72264873,0.2694008,0.23629168,0.18185059,0.12590022,0.06769187,84146.0,0.06225455,1.9806731,2.1854905,0.04916213
"2-4 Units  (Own/Rent), 2 BR",First Tercile,Below 81000,1.880241,0.15097833,0.23654118,0.52953135,0.24950085,0.24416452,0.22289178,0.15907358,0.08755944,27547.0,0.10199722,1.7124556,2.0480265,0.08923613
"2-4 Units  (Own/Rent), 2 BR",Second Tercile,81000 to 109000,2.1223029,0.20018333,0.29815964,0.79565647,0.29650261,0.21971513,0.17331829,0.09973911,0.03902835,28364.0,0.12547171,1.915902,2.3287039,0.0972533
"2-4 Units  (Own/Rent), 2 BR",Third Tercile ,Above 109000,2.2415796,0.2155835,0.33412431,0.83771914,0.26159022,0.24526297,0.15038073,0.11981583,0.07710289,28235.0,0.12237718,2.0402691,2.4428901,0.08980741
"2-4 Units (Own/Rent), 3 BR",All Values,,3.1553238,0.32787427,0.92986596,0.94010761,0.38384935,0.23720974,0.16089296,0.10987351,0.06565037,21188.0,0.18567034,2.8498961,3.4607515,0.09679758
