Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+
"2-4 Units (Own/Rent), 3 BR",Second Tercile,126000 to 184000,3.5484437,0.25328803,0.87954844,1.1610039,0.46635248,0.36727313,0.28320912,0.09622972,0.0415388
"2-4 Units (Own/Rent), 3 BR",Third Tercile ,Above 184000,3.2170649,0.26073166,0.57454007,0.87312328,0.48731233,0.43709029,0.27616832,0.1931698,0.11492916
"5-49 Units (Own), 0-1 BR",All Values,,1.2744063,0.0,0.02814424,0.19085312,0.14863676,0.14863676,0.39489886,0.19788918,0.16534741
"5-49 Units (Own), 0-1 BR",First Tercile,Below 143000,1.3304348,0.0,0.0,0.24637681,0.16811594,0.16521739,0.33333333,0.24637681,0.17101449
"5-49 Units (Own), 0-1 BR",Second Tercile,143000 to 230000,1.1236559,0.0,0.02419355,0.14247312,0.05645161,0.17204301,0.61021505,0.11827957,0.0
"5-49 Units (Own), 0-1 BR",Third Tercile ,Above 230000,1.3619048,0.0,0.0547619,0.18809524,0.21428571,0.11428571,0.2547619,0.22857143,0.30714286
"5-49 Units (Own), 2 BR",All Values,,1.6721092,0.04817987,0.0495182,0.23688437,0.11991435,0.26980728,0.33163812,0.3356531,0.28051392
"5-49 Units (Own), 2 BR",First Tercile,Below 171000,1.4619423,0.02012248,0.01487314,0.19160105,0.16097988,0.32195976,0.27734033,0.223972,0.25109361
"5-49 Units (Own), 2 BR",Second Tercile,171000 to 275000,1.5865835,0.02340094,0.0624025,0.24648986,0.10920437,0.31201248,0.27067083,0.32917317,0.23322933
"5-49 Units (Own), 2 BR",Third Tercile ,Above 275000,1.9389779,0.09687262,0.06712433,0.26697178,0.09458429,0.18306636,0.43859649,0.43935927,0.35240275
"5-49 Units (Own), 3 BR",All Values,,1.4436364,0.07636364,0.05818182,0.18545455,0.28,0.27272727,0.14909091,0.21818182,0.20363636
"5-49 Units (Own), 3 BR",First Tercile,Below 162000,3.5833333,0.0,0.0,1.5,0.0,0.0,1.0,1.0833333,0.0
"5-49 Units (Own), 3 BR",Second Tercile,162000 to 295000,1.0224719,0.0,0.0,0.37078652,0.0,0.41573034,0.0,0.23595506,0.0
"5-49 Units (Own), 3 BR",Third Tercile ,Above 295000,1.5114943,0.12068966,0.09195402,0.0,0.44252874,0.2183908,0.16666667,0.14942529,0.32183908
"5-49 Units (Rent), 0-1 BR",All Values,,1.2556849,0.02394069,0.02700576,0.40400944,0.12065609,0.11622416,0.24350743,0.14857309,0.17176821
"5-49 Units (Rent), 0-1 BR",First Tercile,Below 74000,1.0861461,0.01649874,0.0104534,0.13098237,0.06347607,0.09546599,0.25528967,0.2361461,0.27783375
"5-49 Units (Rent), 0-1 BR",Second Tercile,74000 to 115000,1.3539245,0.0245527,0.07431109,0.42549301,0.16455531,0.14640199,0.27634844,0.12459188,0.11767011
"5-49 Units (Rent), 0-1 BR",Third Tercile ,Above 115000,1.3251814,0.03030658,0.0,0.63842733,0.13444886,0.1084718,0.20313597,0.08869647,0.12169436
"5-49 Units (Rent), 2 BR",All Values,,2.2532679,0.18749568,0.34483713,0.71443392,0.31399129,0.25589598,0.20070544,0.12234594,0.11356249
"5-49 Units (Rent), 2 BR",First Tercile,Below 107000,2.2403035,0.25695616,0.42263912,0.54510961,0.25505902,0.22217538,0.28899663,0.11129848,0.13806914
"5-49 Units (Rent), 2 BR",Second Tercile,107000 to 158000,2.3129167,0.175,0.34625,0.74854167,0.30125,0.34979167,0.15895833,0.15666667,0.07645833
"5-49 Units (Rent), 2 BR",Third Tercile ,Above 158000,2.207528,0.13265514,0.26836216,0.84455748,0.38331638,0.19674466,0.15625636,0.09949135,0.12614446
"5-49 Units (Rent), 3 BR",All Values,,3.3209426,0.4218387,0.89213409,1.1062064,0.37769665,0.28011948,0.16495188,0.05111185,0.0268835
"5-49 Units (Rent), 3 BR",First Tercile,Below 81000,2.9478261,0.44347826,1.1847826,0.77934783,0.30434783,0.05108696,0.12282609,0.0,0.06195652
"5-49 Units (Rent), 3 BR",Second Tercile,81000 to 131000,3.7543253,0.39677047,0.88465975,1.3863899,0.2295271,0.57554787,0.28143022,0.0,0.0
"5-49 Units (Rent), 3 BR",Third Tercile ,Above 131000,3.2944535,0.4233279,0.67781403,1.1533442,0.53752039,0.24306688,0.1141925,0.12561175,0.01957586
"50+ Units (Own), 0-1 BR",All Values,,1.1631799,0.0,0.0,0.11297071,0.24128312,0.22873082,0.20223152,0.13389121,0.24407252
"50+ Units (Own), 0-1 BR",First Tercile,Below 200000,1.0655738,0.0,0.0,0.0,0.3989071,0.21311475,0.0,0.18032787,0.27322404
"50+ Units (Own), 0-1 BR",Second Tercile,200000 to 350000,1.0,0.0,0.0,0.06521739,0.27391304,0.32608696,0.19130435,0.0,0.14347826
"50+ Units (Own), 0-1 BR",Third Tercile ,Above 350000,1.3453947,0.0,0.0,0.21710526,0.12171053,0.16447368,0.33223684,0.20723684,0.30263158
"50+ Units (Own), 2 BR",All Values,,1.3599034,0.0,0.03743961,0.46497585,0.0942029,0.16666667,0.08454106,0.24758454,0.26449275
"50+ Units (Own), 2 BR",First Tercile,Below 212000,1.48,0.0,0.248,0.232,0.0,0.328,0.272,0.304,0.096
"50+ Units (Own), 2 BR",Second Tercile,212000 to 378000,1.1804734,0.0,0.0,0.39053254,0.0,0.04733728,0.0,0.29289941,0.44970414
"50+ Units (Own), 2 BR",Third Tercile ,Above 378000,1.4849315,0.0,0.0,0.61369863,0.21369863,0.22191781,0.09863014,0.18630137,0.15068493
"50+ Units (Own), 3 BR",All Values,,2.1333333,0.0,0.6,0.0,0.0,1.5333333,0.0,0.0,0.0
"50+ Units (Own), 3 BR",Third Tercile ,Above 445000,2.1333333,0.0,0.6,0.0,0.0,1.5333333,0.0,0.0,0.0
"50+ Units (Rent), 0-1 BR",All Values,,1.2093294,0.02056719,0.00991254,0.24404983,0.0884177,0.09790618,0.21616751,0.23509144,0.29721707
"50+ Units (Rent), 0-1 BR",First Tercile,Below 33000,1.0496978,0.01007388,0.00470114,0.07118872,0.08310947,0.09922767,0.25251847,0.33462055,0.19425789
"50+ Units (Rent), 0-1 BR",Second Tercile,33000 to 89000,1.1916514,0.00228519,0.00472273,0.05301645,0.05042657,0.10222425,0.30179768,0.28656307,0.39061548
"50+ Units (Rent), 0-1 BR",Third Tercile ,Above 89000,1.3774626,0.04933018,0.02017336,0.60394011,0.13270292,0.09219858,0.09345942,0.08841608,0.29724192
"50+ Units (Rent), 2 BR",All Values,,2.0786765,0.08946078,0.26004902,0.61053922,0.25857843,0.21715686,0.25686275,0.13406863,0.25196078
"50+ Units (Rent), 2 BR",First Tercile,Below 108000,2.1388074,0.1085044,0.42130987,0.20625611,0.16422287,0.20234604,0.37341153,0.19745846,0.46529814
"50+ Units (Rent), 2 BR",Second Tercile,108000 to 191000,2.0471356,0.10949964,0.22407542,0.68382886,0.31907179,0.18274112,0.29296592,0.14648296,0.08846991
"50+ Units (Rent), 2 BR",Third Tercile ,Above 191000,2.067938,0.0613826,0.19129917,0.79678188,0.26638856,0.25446961,0.15613826,0.0852205,0.25625745
"50+ Units (Rent), 3 BR",All Values,,3.6043165,0.17266187,1.4100719,0.29496403,0.25899281,0.79856115,0.28057554,0.25179856,0.13669065
"50+ Units (Rent), 3 BR",First Tercile,Below 95000,0.88888889,0.0,0.0,0.0,0.0,0.0,0.88888889,0.0,0.0
