Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+
"5-49 Units (Rent), 0-1 BR",Third Tercile ,Above 172000,1.3568723,0.02651515,0.03400072,0.77633478,0.25450938,0.12752525,0.09731241,0.02119408,0.01948052
"5-49 Units (Rent), 2 BR",All Values,,2.5322136,0.26293625,0.58415219,0.75042354,0.33050971,0.19962244,0.21912968,0.118786,0.06665376
"5-49 Units (Rent), 2 BR",First Tercile,Below 121000,2.6326531,0.30448384,0.74407865,0.55638314,0.25338895,0.17726799,0.26679577,0.20646507,0.12378966
"5-49 Units (Rent), 2 BR",Second Tercile,121000 to 180000,2.5809141,0.29376258,0.61339465,0.66958896,0.36921529,0.21917218,0.27048002,0.10146594,0.04383444
"5-49 Units (Rent), 2 BR",Third Tercile ,Above 180000,2.3872353,0.19232971,0.4014024,1.0173154,0.3660561,0.20163137,0.1222095,0.05180309,0.03448769
"5-49 Units (Rent), 3 BR",All Values,,3.7680925,0.48318536,1.1485069,1.1396287,0.39978477,0.19666398,0.17971482,0.13720743,0.08340059
"5-49 Units (Rent), 3 BR",First Tercile,Below 97000,3.5763359,0.45419847,1.3492366,0.77099237,0.41316794,0.26431298,0.23282443,0.02194656,0.06965649
"5-49 Units (Rent), 3 BR",Second Tercile,97000 to 181000,4.2559055,0.78267717,1.2787402,1.0346457,0.36692913,0.16692913,0.25354331,0.28503937,0.08740157
"5-49 Units (Rent), 3 BR",Third Tercile ,Above 181000,3.4689064,0.23302359,0.87991422,1.5110793,0.41958542,0.1729807,0.07290922,0.08934954,0.09006433
"50+ Units (Own), 0-1 BR",All Values,,1.2120905,0.0090173,0.0090173,0.30934855,0.28119249,0.19635628,0.1430806,0.14574899,0.11832904
"50+ Units (Own), 0-1 BR",First Tercile,Below 353000,1.0986154,0.0,0.0,0.21672789,0.2223792,0.20231704,0.14947725,0.15795422,0.14975982
"50+ Units (Own), 0-1 BR",Second Tercile,353000 to 497000,1.2497244,0.00716648,0.02232635,0.30181918,0.34812569,0.21223815,0.1469129,0.16400221,0.04713341
"50+ Units (Own), 0-1 BR",Third Tercile ,Above 497000,1.2837071,0.0194542,0.00459335,0.40529587,0.27181843,0.17508781,0.13320724,0.11618481,0.15806539
"50+ Units (Own), 2 BR",All Values,,1.5544015,0.05125149,0.0447812,0.279244,0.33713605,0.14711391,0.28418185,0.20926273,0.20143027
"50+ Units (Own), 2 BR",First Tercile,Below 550000,1.4595792,0.0,0.02325581,0.23366556,0.2751938,0.13233666,0.34772979,0.21539313,0.23200443
"50+ Units (Own), 2 BR",Second Tercile,550000 to 800000,1.6229155,0.11888112,0.03496503,0.24583109,0.45239376,0.16514255,0.2711135,0.17482517,0.15976331
"50+ Units (Own), 2 BR",Third Tercile ,Above 800000,1.5742754,0.03623188,0.07065217,0.3446558,0.29076087,0.14402174,0.24320652,0.23324275,0.21150362
"50+ Units (Own), 3 BR",All Values,,2.0476673,0.17342799,0.26267748,0.07200811,0.29208925,0.10851927,0.19472617,0.42089249,0.52332657
"50+ Units (Own), 3 BR",First Tercile,Below 636000,2.1182266,0.52216749,0.13793103,0.34975369,0.48275862,0.14778325,0.00985222,0.12315271,0.34482759
"50+ Units (Own), 3 BR",Second Tercile,636000 to 1007000,1.9806295,0.04116223,0.37772397,0.0,0.25423729,0.09927361,0.07263923,0.48668281,0.64891041
"50+ Units (Own), 3 BR",Third Tercile ,Above 1007000,2.0837838,0.12972973,0.2027027,0.0,0.22972973,0.0972973,0.43243243,0.51081081,0.48108108
"50+ Units (Rent), 0-1 BR",All Values,,1.3646807,0.03568637,0.03850729,0.69734561,0.22113653,0.10017673,0.10202902,0.09774666,0.07205248
"50+ Units (Rent), 0-1 BR",First Tercile,Below 175000,1.2959627,0.06712938,0.06479814,0.32462647,0.13733178,0.10813818,0.19873901,0.23699269,0.15820706
"50+ Units (Rent), 0-1 BR",Second Tercile,175000 to 242000,1.3258576,0.01744874,0.04643139,0.77296924,0.23319203,0.11785292,0.05421924,0.03805205,0.04569203
"50+ Units (Rent), 0-1 BR",Third Tercile ,Above 242000,1.4705852,0.02433448,0.00513107,0.97678317,0.28906726,0.07432432,0.05857549,0.02575696,0.01661248
"50+ Units (Rent), 2 BR",All Values,,2.1016552,0.1465523,0.19888762,0.99021644,0.29518193,0.17784628,0.1245058,0.1018562,0.06660859
"50+ Units (Rent), 2 BR",First Tercile,Below 231000,2.0548694,0.14942296,0.34622393,0.71046771,0.20004049,0.22028751,0.13950192,0.14314639,0.1457785
"50+ Units (Rent), 2 BR",Second Tercile,231000 to 342000,2.199671,0.11865104,0.1566934,1.3370348,0.33847419,0.09952704,0.08245939,0.02405922,0.04277195
"50+ Units (Rent), 2 BR",Third Tercile ,Above 342000,2.0537004,0.17027924,0.09685608,0.9306776,0.34583089,0.21128686,0.14997071,0.13591095,0.01288811
"50+ Units (Rent), 3 BR",All Values,,3.1019157,0.08888889,0.29348659,1.9118774,0.27203065,0.31264368,0.09961686,0.09808429,0.02528736
"50+ Units (Rent), 3 BR",First Tercile,Below 177000,1.8990826,0.0,0.0733945,0.67278287,0.13149847,0.45259939,0.16207951,0.3853211,0.02140673
"50+ Units (Rent), 3 BR",Second Tercile,177000 to 356000,3.2719101,0.0494382,0.4247191,2.1011236,0.18651685,0.38426966,0.07191011,0.0,0.05393258
"50+ Units (Rent), 3 BR",Third Tercile ,Above 356000,3.6979362,0.17636023,0.31894934,2.5140713,0.42964353,0.16697936,0.08442777,0.00375235,0.00375235
All Housing Types (Own) 0-1 BR,All Values,,1.2591053,0.01603126,0.01923751,0.36165523,0.2927709,0.20790542,0.15259757,0.11612645,0.09278092
