Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
All Housing Types (Own) 4-5 BR,All Values,,0.67178423,0.27669709,0.16733436,0.22775278,352707.0,0.01184794,0.65229437,0.69127409,0.02901208
All Housing Types (Own) 4-5 BR,First Tercile,Below 200000,0.65890774,0.27391269,0.16659675,0.21839829,112043.0,0.02238293,0.62208781,0.69572767,0.05588025
All Housing Types (Own) 4-5 BR,Second Tercile,200000 to 330000,0.66360164,0.28531828,0.16219026,0.2160931,118324.0,0.02526089,0.62204748,0.70515579,0.06261913
All Housing Types (Own) 4-5 BR,Third Tercile ,Above 330000,0.69149093,0.27090894,0.17298512,0.24759686,122340.0,0.02150064,0.65612238,0.72685947,0.05114824
All Housing Types (Rent) 0-1 BR,All Values,,0.05174868,0.03290625,0.0092308,0.00961164,110283.0,0.00559906,0.04253824,0.06095913,0.17798419
All Housing Types (Rent) 0-1 BR,First Tercile,Below 59000,0.04323835,0.01902487,0.01023994,0.01397354,36426.0,0.00976781,0.02717029,0.0593064,0.37161583
All Housing Types (Rent) 0-1 BR,Second Tercile,59000 to 92000,0.05654413,0.0440363,0.00670355,0.00580429,36697.0,0.01093358,0.0385584,0.07452987,0.31808317
All Housing Types (Rent) 0-1 BR,Third Tercile ,Above 92000,0.05535522,0.03552207,0.01073735,0.0090958,37160.0,0.01046077,0.03814726,0.07256318,0.31086431
All Housing Types (Rent) 2 BR,All Values,,0.27852329,0.15299212,0.05709259,0.06843857,184735.0,0.01121002,0.2600828,0.29696378,0.06620807
All Housing Types (Rent) 2 BR,First Tercile,Below 78000,0.29470107,0.16377183,0.05645333,0.07447591,61201.0,0.01714515,0.26649729,0.32290484,0.09570299
All Housing Types (Rent) 2 BR,Second Tercile,78000 to 107000,0.28568403,0.16650646,0.05457893,0.06459864,61379.0,0.02175653,0.24989454,0.32147352,0.12527649
All Housing Types (Rent) 2 BR,Third Tercile ,Above 107000,0.25552248,0.12903226,0.06020433,0.0662859,62155.0,0.01659128,0.22822982,0.28281514,0.10681119
All Housing Types (Rent) 3 BR,All Values,,0.81039083,0.38172971,0.19896542,0.2296957,146533.0,0.02496363,0.76932566,0.85145601,0.0506733
All Housing Types (Rent) 3 BR,First Tercile,Below 96000,0.7971325,0.40348962,0.17864206,0.21500082,48544.0,0.04308407,0.7262592,0.8680058,0.08891031
All Housing Types (Rent) 3 BR,Second Tercile,96000 to 128000,0.83139618,0.36773056,0.21124162,0.252424,48783.0,0.04862714,0.75140454,0.91138782,0.09621362
All Housing Types (Rent) 3 BR,Third Tercile ,Above 128000,0.80264602,0.37414136,0.20684469,0.22165996,49206.0,0.04671848,0.72579412,0.87949791,0.09574818
All Housing Types (Rent) 4-5 BR,All Values,,1.2068999,0.53662144,0.3118449,0.35843354,31102.0,0.07222795,1.0880849,1.3257148,0.09844642
All Housing Types (Rent) 4-5 BR,First Tercile,Below 105000,1.1383196,0.52326372,0.32549781,0.28955804,10295.0,0.1226303,0.93659273,1.3400464,0.17721459
All Housing Types (Rent) 4-5 BR,Second Tercile,105000 to 165000,1.2939819,0.56268025,0.3164776,0.41482407,10402.0,0.12893597,1.0818823,1.5060816,0.16391239
All Housing Types (Rent) 4-5 BR,Third Tercile ,Above 165000,1.1876982,0.52378664,0.29370495,0.37020663,10405.0,0.1390449,0.95896937,1.4164271,0.19258163
