Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+
All Housing Types (Own) 3 BR,First Tercile,Below 129000,2.4090996,0.09841315,0.33576187,0.40591388,0.26074367,0.32387828,0.39719961,0.34113712,0.24605203
All Housing Types (Own) 3 BR,Second Tercile,129000 to 200000,2.4348325,0.13892769,0.34218994,0.47995365,0.29267674,0.32148141,0.36912189,0.30398547,0.18649574
All Housing Types (Own) 3 BR,Third Tercile ,Above 200000,2.4825266,0.13049931,0.34630087,0.37572092,0.30727543,0.33096909,0.42858386,0.36719018,0.19598692
All Housing Types (Own) 4-5 BR,All Values,,3.2350728,0.19960212,0.74384913,0.51367198,0.45610824,0.46754723,0.41436827,0.28617103,0.1537548
All Housing Types (Own) 4-5 BR,First Tercile,Below 188000,3.2753403,0.1962126,0.73467414,0.60258317,0.42730421,0.41572987,0.41829848,0.28561475,0.1949231
All Housing Types (Own) 4-5 BR,Second Tercile,188000 to 318000,3.2438703,0.21225095,0.75447976,0.52448728,0.47057349,0.46717973,0.39358214,0.27919678,0.14212021
All Housing Types (Own) 4-5 BR,Third Tercile ,Above 318000,3.1895835,0.1910597,0.74253929,0.42118619,0.46946731,0.51596345,0.42992773,0.29313123,0.12630858
All Housing Types (Rent) 0-1 BR,All Values,,1.2868901,0.03127334,0.03315596,0.46889003,0.15160568,0.14878174,0.21451799,0.13432755,0.10433781
All Housing Types (Rent) 0-1 BR,First Tercile,Below 58000,1.1827418,0.01812296,0.03270167,0.19226407,0.11048627,0.16920278,0.30397902,0.23335381,0.12263126
All Housing Types (Rent) 0-1 BR,Second Tercile,58000 to 86000,1.3119532,0.04325146,0.03134503,0.50166082,0.17756725,0.1545731,0.22474854,0.10180117,0.07700585
All Housing Types (Rent) 0-1 BR,Third Tercile ,Above 86000,1.3636364,0.03229665,0.03537909,0.70597166,0.16610692,0.12320574,0.1173629,0.06990707,0.11340633
All Housing Types (Rent) 2 BR,All Values,,2.1443007,0.18908769,0.30411465,0.77299563,0.27150089,0.22565736,0.19851178,0.1201997,0.06223304
All Housing Types (Rent) 2 BR,First Tercile,Below 81000,1.9959413,0.16231557,0.26225606,0.59007614,0.26661988,0.23759899,0.2413067,0.15856208,0.07720594
All Housing Types (Rent) 2 BR,Second Tercile,81000 to 106000,2.221828,0.22689076,0.34312736,0.81723431,0.27860261,0.21569617,0.18819966,0.10499748,0.04707961
All Housing Types (Rent) 2 BR,Third Tercile ,Above 106000,2.2116812,0.17723925,0.30584661,0.90784038,0.26912945,0.22398515,0.16692612,0.09789247,0.06282182
All Housing Types (Rent) 3 BR,All Values,,3.1415286,0.3128673,0.8069988,0.93108889,0.45017196,0.31506278,0.19128155,0.0917507,0.04230666
All Housing Types (Rent) 3 BR,First Tercile,Below 96000,2.804891,0.25811169,0.71337451,0.78323459,0.37650321,0.2891466,0.22372369,0.11788731,0.04290937
All Housing Types (Rent) 3 BR,Second Tercile,96000 to 128000,3.3338274,0.34354981,0.88968723,0.97857053,0.48998869,0.32975757,0.17141063,0.07923628,0.05162668
All Housing Types (Rent) 3 BR,Third Tercile ,Above 128000,3.2828481,0.33644164,0.81746937,1.0296612,0.48333416,0.3260503,0.17898418,0.07839393,0.03251327
All Housing Types (Rent) 4-5 BR,All Values,,4.1008879,0.37694862,1.2603362,1.253355,0.53087298,0.34614342,0.19032127,0.10980073,0.03310967
All Housing Types (Rent) 4-5 BR,First Tercile,Below 110000,3.790828,0.36273086,1.1804316,1.1172442,0.42405063,0.34996887,0.17233866,0.12855364,0.05550944
All Housing Types (Rent) 4-5 BR,Second Tercile,110000 to 161000,4.1636857,0.34937701,1.3830386,1.1201768,0.64228296,0.29039389,0.23271704,0.11565514,0.03004421
All Housing Types (Rent) 4-5 BR,Third Tercile ,Above 161000,4.3391813,0.41843114,1.2148619,1.5192579,0.52288768,0.39836661,0.16525509,0.08570276,0.01441823
