Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+,Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,1.9995918,0.09464421,0.1809876,0.38898571,0.2107937,0.26224593,0.37118561,0.29852175,0.19222726,418874.0,0.02492679,1.9585872,2.0405963,0.02050647
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 86000,1.92887,0.09540429,0.17999688,0.35761014,0.21995411,0.25991134,0.37026339,0.2748294,0.1709005,134669.0,0.04211633,1.8595887,1.9981514,0.03591811
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,86000 to 150000,2.0745112,0.11500671,0.21338321,0.50159526,0.2278817,0.28262864,0.33937319,0.24502718,0.1496153,141670.0,0.04689546,1.9973682,2.1516542,0.03718612
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 150000,1.9919458,0.07368716,0.14972463,0.30670362,0.18515452,0.24419265,0.40367629,0.37407654,0.25473042,142535.0,0.03629031,1.9322483,2.0516434,0.02996947
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.5709793,0.14701632,0.40910601,0.5034084,0.30623413,0.33783199,0.39299461,0.29972495,0.17466291,1547352.0,0.01484339,2.5465619,2.5953967,0.00949731
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 129000,2.5793255,0.15557165,0.4455144,0.54906326,0.30475919,0.324149,0.35882426,0.26628235,0.17516133,505317.0,0.02957241,2.5306788,2.6279721,0.01886021
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,129000 to 209000,2.5890643,0.15818197,0.42853884,0.54788026,0.32213359,0.32638227,0.36750026,0.27840595,0.16004115,499684.0,0.03071625,2.5385361,2.6395925,0.01951602
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 209000,2.5465409,0.12875794,0.3572797,0.41989782,0.29295973,0.3611296,0.44832037,0.35052577,0.18766998,542351.0,0.02531129,2.5049038,2.588178,0.01635044
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.2754999,0.19901514,0.74679373,0.59814108,0.43276015,0.47320941,0.42241585,0.26284746,0.14031707,804984.0,0.02149869,3.2401345,3.3108652,0.01079693
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 194000,3.3835882,0.22336796,0.79992978,0.73849018,0.43840853,0.41040469,0.37817602,0.24451975,0.15029132,253501.0,0.0509208,3.2998235,3.4673529,0.02475618
