Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+,Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,2.1110809,0.11834733,0.2329965,0.42933915,0.22897058,0.26071415,0.35157265,0.30275445,0.18638607,161702.0,0.04353097,2.0394724,2.1826893,0.03392027
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 86000,2.0506336,0.12841504,0.21447881,0.42268832,0.1911463,0.25343661,0.36568953,0.29469507,0.18008397,52159.0,0.07469212,1.9277651,2.1735022,0.05991735
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,86000 to 148000,2.2173649,0.15215913,0.29952019,0.52377888,0.26402191,0.27466588,0.31753589,0.24721952,0.13846352,54397.0,0.09487026,2.0613034,2.3734265,0.07038155
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 148000,2.0634135,0.07547238,0.18489102,0.34247271,0.23017082,0.25383527,0.37179487,0.36515794,0.23961847,55146.0,0.0813829,1.9295386,2.1972884,0.06488029
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.6373984,0.15495802,0.43163599,0.52473631,0.33103239,0.32633569,0.38587589,0.29652872,0.18629545,664509.0,0.02519118,2.595959,2.6788379,0.01571226
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 134000,2.6739122,0.15300411,0.46376752,0.54397982,0.3092075,0.31218122,0.38865105,0.29998251,0.20313852,217236.0,0.04539145,2.5992433,2.7485812,0.02792498
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,134000 to 210000,2.66866,0.16413087,0.46250168,0.59140694,0.35599838,0.31692845,0.3503062,0.25933802,0.16804947,215383.0,0.04414041,2.596049,2.741271,0.02720878
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 210000,2.5741558,0.14826858,0.37286645,0.44478416,0.32828928,0.34833326,0.41631377,0.32783647,0.18746388,231890.0,0.0477035,2.4956836,2.6526281,0.03048466
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.3971862,0.20758864,0.7797997,0.62411499,0.48143753,0.44121883,0.41278004,0.285879,0.16436749,295758.0,0.04636558,3.3209148,3.4734576,0.02245134
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 205000,3.5407198,0.22201151,0.81032432,0.77566348,0.45804806,0.40950146,0.39667642,0.27858314,0.18991139,93333.0,0.09125851,3.3905995,3.69084,0.04239823
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,205000 to 325000,3.3844002,0.20582874,0.7666702,0.6425286100000001,0.4999894,0.41749682,0.40192878,0.28467571,0.1652819,94360.0,0.09133275,3.2341578,3.5346425,0.04439262
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 325000,3.2843844,0.19666867,0.76490075,0.47714801,0.48543932,0.48932587,0.43616342,0.29323093,0.14150743,108065.0,0.08988604,3.1365219,3.4322469,0.04501986
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,2.0213183,0.1276298,0.24896207,0.60740775,0.29892242,0.2289033,0.22073984,0.18524047,0.10351262,21437.0,0.1176407,1.8277993,2.2148372,0.09573898
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 109000,2.0502477,0.14069356,0.29469214,0.52710545,0.25874027,0.27643312,0.25251238,0.20651097,0.0935598,7065.0,0.19048475,1.7369003,2.3635951,0.15283393
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,109000 to 152000,2.1525157,0.18010292,0.33190395,0.67638651,0.36620926,0.2205546,0.19797027,0.09219554,0.08719268,6996.0,0.23755732,1.7617339,2.5432975,0.18154655
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 152000,1.8691703,0.06534707,0.12649132,0.61889913,0.27359002,0.1912961,0.21190347,0.25311822,0.12852495,7376.0,0.17821986,1.5759986,2.1623419,0.15684588
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,2.8140068,0.23288332,0.53929605,0.72920685,0.36029412,0.26585101,0.28158149,0.23402845,0.17086548,16592.0,0.1617843,2.5478716,3.0801419,0.09457517
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 130000,3.1815799,0.25121677,0.652003,0.8036316,0.39123924,0.35492325,0.3528641,0.20198428,0.17371771,5342.0,0.35535962,2.5970134,3.7661465,0.18373468
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,130000 to 183000,2.7505427,0.295767,0.54775687,0.77966715,0.31819826,0.22322721,0.24692475,0.20748915,0.1315123,5528.0,0.27156125,2.3038244,3.197261,0.16241095
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 183000,2.5321566,0.15501573,0.42590003,0.61097518,0.3720727,0.22387277,0.24851451,0.28958406,0.2062216,5722.0,0.23635168,2.1433581,2.9209551,0.15354442
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,1.3792029,0.07169446,0.06724571,0.44802227,0.18018945,0.17976576,0.20264504,0.15579699,0.07384317,33043.0,0.06442826,1.2732184,1.4851873,0.07684474
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 65000,1.3297697,0.06752558,0.06231725,0.27403143,0.11120249,0.21756213,0.26078216,0.21335892,0.12298977,10944.0,0.10708567,1.1536138,1.5059257,0.13247101
"2-4 Units  (Own/Rent), 0-1 BR",Second Tercile,65000 to 96000,1.4574147,0.10419907,0.08517062,0.48842741,0.20300064,0.16768823,0.19668832,0.15853993,0.05370048,10931.0,0.12677008,1.2488779,1.6659515,0.14308678
"2-4 Units  (Own/Rent), 0-1 BR",Third Tercile ,Above 96000,1.3510924,0.0439649,0.0545308,0.57897564,0.22546562,0.15454871,0.1515043,0.09670487,0.04539756,11168.0,0.11066991,1.1690404,1.5331444,0.1347443
"2-4 Units  (Own/Rent), 2 BR",All Values,,2.227173,0.22672536,0.35135417,0.7475789,0.30975155,0.21414609,0.19644856,0.12618071,0.05498769,67015.0,0.08138105,2.0933012,2.3610448,0.06010841
