Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
All Housing Types (Rent) 0-1 BR,Second Tercile,75000 to 115000,0.03990597,0.02603794,0.00767622,0.00619181,173132.0,0.00384141,0.03358684,0.04622509,0.15835041
All Housing Types (Rent) 0-1 BR,Third Tercile ,Above 115000,0.03044601,0.01681217,0.00560406,0.00802978,172732.0,0.00373771,0.02429747,0.03659455,0.20194885
All Housing Types (Rent) 2 BR,All Values,,0.27541988,0.14605239,0.05836706,0.07100043,515856.0,0.00697099,0.26395261,0.28688716,0.0416356
All Housing Types (Rent) 2 BR,First Tercile,Below 98000,0.25631132,0.13715877,0.04926341,0.06988914,169497.0,0.01270393,0.23541336,0.27720929,0.08153352
All Housing Types (Rent) 2 BR,Second Tercile,98000 to 139000,0.31402891,0.16656193,0.07053947,0.07692751,173449.0,0.01261378,0.29327924,0.33477857,0.06607565
All Housing Types (Rent) 2 BR,Third Tercile ,Above 139000,0.2554219,0.13419698,0.05508068,0.06614424,172910.0,0.01144353,0.23659728,0.27424651,0.07370008
All Housing Types (Rent) 3 BR,All Values,,0.78904624,0.38430978,0.17970916,0.2250273,341563.0,0.01709305,0.76092816,0.81716431,0.03563552
All Housing Types (Rent) 3 BR,First Tercile,Below 108000,0.68224472,0.33393419,0.15904994,0.18926059,113172.0,0.02737179,0.63721813,0.72727132,0.06599772
All Housing Types (Rent) 3 BR,Second Tercile,108000 to 152000,0.89918899,0.44992328,0.20177108,0.24749463,114055.0,0.03370731,0.84374046,0.95463751,0.06166504
All Housing Types (Rent) 3 BR,Third Tercile ,Above 152000,0.7848884,0.36872026,0.17815036,0.23801777,114336.0,0.02999424,0.73554788,0.83422892,0.06286311
All Housing Types (Rent) 4-5 BR,All Values,,1.1231516,0.48804879,0.29612993,0.33897286,91497.0,0.04851504,1.0433443,1.2029588,0.07105652
All Housing Types (Rent) 4-5 BR,First Tercile,Below 114000,1.0033178,0.46366862,0.26134945,0.27829972,30442.0,0.06426057,0.89760914,1.1090264,0.10535908
All Housing Types (Rent) 4-5 BR,Second Tercile,114000 to 171000,1.3578039,0.54673143,0.36745209,0.44362037,30472.0,0.09693927,1.1983388,1.517269,0.1174434
All Housing Types (Rent) 4-5 BR,Third Tercile ,Above 171000,1.0086322,0.45384691,0.25968675,0.29509858,30583.0,0.08627248,0.86671402,1.1505505,0.14070363
