Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,2.0729094,0.09694603,0.21044945,0.38728448,0.21184076,0.2561629,0.36974318,0.31738833,0.22309425
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 70000,2.0285661,0.10246324,0.21394118,0.36810434,0.20616746,0.25025756,0.40252412,0.2951906,0.18991758
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,70000 to 118000,2.1302639,0.12413438,0.24527419,0.49326221,0.24726277,0.27725529,0.3144067,0.25991952,0.16874883
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 118000,2.0604153,0.06563473,0.17376403,0.30415985,0.18335163,0.24161645,0.39136668,0.39365158,0.30687037
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.5878191,0.15662119,0.43225428,0.50185078,0.32345969,0.32396887,0.35551241,0.30133273,0.19281914
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 100000,2.5898733,0.1569777,0.44844594,0.5322307,0.31459732,0.31208201,0.3536698,0.2825926,0.18927718
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,100000 to 171000,2.6989167,0.18893227,0.50398739,0.5922013,0.36157046,0.32046522,0.32855484,0.24615934,0.15704588
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 171000,2.479662,0.12538971,0.34857387,0.38715109,0.2952686,0.33839114,0.38300845,0.37155059,0.23032854
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.3651469,0.2108152,0.86014677,0.56833078,0.50308398,0.44861041,0.3706798,0.25727649,0.14620342
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 156000,3.4995241,0.23206091,0.88854142,0.723597,0.46500561,0.41836908,0.35822088,0.25534519,0.15838404
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,156000 to 293000,3.3605512,0.18833036,0.86285617,0.59135834,0.50451646,0.46731309,0.35861189,0.24468827,0.14287658
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 293000,3.2448404,0.21194505,0.83131676,0.40307843,0.53705454,0.45932193,0.39340517,0.27072502,0.13799351
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,2.0534633,0.18973833,0.25346331,0.61867624,0.22503848,0.15392509,0.23519754,0.16131349,0.21611083
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 87000,2.132854,0.23257268,0.34698343,0.56267584,0.21444201,0.20506408,0.25351672,0.15848703,0.15911222
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,87000 to 114000,2.2193411,0.27486272,0.2699817,0.71537523,0.28676022,0.15161684,0.21568029,0.14795607,0.15710799
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 114000,1.8093635,0.0624235,0.14534884,0.57649939,0.17350061,0.10618115,0.23684211,0.17747858,0.33108935
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,2.9667761,0.27025607,0.60091924,0.8996717,0.42678923,0.17124097,0.22009192,0.20774787,0.17005909
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 107000,3.0392078,0.40824576,0.62934519,0.8589329,0.45068715,0.1519806,0.26839127,0.17987065,0.09175424
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,107000 to 142000,3.1279352,0.23603239,0.87773279,1.1198381,0.49959514,0.11093117,0.14736842,0.07935223,0.05708502
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 142000,2.7506552,0.1740921,0.31860726,0.73380756,0.33732684,0.24485212,0.24260577,0.35230251,0.34706103
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,1.2674234,0.02606897,0.05704391,0.31763744,0.14073397,0.18503198,0.24659709,0.17055457,0.12375547
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 37000,1.132924,0.01366078,0.0475825,0.12494244,0.10590944,0.1161934,0.27582502,0.26216424,0.1866462
"2-4 Units  (Own/Rent), 0-1 BR",Second Tercile,37000 to 66000,1.2570185,0.02498596,0.06162268,0.23947221,0.17504211,0.22641774,0.26866929,0.14963504,0.1111735
"2-4 Units  (Own/Rent), 0-1 BR",Third Tercile ,Above 66000,1.4003076,0.03845078,0.06110179,0.57102908,0.138283,0.20651566,0.19798658,0.10794183,0.07899888
"2-4 Units  (Own/Rent), 2 BR",All Values,,2.1499938,0.2158683,0.33370467,0.76628296,0.21581879,0.18915707,0.21747741,0.12607996,0.08560465
"2-4 Units  (Own/Rent), 2 BR",First Tercile,Below 68000,1.8904988,0.22503962,0.25854652,0.54886424,0.22609614,0.19198551,0.22654894,0.13425402,0.07916384
"2-4 Units  (Own/Rent), 2 BR",Second Tercile,68000 to 92000,2.2385939,0.19498878,0.3973074,0.86746447,0.1946896,0.19670905,0.20104712,0.1065819,0.07980553
"2-4 Units  (Own/Rent), 2 BR",Third Tercile ,Above 92000,2.3136344,0.22731233,0.34427182,0.87723247,0.22644112,0.17910556,0.22469871,0.13714244,0.09742994
"2-4 Units (Own/Rent), 3 BR",All Values,,3.1863415,0.40663415,0.99278049,0.85287805,0.3497561,0.23931707,0.15063415,0.10926829,0.08507317
"2-4 Units (Own/Rent), 3 BR",First Tercile,Below 83000,3.2785081,0.5551819,1.1904616,0.69703455,0.37694895,0.20605319,0.12626108,0.09202079,0.03454601
"2-4 Units (Own/Rent), 3 BR",Second Tercile,83000 to 117000,3.1125731,0.34736842,0.78128655,0.91900585,0.39064327,0.27748538,0.12807018,0.13654971,0.13216374
"2-4 Units (Own/Rent), 3 BR",Third Tercile ,Above 117000,3.1725204,0.32705816,1.0143299,0.93256533,0.28547345,0.23321158,0.19471762,0.09890419,0.08626019
"5-49 Units (Own), 0-1 BR",All Values,,1.1111111,0.0,0.0,0.18128655,0.10526316,0.0877193,0.25146199,0.0,0.48538012
"5-49 Units (Own), 0-1 BR",First Tercile,Below 100000,0.96296296,0.0,0.0,0.40740741,0.0,0.55555556,0.0,0.0,0.0
"5-49 Units (Own), 0-1 BR",Second Tercile,100000 to 180000,1.1111111,0.0,0.0,0.0,0.44444444,0.0,0.66666667,0.0,0.0
"5-49 Units (Own), 0-1 BR",Third Tercile ,Above 180000,1.1407407,0.0,0.0,0.14814815,0.1037037,0.0,0.27407407,0.0,0.61481481
"5-49 Units (Own), 2 BR",All Values,,1.6859206,0.01714801,0.10018051,0.39350181,0.03790614,0.15162455,0.39801444,0.34296029,0.24458484
"5-49 Units (Own), 2 BR",First Tercile,Below 100000,1.5414201,0.05621302,0.16863905,0.09171598,0.0,0.1183432,0.56508876,0.34911243,0.19230769
"5-49 Units (Own), 2 BR",Second Tercile,100000 to 180000,1.398374,0.0,0.0,0.37804878,0.0,0.0,0.15447154,0.46341463,0.40243902
"5-49 Units (Own), 2 BR",Third Tercile ,Above 180000,1.9141221,0.0,0.10305344,0.59541985,0.08015267,0.24427481,0.40458015,0.28244275,0.20419847
"5-49 Units (Own), 3 BR",All Values,,2.4565217,0.22282609,0.07608696,0.7173913,0.0,0.85869565,0.10869565,0.47282609,0.0
"5-49 Units (Own), 3 BR",First Tercile,Below 85000,3.6666667,1.1111111,1.5555556,1.0,0.0,0.0,0.0,0.0,0.0
"5-49 Units (Own), 3 BR",Second Tercile,85000 to 92000,0.96551724,0.0,0.0,0.0,0.0,0.96551724,0.0,0.0,0.0
"5-49 Units (Own), 3 BR",Third Tercile ,Above 92000,2.6780822,0.21232877,0.0,0.84246575,0.0,0.89041096,0.1369863,0.59589041,0.0
"5-49 Units (Rent), 0-1 BR",All Values,,1.3334067,0.05771911,0.04693803,0.60953429,0.14037404,0.12318787,0.15504217,0.10751742,0.09309375
"5-49 Units (Rent), 0-1 BR",First Tercile,Below 60000,1.2600991,0.05909296,0.04460129,0.34044151,0.10421985,0.13357862,0.23907494,0.18628923,0.15280072
"5-49 Units (Rent), 0-1 BR",Second Tercile,60000 to 84000,1.3795684,0.07883456,0.07411175,0.6395408,0.18629659,0.13194798,0.13754269,0.08224951,0.04904454
"5-49 Units (Rent), 0-1 BR",Third Tercile ,Above 84000,1.3580729,0.03537326,0.02213542,0.83890336,0.12948495,0.10445602,0.09150752,0.0567853,0.07942708
"5-49 Units (Rent), 2 BR",All Values,,2.1889018,0.20572378,0.34918478,0.97724724,0.26740424,0.15085835,0.1344893,0.06383713,0.040157
"5-49 Units (Rent), 2 BR",First Tercile,Below 74000,2.0593476,0.21485654,0.36008123,0.84973143,0.24793659,0.11607494,0.14365256,0.0805057,0.04650858
"5-49 Units (Rent), 2 BR",Second Tercile,74000 to 98000,2.276807,0.25017732,0.35598685,0.98600812,0.27422787,0.19072796,0.11000064,0.07730995,0.0323683
"5-49 Units (Rent), 2 BR",Third Tercile ,Above 98000,2.2283076,0.15256846,0.33175143,1.0933752,0.27967678,0.14525749,0.14987494,0.03411787,0.04168537
"5-49 Units (Rent), 3 BR",All Values,,3.6935722,0.46322445,1.2195996,1.1683878,0.38482613,0.22950474,0.11865121,0.07144362,0.03793467
"5-49 Units (Rent), 3 BR",First Tercile,Below 83000,3.8170895,0.79506008,1.2977303,1.0,0.27436582,0.24165554,0.17222964,0.01068091,0.02536716
"5-49 Units (Rent), 3 BR",Second Tercile,83000 to 116000,3.6014286,0.38,1.4378571,1.0478571,0.455,0.14,0.08285714,0.05714286,0.00071429
"5-49 Units (Rent), 3 BR",Third Tercile ,Above 116000,3.6632377,0.2571738,0.99079589,1.3963184,0.42122361,0.28749323,0.1023281,0.1315647,0.07634001
"50+ Units (Own), 0-1 BR",All Values,,1.8108108,0.11351351,0.0,0.2,1.2,0.08648649,0.01081081,0.08108108,0.11891892
"50+ Units (Own), 0-1 BR",First Tercile,Below 175000,1.0,0.0,0.0,0.0,0.0,0.0,0.28571429,0.71428571,0.0
"50+ Units (Own), 0-1 BR",Second Tercile,175000 to 279000,1.0,0.0,0.0,0.62962963,0.0,0.0,0.0,0.37037037,0.0
"50+ Units (Own), 0-1 BR",Third Tercile ,Above 279000,1.9933775,0.13907285,0.0,0.13245033,1.4701987,0.10596026,0.0,0.0,0.14569536
"50+ Units (Own), 2 BR",All Values,,1.7518248,0.0,0.2919708,0.11922141,0.41119221,0.10462287,0.23357664,0.29683698,0.29440389
"50+ Units (Own), 2 BR",First Tercile,Below 250000,1.3956044,0.0,0.0,0.0,0.0,0.0,0.18681319,1.0,0.20879121
