Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12)
"50+ Units (Rent), 3 BR",    Below Median,92000,1.0623306,0.45257453,0.08943089,0.5203252
"50+ Units (Rent), 3 BR",    Above Median,92000,0.90625,0.5,0.05625,0.35
All Housing Types (Own) 0-1 BR,All Values,,0.10842697,0.04634831,0.03426966,0.02780899
All Housing Types (Own) 0-1 BR,    Below Median,100000,0.03896788,0.0226435,0.01632438,0.0
All Housing Types (Own) 0-1 BR,    Above Median,100000,0.18783865,0.07344973,0.05478627,0.05960265
All Housing Types (Own) 2 BR,All Values,,0.15904468,0.07519024,0.03382807,0.05002637
All Housing Types (Own) 2 BR,    Below Median,145000,0.16414211,0.08606445,0.03566511,0.04241256
All Housing Types (Own) 2 BR,    Above Median,145000,0.15288637,0.0620529,0.03160872,0.05922475
All Housing Types (Own) 3 BR,All Values,,0.49180458,0.21305811,0.12349959,0.15524689
All Housing Types (Own) 3 BR,    Below Median,180000,0.54130416,0.21912746,0.13713151,0.18504519
All Housing Types (Own) 3 BR,    Above Median,180000,0.4340965,0.20598227,0.10760709,0.12050714
All Housing Types (Own) 4-5 BR,All Values,,0.89494041,0.35813403,0.22517957,0.31162681
All Housing Types (Own) 4-5 BR,    Below Median,275000,0.92374415,0.38776911,0.21962559,0.31634945
All Housing Types (Own) 4-5 BR,    Above Median,275000,0.86544176,0.32778399,0.23086755,0.30679022
All Housing Types (Rent) 0-1 BR,All Values,,0.11408301,0.06735709,0.01981571,0.02691022
All Housing Types (Rent) 0-1 BR,    Below Median,84000,0.15582329,0.09590361,0.02425703,0.03566265
All Housing Types (Rent) 0-1 BR,    Above Median,84000,0.07105002,0.03792647,0.01523683,0.01788672
All Housing Types (Rent) 2 BR,All Values,,0.29345501,0.16718334,0.0556259,0.07064577
All Housing Types (Rent) 2 BR,    Below Median,94000,0.36947035,0.19363395,0.0758963,0.0999401
All Housing Types (Rent) 2 BR,    Above Median,94000,0.2142475,0.13962197,0.03450428,0.04012126
All Housing Types (Rent) 3 BR,All Values,,0.93741725,0.40467461,0.23255932,0.30018332
All Housing Types (Rent) 3 BR,    Below Median,112000,1.0005007,0.43987183,0.22619405,0.33443477
All Housing Types (Rent) 3 BR,    Above Median,112000,0.8721376,0.36825199,0.2391462,0.26473941
All Housing Types (Rent) 4-5 BR,All Values,,1.2335449,0.53617407,0.32402539,0.37334542
All Housing Types (Rent) 4-5 BR,    Below Median,129000,1.067427,0.54713183,0.18752097,0.33277424
All Housing Types (Rent) 4-5 BR,    Above Median,129000,1.4289661,0.52328335,0.48460931,0.4210734
