Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+
"50+ Units (Rent), 3 BR",All Values,,3.5039153,0.2421164,0.95830688,1.0035979,0.35280423,0.44761905,0.2584127,0.13079365,0.11026455
"50+ Units (Rent), 3 BR",First Tercile,Below 197000,3.5876437,0.47772989,0.9216954,0.9920977,0.37284483,0.34841954,0.25,0.06968391,0.15517241
"50+ Units (Rent), 3 BR",Second Tercile,197000 to 263000,3.8665865,0.16466346,1.1670673,1.1658654,0.47115385,0.43930288,0.15264423,0.19170673,0.11418269
"50+ Units (Rent), 3 BR",Third Tercile ,Above 263000,3.0724985,0.12282804,0.78070701,0.85140803,0.21809467,0.5386459,0.37088077,0.12103056,0.06890354
All Housing Types (Own) 0-1 BR,All Values,,1.5172681,0.04178457,0.07562309,0.22807086,0.18872825,0.22500872,0.26966161,0.22845847,0.25993256
All Housing Types (Own) 0-1 BR,First Tercile,Below 152000,1.4868185,0.05848477,0.0749936,0.23201945,0.15318659,0.23099565,0.2599181,0.24750448,0.22971589
All Housing Types (Own) 0-1 BR,Second Tercile,152000 to 270000,1.4521635,0.02935421,0.08360513,0.21776473,0.19352033,0.2035225,0.23515982,0.20645793,0.28277886
All Housing Types (Own) 0-1 BR,Third Tercile ,Above 270000,1.6124957,0.03994537,0.06782747,0.23534767,0.21531808,0.24217594,0.31444179,0.23455104,0.26288836
All Housing Types (Own) 2 BR,All Values,,1.8310496,0.0563131,0.13064773,0.29089351,0.21386511,0.23033383,0.31621158,0.32814987,0.26463484
All Housing Types (Own) 2 BR,First Tercile,Below 191000,1.7857006,0.05700601,0.12752765,0.27182792,0.20606113,0.22386136,0.32364365,0.32280763,0.25296525
All Housing Types (Own) 2 BR,Second Tercile,191000 to 300000,1.8103668,0.06082544,0.1219484,0.3243748,0.24364887,0.21733525,0.30186278,0.31290392,0.22746731
All Housing Types (Own) 2 BR,Third Tercile ,Above 300000,1.8934713,0.05124842,0.14207066,0.27581852,0.19194274,0.24908514,0.32335892,0.34805207,0.31189482
All Housing Types (Own) 3 BR,All Values,,2.4965915,0.13765901,0.33435815,0.45305056,0.31792637,0.3538432,0.41309494,0.30003597,0.18662332
All Housing Types (Own) 3 BR,First Tercile,Below 243000,2.4598254,0.12486057,0.32455094,0.4755279,0.30276164,0.33231086,0.40244336,0.29726624,0.20010385
All Housing Types (Own) 3 BR,Second Tercile,243000 to 366000,2.5154259,0.14862061,0.34561145,0.49426336,0.33509054,0.33771518,0.40856696,0.27547954,0.17007825
All Housing Types (Own) 3 BR,Third Tercile ,Above 366000,2.511529,0.13857408,0.33228379,0.39263379,0.31494899,0.38900679,0.4271338,0.32642579,0.19052196
All Housing Types (Own) 4-5 BR,All Values,,3.2221556,0.18086172,0.63370776,0.54837231,0.41398885,0.49687158,0.4836878,0.30304731,0.16161828
All Housing Types (Own) 4-5 BR,First Tercile,Below 367000,3.218117,0.18500621,0.6015817,0.64345953,0.41354848,0.4436126,0.45560783,0.29771723,0.17758339
