Structure,VALUE_TENURE,value_range,PSC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.15622212,0.07220203,0.0360075,0.04801259,256641.0,0.00493522,0.14810368,0.16434055,0.05196727
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 88000,0.1574143,0.06840184,0.04219414,0.04681832,83258.0,0.00868075,0.14313446,0.17169414,0.090715
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,88000 to 151000,0.18646121,0.09545964,0.03824787,0.05275371,87482.0,0.0117701,0.1670994,0.20582303,0.10383827
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 151000,0.12427096,0.05219963,0.0277296,0.04434174,85901.0,0.00945453,0.10871827,0.13982366,0.1251515
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.33962059,0.14739545,0.08437389000000001,0.10785125,1031504.0,0.00417391,0.33275451,0.34648667,0.02021692
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 137000,0.3994069,0.18266206,0.09619937,0.12054547,339233.0,0.00902344,0.38456334,0.41425045,0.03716399
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,137000 to 227000,0.3426658,0.14471434,0.08820027,0.10975118,335067.0,0.0096563,0.32678118,0.35855041,0.046356
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 227000,0.27998567,0.11641807,0.06955409,0.0940135,357204.0,0.00643593,0.26939856,0.29057278,0.03781305
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.55884488,0.2304803,0.1369257,0.19143888,498650.0,0.00818244,0.54538476,0.572305,0.02408561
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 216000,0.66378118,0.27381299,0.16375948,0.22620871,161267.0,0.01815615,0.63391431,0.69364805,0.04499505
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,216000 to 382000,0.55885174,0.22356827,0.14298131,0.19230216,166826.0,0.01785774,0.52947575,0.58822773,0.0525649
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 382000,0.45961761,0.1962687,0.10563038,0.15771853,170557.0,0.01333956,0.43767402,0.48156119,0.04774313
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.16871077,0.09073166,0.03801371,0.0399654,45089.0,0.01961529,0.13644362,0.20097792,0.19125721
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 116000,0.21495767,0.10744524,0.054025,0.05348743,14882.0,0.02555568,0.17291858,0.25699675,0.19556914
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,116000 to 182000,0.17957723,0.10690889,0.03565881,0.03700952,14807.0,0.03197074,0.12698537,0.23216909,0.29286487
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 182000,0.11357143,0.05902597,0.02480519,0.02974026,15400.0,0.03355286,0.05837698,0.16876588,0.48598885000000003
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.3127803,0.13344428,0.08453445,0.09480157,35453.0,0.02890096,0.26523822,0.36032238,0.15199831
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 159000,0.52343548,0.25524385,0.11773845,0.15045317,11585.0,0.06317525,0.41951219,0.62735877,0.19854078
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,159000 to 261000,0.32803199,0.11968014,0.10697468,0.10137717,11255.0,0.06763623,0.21677039,0.43929358,0.3391791
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 261000,0.10568461,0.03385396,0.03401253,0.03781812,12613.0,0.01929718,0.07394075,0.13742847,0.30036408
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.03683325,0.02257005,0.00333876,0.01092444,37439.0,0.00714628,0.02507761,0.04858889,0.31915829
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 54000,0.02265319,0.01703064,0.0,0.00562256,12272.0,0.01089675,0.00472805,0.04057834,0.79128562
"2-4 Units  (Own/Rent), 0-1 BR",Second Tercile,54000 to 84000,0.0338295,0.02547162,0.0070843,0.00127358,12563.0,0.01333444,0.01189435,0.05576465,0.64840295
"2-4 Units  (Own/Rent), 0-1 BR",Third Tercile ,Above 84000,0.05363377,0.02507141,0.00285624,0.02570613,12604.0,0.01421703,0.03024675,0.07702078,0.43605019
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.24960188,0.13489649,0.0527179,0.0619875,84146.0,0.01453624,0.22568977,0.27351399,0.095801
"2-4 Units  (Own/Rent), 2 BR",First Tercile,Below 81000,0.20710059,0.11133699,0.03405089,0.06171271,27547.0,0.02387984,0.16781826,0.24638292,0.18967754
