Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.15398825,0.07491,0.02901194,0.05006631,42224.0,0.01636007,0.12707594,0.18090057,0.1747686
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 209000,0.16895946,0.10156593,0.01646422,0.05092931,13666.0,0.03150174,0.1171391,0.22077982,0.30670291
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,209000 to 290000,0.13395197,0.05971524,0.0335057,0.04073103,14117.0,0.02290254,0.09627729,0.17162665,0.28125513
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 290000,0.15940724,0.06453847,0.03649332,0.05837546,14441.0,0.02608183,0.11650264,0.20231185,0.2691509
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.42370651,0.18468666,0.10003155,0.13898829,129939.0,0.01244745,0.40323045,0.44418257,0.04832605
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 250000,0.40979508,0.17889104,0.10365213,0.12725191,42797.0,0.02669371,0.36588393,0.45370623,0.10715393
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,250000 to 351000,0.43480947,0.19576929,0.10846142,0.13057876,40466.0,0.02827979,0.38828921,0.48132973,0.10698998
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 351000,0.42683606,0.18039249,0.08940355,0.15704002,46676.0,0.02410396,0.38718504,0.46648708,0.09289519
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.62394002,0.24269218,0.15015512,0.23109273,58020.0,0.02540962,0.5821412,0.66573884,0.06699173
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 298000,0.58637917,0.22429661,0.14535893,0.21672364,19015.0,0.05448033,0.49675902,0.67599932,0.15283652
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,298000 to 475000,0.59092163,0.23644587,0.13937455,0.21510121,18131.0,0.04494773,0.51698262,0.66486064,0.1251249
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 475000,0.6868353,0.26487496,0.16388809,0.25807224,20874.0,0.04675753,0.60991916,0.76375143,0.11198629
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.14844498,0.10669856,0.02272727,0.01901914,8360.0,0.03396641,0.09257024,0.20431971,0.37640033
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 182000,0.28734364,0.17476085,0.05739514,0.05518764,2718.0,0.07778472,0.15938777,0.4152995,0.44530608
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,182000 to 276000,0.11420096,0.09825732,0.0126066,0.00333704,2697.0,0.0437757,0.04218994,0.18621199,0.63056405
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 276000,0.0516129,0.0516129,0.0,0.0,2945.0,0.03670156,-0.00876116,0.11198696,1.1697474
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.56115257,0.20936982,0.16334992,0.18843284,4824.0,0.10958188,0.38089037,0.74141477,0.32123563
