Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+,Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,2.4638651,0.13856896,0.33048387,0.44109106,0.30986329,0.29155927,0.36474273,0.37984926,0.20770661,30649.0,0.11286861,2.2781962,2.6495339,0.07535675
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 221000,2.6054657,0.21221389,0.41229282,0.61395028,0.3175809,0.29952644,0.31935675,0.23993686,0.19060773,10136.0,0.22865381,2.2293302,2.9816012,0.14436403
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,221000 to 553000,2.3845689,0.10525786,0.31657937,0.3849718,0.37076954,0.31103948,0.3502216,0.37560435,0.1701249,9928.0,0.20181216,2.0525879,2.7165499,0.13922056
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 553000,2.4026453,0.09929145,0.26518658,0.32820028,0.24534719,0.26565895,0.42182333,0.51780822,0.25932924,10585.0,0.19423149,2.0831345,2.722156,0.13298293
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,3.0813723,0.1828801,0.4882258,0.5356406,0.38657835,0.38783488,0.44008966,0.38529854,0.27482432,128926.0,0.06278634,2.9780887,3.1846558,0.03351868
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 420000,3.3388587,0.26898027,0.63537185,0.71157509,0.47581764,0.371047,0.38510733,0.29521996,0.19573958,42531.0,0.12801113,3.1282804,3.549437,0.06306895
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,420000 to 793000,2.9864788,0.1488079,0.45748877,0.49018781,0.37598928,0.38536731,0.44411641,0.38045501,0.30406629,40307.0,0.120547,2.788179,3.1847786,0.0663992
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 793000,2.9267488,0.1332234,0.37931783,0.41303593,0.31348724,0.40548516,0.48730689,0.472661,0.32223138,46088.0,0.11563046,2.7365367,3.1169609,0.06499092
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.9240198,0.19174989,0.71145138,0.7402036,0.487556,0.51910978,0.52669331,0.40737342,0.33988238,82811.0,0.10432651,3.7524026,4.0956369,0.04373503
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 650000,4.3299666,0.29500995,0.88882214,0.98081328,0.5632486,0.52540082,0.43900424,0.36747644,0.27019112,26633.0,0.19834372,4.0036912,4.656242,0.07535287
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,650000 to 942000,3.8252504,0.14417024,0.6926681,0.64370529,0.51005007,0.51598712,0.52267525,0.42292561,0.37306867,27960.0,0.16360907,3.5561134,4.0943873,0.07035799
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 942000,3.6387412,0.14143455,0.56265504,0.60872493,0.39382664,0.51626621,0.61343823,0.42961939,0.37277624,28218.0,0.16117936,3.3736012,3.9038813,0.07286587
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,2.510296,0.21709045,0.27919967,0.88603585,0.39041267,0.23042935,0.23976657,0.18541059,0.08195081,11995.0,0.21444655,2.1575314,2.8630605,0.14052709
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 256000,2.7618191,0.31551901,0.44732785,0.74409044,0.51849949,0.27286742,0.20940391,0.16778006,0.08633094,3892.0,0.42804982,2.0576772,3.4659611,0.25495585
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,256000 to 401000,2.2277078,0.21838791,0.14508816,1.2450882,0.2627204,0.10050378,0.13702771,0.04710327,0.07178841,3970.0,0.30874985,1.7198143,2.7356013,0.22798928
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 401000,2.5448827,0.12315509,0.24969756,0.67481248,0.392451,0.31526736,0.36704573,0.33486571,0.08758771,4133.0,0.37711661,1.9245258,3.1652395,0.24376637
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,3.4028829,0.34199489,0.60463771,1.0416526,0.49742082,0.29672661,0.28665092,0.20604541,0.12775394,20743.0,0.18594795,3.0969985,3.7087673,0.08988978
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 320000,3.6550502,0.36045481,0.66051388,1.248228,0.50147667,0.35558181,0.30360307,0.14914353,0.07604843,6772.0,0.40000846,2.9970363,4.3130641,0.18002869
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,320000 to 486000,3.0778035,0.39061142,0.61445958,1.1112721,0.49029267,0.17777456,0.14459577,0.09533469,0.05346276,6902.0,0.32380169,2.5451498,3.6104573,0.17306296
