Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+
"50+ Units (Own), 3 BR",    Below Median,0,2.1373341,0.13502597,0.23427582,0.53664166,0.2458165,0.24437392,0.39613387,0.20455857,0.14050779
"50+ Units (Own), 3 BR",    Above Median,0,2.2596219,0.12322755,0.29675895,0.26569885,0.36596894,0.44058069,0.36968265,0.34098582,0.05671843
"50+ Units (Rent), 0-1 BR",All Values,,2.9032681,0.2200787,0.56361351,0.59520166,0.49743141,0.33697672,0.3775276,0.24822385,0.06421467
"50+ Units (Rent), 0-1 BR",    Below Median,101000,2.9073048,0.25237747,0.6252482,0.65722646,0.52293866,0.32312676,0.29710524,0.18121016,0.0480719
"50+ Units (Rent), 0-1 BR",    Above Median,101000,2.8988429,0.18467178,0.49604766,0.52720816,0.46946958,0.35215947,0.46568908,0.32168633,0.08191087
"50+ Units (Rent), 2 BR",All Values,,4.0718954,0.31719519,1.2107641,0.79448076,0.60227548,0.59912854,0.36722343,0.14032115,0.04050674
"50+ Units (Rent), 2 BR",    Below Median,113000,4.3057548,0.37108838,1.3489544,0.82308045,0.60235079,0.6695161,0.31872996,0.1234926,0.04854221
"50+ Units (Rent), 2 BR",    Above Median,113000,3.8096542,0.25676138,1.0558028,0.76241013,0.60219103,0.52019856,0.42160219,0.15919206,0.03149606
"50+ Units (Rent), 3 BR",All Values,,1.3115624,0.03346411,0.01938611,0.39372259,0.12924071,0.21555504,0.21647819,0.11216247,0.1915532
"50+ Units (Rent), 3 BR",    Below Median,0,1.2759434,0.04009434,0.01768868,0.26061321,0.15566038,0.14740566,0.25825472,0.18632075,0.20990566
"50+ Units (Rent), 3 BR",    Above Median,0,1.3622135,0.02403577,0.02179989,0.58300727,0.09167132,0.31246506,0.15707099,0.00670766,0.16545556
All Housing Types (Own) 0-1 BR,All Values,,2.130246,0.17018813,0.21534009,0.99450072,0.19276411,0.12793054,0.21070912,0.15832127,0.06049204
All Housing Types (Own) 0-1 BR,    Below Median,200000,2.1396226,0.13638814,0.26954178,0.85552561,0.20808625,0.1902965,0.21293801,0.17789757,0.08894879
All Housing Types (Own) 0-1 BR,    Above Median,200000,2.119375,0.209375,0.1525,1.155625,0.175,0.055625,0.208125,0.135625,0.0275
All Housing Types (Own) 2 BR,All Values,,3.07155,0.34121465,0.73373513,1.1383094,0.47272446,0.18327925,0.13336424,0.06320507,0.00571782
All Housing Types (Own) 2 BR,    Below Median,250000,2.997992,0.35628227,0.6979346,1.0717154,0.44205393,0.23034997,0.12736661,0.06167527,0.01061388
All Housing Types (Own) 2 BR,    Above Median,250000,3.1574539,0.32361809,0.77554439,1.2160804,0.50854271,0.12830821,0.14036851,0.06499162,0.0
All Housing Types (Own) 3 BR,All Values,,4.867814,0.5400952,1.9593555,0.92347126,0.91065544,0.33797144,0.12010253,0.07616258,0.0
All Housing Types (Own) 3 BR,    Below Median,300000,4.9456986,0.561928,1.8395363,1.261745,0.69127517,0.39170226,0.07260525,0.12690665,0.0
All Housing Types (Own) 3 BR,    Above Median,300000,4.7509158,0.50732601,2.1391941,0.41575092,1.2399267,0.25732601,0.19139194,0.0,0.0
All Housing Types (Own) 4-5 BR,All Values,,3.5726677,0.25720936,0.93661618,0.61642431,0.61633083,0.56740066,0.32903006,0.17847579,0.0711805
All Housing Types (Own) 4-5 BR,    Below Median,424000,3.6541296,0.27850591,0.94556616,0.7480827,0.62178908,0.51812734,0.30562938,0.16511148,0.07131753
All Housing Types (Own) 4-5 BR,    Above Median,424000,3.487806,0.23502398,0.92729267,0.4792711,0.61064477,0.61873043,0.35340739,0.19239786,0.07103776
All Housing Types (Rent) 0-1 BR,All Values,,1.3933486,0.05495708,0.0513662,0.75731849,0.16900193,0.11055861,0.10212837,0.07610758,0.0719103
All Housing Types (Rent) 0-1 BR,    Below Median,107000,1.4094129,0.07089547,0.07147833,0.68856413,0.1459515,0.12057585,0.12166574,0.10718906,0.08309285
All Housing Types (Rent) 0-1 BR,    Above Median,107000,1.3771655,0.0389009,0.03110545,0.82658093,0.19222268,0.10046735,0.08244662,0.04479643,0.06064512
All Housing Types (Rent) 2 BR,All Values,,2.4145118,0.24635889,0.40357382,0.93625779,0.32447807,0.20131402,0.13569704,0.09057662,0.07625561
All Housing Types (Rent) 2 BR,    Below Median,162000,2.5088428,0.30337361,0.50638725,0.88220554,0.30563384,0.17823479,0.14311466,0.10499763,0.0848955
All Housing Types (Rent) 2 BR,    Above Median,162000,2.3196552,0.18902644,0.30018744,0.99061125,0.34342731,0.22452186,0.12823808,0.07607524,0.06756757
All Housing Types (Rent) 3 BR,All Values,,3.3412792,0.31839167,0.91064122,1.0233793,0.51002344,0.32335206,0.15264563,0.06768866,0.03515724
All Housing Types (Rent) 3 BR,    Below Median,212000,3.4554819,0.35994603,1.0674281,1.0816625,0.45685969,0.27229708,0.12685532,0.06096657,0.02946654
All Housing Types (Rent) 3 BR,    Above Median,212000,3.2259621,0.27643181,0.75232439,0.9645273,0.56370597,0.37490525,0.1786876,0.07447635,0.04090346
All Housing Types (Rent) 4-5 BR,All Values,,4.1261544,0.37131077,1.2098681,1.2292951,0.65683573,0.38837116,0.1651766,0.07051349,0.03478343
All Housing Types (Rent) 4-5 BR,    Below Median,249000,4.079468,0.39265549,1.1854114,1.4201347,0.58224936,0.26546489,0.13865072,0.05307625,0.04182525
All Housing Types (Rent) 4-5 BR,    Above Median,249000,4.173396,0.34971221,1.2346157,1.0361859,0.73230912,0.51273912,0.19201794,0.08815812,0.02765786
