Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+
All Housing Types (Own) 2 BR,    Below Median,200000,1.7289342,0.05856807,0.09602509,0.29175463,0.19434224,0.24229447,0.3024911,0.34549732,0.19796128
All Housing Types (Own) 2 BR,    Above Median,200000,1.9078186,0.02991852,0.10903776,0.16570256,0.0942962,0.17310443,0.30297941,0.57473409,0.45804566
All Housing Types (Own) 3 BR,All Values,,2.4185484,0.12737678,0.34048305,0.44946868,0.31494059,0.32045745,0.35653037,0.35422968,0.15506176
All Housing Types (Own) 3 BR,    Below Median,220000,2.4510793,0.14069889,0.38373848,0.53189003,0.35126879,0.33093499,0.31818265,0.26761496,0.12675046
All Housing Types (Own) 3 BR,    Above Median,220000,2.3831731,0.11288983,0.29344553,0.35984072,0.27543598,0.3090638,0.39823106,0.44841766,0.1858485
All Housing Types (Own) 4-5 BR,All Values,,3.2781016,0.23351146,0.81482638,0.51436024,0.54116062,0.48842159,0.34776876,0.24610197,0.09195063
All Housing Types (Own) 4-5 BR,    Below Median,315000,3.3650638,0.24922224,0.86504126,0.63939988,0.59245232,0.47076063,0.30018261,0.17374543,0.07425943
All Housing Types (Own) 4-5 BR,    Above Median,315000,3.1864666,0.21695648,0.76191325,0.38260167,0.48711279,0.50703155,0.39791192,0.32234654,0.11059246
All Housing Types (Rent) 0-1 BR,All Values,,1.3403292,0.03508519,0.04064923,0.72514198,0.12096751,0.08372013,0.12229365,0.10407357,0.10839796
All Housing Types (Rent) 0-1 BR,    Below Median,118000,1.3140323,0.03525025,0.05078522,0.64987007,0.09111965,0.06959666,0.14337363,0.14382556,0.13021128
All Housing Types (Rent) 0-1 BR,    Above Median,118000,1.3677362,0.03491316,0.03008537,0.8035914,0.15207536,0.0984398,0.10032382,0.06264351,0.08566382
All Housing Types (Rent) 2 BR,All Values,,2.0652619,0.14389502,0.29116387,0.82770683,0.2743982,0.18042763,0.15370604,0.1226378,0.07132656
All Housing Types (Rent) 2 BR,    Below Median,125000,2.0796689,0.1641736,0.37338634,0.77394369,0.28240646,0.15163313,0.1510184,0.12466702,0.05844023
All Housing Types (Rent) 2 BR,    Above Median,125000,2.0505604,0.12320174,0.20725995,0.88256942,0.26622616,0.20981097,0.15644865,0.12056708,0.08447641
All Housing Types (Rent) 3 BR,All Values,,3.1733736,0.31411974,0.78381884,1.0531852,0.46180311,0.27977214,0.15535377,0.08304898,0.04227179
All Housing Types (Rent) 3 BR,    Below Median,149000,3.1644947,0.35264836,0.77856703,1.0591196,0.42597461,0.26981375,0.14765927,0.0822753,0.04843671
All Housing Types (Rent) 3 BR,    Above Median,149000,3.1824025,0.27494028,0.78915937,1.0471505,0.49823683,0.28989876,0.16317825,0.08383574,0.03600273
All Housing Types (Rent) 4-5 BR,All Values,,3.864154,0.33729719,1.0636904,1.2749169,0.59548524,0.33235917,0.17000907,0.05986093,0.03053512
All Housing Types (Rent) 4-5 BR,    Below Median,188000,3.731476,0.3730488,1.0079036,1.406639,0.51847461,0.2238688,0.08812488,0.07745505,0.03596127
All Housing Types (Rent) 4-5 BR,    Above Median,188000,4.0022624,0.30008227,1.1217606,1.1378034,0.67564788,0.44529,0.25524476,0.04154669,0.02488688
