Structure,VALUE_TENURE,value_range,PSC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"50+ Units (Rent), 0-1 BR",Second Tercile,64000 to 101000,0.00299891,0.00299891,0.0,0.0,7336.0,0.00296878,-0.00188474,0.00788256,1.6284754
"50+ Units (Rent), 0-1 BR",Third Tercile ,Above 101000,0.02264151,0.00862534,0.0097035,0.00431267,7420.0,0.01240039,0.00224287,0.04304015,0.90093978
"50+ Units (Rent), 2 BR",All Values,,0.23343406,0.1656594,0.03885172,0.02892294,9266.0,0.03968268,0.16815605,0.29871207,0.27964216
"50+ Units (Rent), 2 BR",First Tercile,Below 90000,0.26523948,0.22423803,0.02902758,0.01197388,2756.0,0.0689859,0.15175767,0.37872129,0.42784661
"50+ Units (Rent), 2 BR",Second Tercile,90000 to 121000,0.31745553,0.17576123,0.07597226,0.06572204,3317.0,0.0816178,0.18319425,0.45171681,0.42292941
"50+ Units (Rent), 2 BR",Third Tercile ,Above 121000,0.11869715,0.10460382,0.00876918,0.00532415,3193.0,0.05689193,0.02510992,0.21228438,0.78845387
"50+ Units (Rent), 3 BR",All Values,,0.98465171,0.40023613,0.24675325,0.33766234,847.0,0.44157383,0.25826276,1.7110407,0.73771157
"50+ Units (Rent), 3 BR",First Tercile,Below 93000,1.1666667,0.08333333,0.63541667,0.44791667,192.0,0.72722504,-0.02961852,2.3629519,1.0253873
"50+ Units (Rent), 3 BR",Second Tercile,93000 to 116000,1.424581,0.94413408,0.34078212,0.1396648,179.0,1.3342128,-0.77019906,3.6193611,1.5406495
"50+ Units (Rent), 3 BR",Third Tercile ,Above 116000,0.74579832,0.32352941,0.05462185,0.36764706,476.0,0.45460485,-0.00202666,1.4936233,1.0027174
All Housing Types (Own) 0-1 BR,All Values,,0.12010671,0.06160432,0.02314039,0.035362,16119.0,0.02321578,0.08191675,0.15829666,0.31796688
All Housing Types (Own) 0-1 BR,First Tercile,Below 55000,0.09767154,0.03399959,0.01236349,0.05130847,4853.0,0.03488307,0.04028889,0.1550542,0.5875064
All Housing Types (Own) 0-1 BR,Second Tercile,55000 to 127000,0.12506681,0.06698735,0.01977552,0.03830394,5613.0,0.03793461,0.06266438,0.18746924,0.49895274
All Housing Types (Own) 0-1 BR,Third Tercile ,Above 127000,0.13444189,0.07995754,0.03573324,0.01875111,5653.0,0.03818294,0.07163096,0.19725282,0.46719761
All Housing Types (Own) 2 BR,All Values,,0.13746683,0.05947781,0.03277974,0.04520927,123979.0,0.00813495,0.12408483,0.15084883,0.09734713
All Housing Types (Own) 2 BR,First Tercile,Below 70000,0.19093697,0.07255957,0.05076908,0.06760832,39788.0,0.01985312,0.15827859,0.22359534,0.17104271
All Housing Types (Own) 2 BR,Second Tercile,70000 to 133000,0.13177516,0.06090428,0.0281927,0.04267818,39833.0,0.01406064,0.10864541,0.15490492,0.1755244
All Housing Types (Own) 2 BR,Third Tercile ,Above 133000,0.09461653,0.04646287,0.02076288,0.02739078,44358.0,0.00987588,0.07837071,0.11086235,0.17170174
All Housing Types (Own) 3 BR,All Values,,0.3363896,0.14593516,0.08230884,0.1081456,527659.0,0.00610373,0.32634897,0.34643023,0.02984823
All Housing Types (Own) 3 BR,First Tercile,Below 120000,0.38304948,0.16926134,0.09402681,0.11976133,168101.0,0.01246636,0.36254232,0.40355663,0.05353657
All Housing Types (Own) 3 BR,Second Tercile,120000 to 191000,0.32722146,0.13957551,0.08571033,0.10193562,173433.0,0.01198417,0.3075075,0.34693542,0.06024654
All Housing Types (Own) 3 BR,Third Tercile ,Above 191000,0.30279113,0.13079382,0.06855608,0.10344124,186125.0,0.01157313,0.28375334,0.32182893,0.06287435
All Housing Types (Own) 4-5 BR,All Values,,0.64150935,0.26937796,0.15712357,0.21500782,233345.0,0.01456414,0.61755135,0.66546736,0.03734631
All Housing Types (Own) 4-5 BR,First Tercile,Below 191000,0.66988085,0.26597628,0.17578527,0.2281193,75706.0,0.02913956,0.62194629,0.71781542,0.07155686
All Housing Types (Own) 4-5 BR,Second Tercile,191000 to 314000,0.62639136,0.25457762,0.15028021,0.22153353,77442.0,0.02871699,0.57915192,0.67363081,0.07541522
All Housing Types (Own) 4-5 BR,Third Tercile ,Above 314000,0.62932529,0.28688106,0.14611519,0.19632904,80197.0,0.0299291,0.58009192,0.67855866,0.07823199
All Housing Types (Rent) 0-1 BR,All Values,,0.04820565,0.02475313,0.01261681,0.01083571,120712.0,0.00594502,0.03842609,0.0579852,0.2028715
All Housing Types (Rent) 0-1 BR,First Tercile,Below 66000,0.0333843,0.01586506,0.01100278,0.00651645,39899.0,0.00708418,0.02173082,0.04503778,0.34907071
All Housing Types (Rent) 0-1 BR,Second Tercile,66000 to 86000,0.0556608,0.03150705,0.01301162,0.01114213,40118.0,0.01006451,0.03910468,0.07221693,0.29744676
All Housing Types (Rent) 0-1 BR,Third Tercile ,Above 86000,0.05538764,0.02680919,0.01381005,0.0147684,40695.0,0.00958386,0.03962219,0.07115309,0.28463844
All Housing Types (Rent) 2 BR,All Values,,0.30326704,0.17394422,0.0623341,0.06698872,158982.0,0.01298055,0.28191404,0.32462003,0.07040989
All Housing Types (Rent) 2 BR,First Tercile,Below 83000,0.27389643,0.15537932,0.04806039,0.07045672,52330.0,0.02100709,0.23933977,0.30845308,0.12616688
All Housing Types (Rent) 2 BR,Second Tercile,83000 to 106000,0.32855118,0.18022871,0.0764767,0.07184576,52905.0,0.02343696,0.28999737,0.36710498,0.1173449
All Housing Types (Rent) 2 BR,Third Tercile ,Above 106000,0.30697527,0.18583363,0.06231045,0.05883119,53747.0,0.02216298,0.27051717,0.34343338,0.11876561
All Housing Types (Rent) 3 BR,All Values,,0.74871603,0.35705101,0.17022652,0.22143849,136101.0,0.02324833,0.71047253,0.78695953,0.05107878
All Housing Types (Rent) 3 BR,First Tercile,Below 99000,0.72294247,0.35588961,0.15839801,0.20865485,44969.0,0.03720562,0.66173923,0.78414572,0.08465853
All Housing Types (Rent) 3 BR,Second Tercile,99000 to 132000,0.83941894,0.39486966,0.19448345,0.25006583,45572.0,0.04472257,0.76585032,0.91298757,0.08764232
All Housing Types (Rent) 3 BR,Third Tercile ,Above 132000,0.68342845,0.32036874,0.15763828,0.20542142,45560.0,0.03982436,0.61791737,0.74893952,0.09585652
All Housing Types (Rent) 4-5 BR,All Values,,1.1825756,0.52815341,0.30943958,0.34498264,30245.0,0.08032786,1.0504363,1.314715,0.11173859
All Housing Types (Rent) 4-5 BR,First Tercile,Below 110000,0.87831227,0.44007338,0.20260905,0.23562984,9812.0,0.1037711,0.70760881,1.0490157,0.19435395
All Housing Types (Rent) 4-5 BR,Second Tercile,110000 to 168000,1.4413315,0.61167513,0.4439672,0.38568918,10244.0,0.17236075,1.1577981,1.7248649,0.19671632
All Housing Types (Rent) 4-5 BR,Third Tercile ,Above 168000,1.2154284,0.52900186,0.2770635,0.40936304,10189.0,0.13149201,0.99912405,1.4317328,0.17796552
