Structure,VALUE_TENURE,value_range,PSC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.12728349,0.05872709,0.0299855,0.03857091,401961.0,0.00443553,0.11998704,0.13457994,0.05732439
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 96000,0.12699435,0.05838725,0.02964439,0.03896271,131998.0,0.00716408,0.11520944,0.13877926,0.09279869
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,96000 to 162000,0.15111566,0.07474425,0.033485,0.04288641,132746.0,0.00864442,0.1368956,0.16533573,0.09410051999999999
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 162000,0.104506,0.04355874,0.02692815,0.03401911,137217.0,0.00666877,0.09353588,0.11547613,0.10497125
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.29547259,0.12432256,0.07173901,0.09941101,1449769.0,0.00350713,0.28970336,0.30124182,0.01952543
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 145000,0.3138389,0.1334108,0.07144593,0.10898218,469040.0,0.00629214,0.30348834,0.32418947,0.03298051
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,145000 to 236000,0.30001585,0.1257207,0.07579117,0.09850398,460489.0,0.00637564,0.28952793,0.31050378,0.0349579
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 236000,0.27489236,0.1148912,0.0684165,0.09158465,520240.0,0.00569933,0.26551695,0.28426776,0.03410573
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.54702299,0.21323342,0.13873808,0.19505149,982679.0,0.00630795,0.5366464,0.55739957,0.01896919
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 236000,0.53330549,0.20393714,0.13707996,0.1922884,320893.0,0.01133534,0.51465886,0.55195212,0.03496426
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,236000 to 400000,0.54385733,0.21461707,0.14090955,0.18833072,310199.0,0.01265428,0.52304104,0.56467362,0.03827527
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 400000,0.56233592,0.22049734,0.1383356,0.20350297,351587.0,0.01204684,0.54251887,0.58215297,0.03524059
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.19844203,0.10168021,0.04510918,0.05165264,208605.0,0.0092046,0.18330047,0.21358359,0.07630219
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 109000,0.25135365,0.13103369,0.05163377,0.0686862,69257.0,0.01970463,0.21893954,0.28376777,0.12895821
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,109000 to 178000,0.24700649,0.1226865,0.06099322,0.06332677,68565.0,0.01907002,0.21563631,0.27837667,0.12700144
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 178000,0.09962844,0.0526115,0.02333894,0.023678,70783.0,0.01104649,0.08145697,0.11779991,0.18239239
