Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+,Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,2.3390227,0.14222205,0.30429087,0.4497281,0.29516135,0.30357639,0.39772953,0.32870242,0.11761204,25193.0,0.12812901,2.1282505,2.549795,0.09011123
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 150000,2.5833539,0.18936223,0.44213248,0.63186407,0.33489288,0.29795617,0.36111795,0.20832307,0.117705,8122.0,0.26052501,2.1547902,3.0119175,0.16589428
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,150000 to 240000,2.1385148,0.11953315,0.27151469,0.3998974,0.30768244,0.24175965,0.34885212,0.32371425,0.12556111,7797.0,0.21525227,1.7844248,2.4926048,0.16557752
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 240000,2.2936166,0.12001294,0.21112788,0.33211128,0.24983826,0.36047013,0.47088635,0.43832219,0.11084753,9274.0,0.22985994,1.915497,2.6717362,0.16485737
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.8688511,0.2017305,0.5138156,0.58970213,0.3951773,0.35748936,0.41085106,0.2711773,0.1289078,70500.0,0.09391812,2.7143558,3.0233464,0.05385268
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 230000,3.0027938,0.24257206,0.62665188,0.66323725,0.40638581,0.33804878,0.33232816,0.25618625,0.13738359,22550.0,0.18117829,2.7047555,3.3008321,0.09925366
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,230000 to 325000,2.9680972,0.23660208,0.47534782,0.69475852,0.41389601,0.3546299,0.42015888,0.25236434,0.12033962,23791.0,0.17784988,2.6755341,3.2606602,0.09856923
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 325000,2.6460946,0.1292686,0.44637609,0.41760834,0.36628172,0.37845109,0.47497827,0.30369635,0.12943417,24159.0,0.17391647,2.360002,2.9321872,0.10811881
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.5420062,0.23034151,0.85120408,0.66821683,0.45720525,0.48516893,0.45896435,0.26797016,0.12293507,49457.0,0.13740932,3.3159679,3.7680445,0.06381647
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 300000,3.978826,0.308424,0.99394097,0.8461789,0.52961105,0.47970552,0.44973614,0.22607336,0.14515604,15349.0,0.30241614,3.4813514,4.4763005,0.12503049
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,300000 to 400000,3.3553584,0.20160512,0.80792904,0.6014965,0.44653633,0.47218199,0.41720975,0.3036447,0.10475501,16572.0,0.23680103,2.9658207,3.7448961,0.11609421
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 400000,3.3360516,0.18915374,0.76716469,0.57550182,0.40391195,0.502224,0.50650091,0.27092838,0.12066606,17536.0,0.23988813,2.9414356,3.7306675,0.11828833
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,1.9714503,0.10544347,0.28454511,0.83631519,0.22497145,0.16102018,0.14312904,0.11553102,0.10049486,5254.0,0.23940764,1.5776248,2.3652759,0.19976439
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 165000,1.9929032,0.10645161,0.41290323,0.93096774,0.26451613,0.08387097,0.07741935,0.06322581,0.05354839,1550.0,0.53739702,1.1088851,2.8769213,0.44358306
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,165000 to 223000,1.8941769,0.15005599,0.14165733,1.0974244,0.09518477,0.20268757,0.06382979,0.075028,0.06830907,1786.0,0.44097464,1.1687736,2.6195802,0.3829649
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 223000,2.0260688,0.06308655,0.31386861,0.51668405,0.31386861,0.18456726,0.27007299,0.19551616,0.16840459,1918.0,0.47282403,1.2482733,2.8038644,0.38389393
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,2.8561591,0.29325286,0.53474157,0.91728567,0.42471371,0.28133705,0.18879604,0.15359022,0.06244197,12924.0,0.25541993,2.4359933,3.2763249,0.14710868
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 210000,2.7123883,0.36223135,0.45761893,1.0823473,0.39145134,0.2076793,0.1591403,0.03912099,0.01279884,4141.0,0.40309623,2.049295,3.3754816,0.24446843
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,210000 to 253000,3.2526559,0.33048499,0.78152425,1.0665127,0.48267898,0.24711316,0.11616628,0.18013857,0.04803695,4330.0,0.4485019,2.5148703,3.9904415,0.2268256
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 253000,2.6043117,0.19290366,0.3664945,0.61868403,0.39928138,0.38311251,0.28699753,0.23422412,0.12261397,4453.0,0.4625813,1.8433655,3.3652579,0.29218708
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,1.503853,0.07132978,0.07132978,0.54633472,0.21754594,0.22900613,0.16814859,0.17289073,0.02726734,5061.0,0.24638157,1.0985553,1.9091507,0.26950619
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 86000,1.2741083,0.04227213,0.08652576,0.22060766,0.13672391,0.43130779,0.17503303,0.17701453,0.00462351,1514.0,0.35235223,0.6944889,1.8537277,0.45492162
"2-4 Units  (Own/Rent), 0-1 BR",Second Tercile,86000 to 121000,1.4521212,0.08666667,0.02787879,0.74,0.35454545,0.09333333,0.10909091,0.03030303,0.01030303,1650.0,0.39309933,0.80547281,2.0987696,0.44531297
"2-4 Units  (Own/Rent), 0-1 BR",Third Tercile ,Above 121000,1.7322088,0.08118081,0.09699526,0.63784924,0.16288877,0.18555614,0.21402214,0.29362151,0.06009489,1897.0,0.44071264,1.0072365,2.457181,0.41852478
"2-4 Units  (Own/Rent), 2 BR",All Values,,2.1459332,0.11689935,0.2765854,0.85399736,0.30332708,0.18469126,0.22310204,0.14885045,0.03848024,14397.0,0.18747499,1.8375368,2.4543295,0.14371201
"2-4 Units  (Own/Rent), 2 BR",First Tercile,Below 123000,2.1078167,0.13589398,0.27358491,0.7190027,0.32030548,0.15206649,0.29716981,0.18036837,0.02942498,4452.0,0.31551506,1.5887944,2.626839,0.24623691
"2-4 Units  (Own/Rent), 2 BR",Second Tercile,123000 to 169000,2.1886792,0.08992373,0.35367322,0.8783621,0.38839823,0.17442794,0.21477318,0.05981534,0.0293055,4982.0,0.37569808,1.5706559,2.8067026,0.28237274
"2-4 Units  (Own/Rent), 2 BR",Third Tercile ,Above 169000,2.1372154,0.12693935,0.20189402,0.9506347,0.20269998,0.22425952,0.16502116,0.20995366,0.05581302,4963.0,0.31662187,1.6163724,2.6580584,0.24370168
"2-4 Units (Own/Rent), 3 BR",All Values,,3.0337283,0.23310919,0.67723343,1.0005337,0.47731882,0.26705091,0.25360231,0.09083147,0.03404846,9369.0,0.31873908,2.5094025,3.558054,0.17283215
"2-4 Units (Own/Rent), 3 BR",First Tercile,Below 175000,3.3558345,0.30122117,0.97557666,1.1638399,0.39382632,0.27374491,0.16824966,0.05766621,0.02170963,2948.0,0.60970655,2.3528672,4.3588017,0.29887269
"2-4 Units (Own/Rent), 3 BR",Second Tercile,175000 to 232000,3.0757171,0.30853903,0.49633089,1.2521681,0.42861908,0.13942628,0.34956638,0.09206137,0.009006,2998.0,0.65896964,1.9917121,4.1597222,0.35243977
"2-4 Units (Own/Rent), 3 BR",Third Tercile ,Above 232000,2.7195443,0.10838446,0.57873211,0.63949752,0.59187847,0.37306456,0.24306164,0.11831727,0.06660824,3423.0,0.53714432,1.8359418,3.6031467,0.32490827
"5-49 Units (Own), 0-1 BR",All Values,,1.2384615,0.02564103,0.01538462,0.42735043,0.08974359,0.07521368,0.14444444,0.37777778,0.08290598,1170.0,0.45209066,0.49477241,1.9821507,0.60049433
"5-49 Units (Own), 0-1 BR",First Tercile,Below 70000,1.0,0.0,0.0,0.0,0.33333333,0.0,0.35416667,0.28125,0.03125,96.0,0.80010918,-0.3161796,2.3161796,1.3161796
"5-49 Units (Own), 0-1 BR",Second Tercile,70000 to 130000,1.2298025,0.0,0.0,0.58168761,0.0,0.07360862,0.00897666,0.47576302,0.08976661,557.0,0.856555,-0.17923047,2.6388355,1.1457392
"5-49 Units (Own), 0-1 BR",Third Tercile ,Above 130000,1.2920696,0.05802708,0.03481625,0.34042553,0.14119923,0.09090909,0.25145068,0.2901354,0.08510638,517.0,0.53256758,0.41599596,2.1681433,0.67803906
"5-49 Units (Own), 2 BR",All Values,,1.6027004,0.0416547,0.05142201,0.26745188,0.20195346,0.16345878,0.3866705,0.27204826,0.21804079,3481.0,0.29810449,1.1123185,2.0930823,0.30597228
"5-49 Units (Own), 2 BR",First Tercile,Below 120000,1.6724138,0.05780933,0.0821501,0.23427992,0.22109533,0.14300203,0.24340771,0.47058824,0.22008114,986.0,0.60191373,0.68226571,2.6625619,0.59204731
"5-49 Units (Own), 2 BR",Second Tercile,120000 to 190000,1.6859362,0.05694564,0.03796376,0.46160483,0.27092321,0.19327006,0.2838654,0.21915444,0.1622088,1159.0,0.53915706,0.79902279,2.5728495,0.5260658
"5-49 Units (Own), 2 BR",Third Tercile ,Above 190000,1.4790419,0.01646707,0.04041916,0.12350299,0.12799401,0.15269461,0.58158683,0.17140719,0.26497006,1336.0,0.43040916,0.77101885,2.187065,0.47870385
"5-49 Units (Own), 3 BR",All Values,,1.4542857,0.0,0.15714286,0.32714286,0.0,0.44714286,0.27714286,0.07714286,0.16857143,700.0,0.5360042,0.5725588,2.3360126,0.60629552
"5-49 Units (Own), 3 BR",First Tercile,Below 170000,2.6666667,0.0,0.66666667,0.44791667,0.0,0.40625,0.8125,0.33333333,0.0,96.0,1.9264041,-0.50226807,5.8356014,1.1883505
"5-49 Units (Own), 3 BR",Second Tercile,170000 to 265000,1.5179856,0.0,0.33093525,0.51079137,0.0,0.0,0.47482014,0.0,0.20143885,139.0,1.2172157,-0.48433424,3.5203055,1.3190638
"5-49 Units (Own), 3 BR",Third Tercile ,Above 265000,1.1849462,0.0,0.0,0.24731183,0.0,0.58924731,0.10752688,0.04731183,0.19354839,465.0,0.61621196,0.17127756,2.1986149,0.85545542
"5-49 Units (Rent), 0-1 BR",All Values,,1.4192986,0.04994491,0.04654793,0.48576937,0.18490635,0.15727139,0.18408006,0.17489901,0.13587954,10892.0,0.15006835,1.1724361,1.666161,0.17393271
"5-49 Units (Rent), 0-1 BR",First Tercile,Below 86000,1.3440726,0.10384736,0.02502346,0.2683766,0.11479512,0.09665311,0.24210197,0.24867063,0.24460432,3197.0,0.23836141,0.95196804,1.7361771,0.29172869
