Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,2.3337765,0.14283899,0.31919122,0.47964683,0.26856046,0.28568322,0.35259573,0.28636834,0.19889176
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 88000,2.3258036,0.13610984,0.32874878,0.44327362,0.2479246,0.28548313,0.39031545,0.29310723,0.20084092
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,88000 to 155000,2.4880942,0.18612908,0.40437054,0.59553562,0.30373243,0.30506964,0.31438313,0.22322273,0.15565105
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 155000,2.1878168,0.10628484,0.2249812,0.39973588,0.2536882,0.2665633,0.35379845,0.34269586,0.24006903
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.8328956,0.17932483,0.51144141,0.58865891,0.3859204,0.36087476,0.37216093,0.27028761,0.16422678
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 144000,2.9833212,0.18011436,0.59317789,0.64930634,0.36809073,0.36613767,0.37716886,0.26485507,0.18447029
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,144000 to 228000,2.91606,0.20092743,0.56266758,0.66730339,0.41845016,0.35682462,0.33997198,0.23331533,0.13659952
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 228000,2.6110048,0.15789682,0.38509315,0.45600782,0.37164136,0.35977447,0.39824056,0.31082121,0.17152937
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.5145459,0.23504201,0.84209613,0.65404517,0.52525385,0.50648713,0.39073308,0.23902566,0.12186288
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 228000,3.7728453,0.25875932,0.91008633,0.87040271,0.51758806,0.45822418,0.37199022,0.23907105,0.14672338
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,228000 to 376000,3.4495414,0.24245049,0.79727433,0.6684241,0.53115058,0.48665446,0.37499621,0.23351699,0.11507423
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 376000,3.3364694,0.20615659,0.82118724,0.44039328,0.5268213,0.569724,0.4228196,0.24414519,0.1052222
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,2.2034904,0.15764633,0.3379769,0.62196896,0.31110339,0.22911083,0.22039386,0.18419969,0.14109049
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 120000,2.4185924,0.19546175,0.44784628,0.63816357,0.34392814,0.24698979,0.23581102,0.18442201,0.1259698
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,120000 to 185000,2.3318207,0.18572991,0.42419355,0.66407873,0.3331602,0.2483871,0.18037179,0.15828321,0.13761618
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 185000,1.865601,0.09275268,0.14483771,0.56426358,0.2570815,0.19246452,0.24512043,0.20975371,0.15932692
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,2.6805805,0.19807451,0.48625809,0.70947991,0.38439826,0.32390487,0.27838559,0.18834475,0.11173456
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 155000,2.889096,0.22947254,0.60392553,0.76426111,0.36650353,0.32279448,0.31147881,0.17460317,0.11605686
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,155000 to 247000,2.8877782,0.22064039,0.61679601,0.80896336,0.40843912,0.35136455,0.21025852,0.15788662,0.11342961
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 247000,2.2750151,0.14546004,0.2440608,0.55881317,0.37824643,0.29809241,0.31294041,0.23152809,0.10587377
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,1.5091047,0.09052482,0.10438994,0.55672092,0.19493821,0.1661234,0.18349436,0.13059588,0.08231714
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 78000,1.3547284,0.05634907,0.09209261,0.31465717,0.12409617,0.16406055,0.25930543,0.19935886,0.14480855
