Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,2.0296552,0.07115268,0.15843617,0.32495711,0.20563334,0.27596702,0.40900891,0.35256488,0.23193514
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 237000,2.0294406,0.08785681,0.1801926,0.41187617,0.21897018,0.29190856,0.36389946,0.28822202,0.18651484
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,237000 to 387000,2.015899,0.05591424,0.14580168,0.33291327,0.1964335,0.27858721,0.43148391,0.3499344,0.22483082
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 387000,2.0421578,0.06980983,0.15023249,0.2398931,0.20190629,0.25932677,0.42934825,0.41261798,0.27902306
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.6758876,0.13540648,0.41595064,0.45399593,0.3327152,0.4031844,0.43326496,0.3157169,0.18565304
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 318000,2.6135031,0.12409752,0.39196122,0.50692333,0.32189015,0.37438227,0.40882478,0.29188591,0.19353791
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,318000 to 486000,2.6968129,0.13940991,0.41594662,0.46792486,0.33848274,0.41013207,0.43550168,0.31263051,0.1767845
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 486000,2.711897,0.14174778,0.43694105,0.39533409,0.33706787,0.42221701,0.45266153,0.33930365,0.18662401
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.2812146,0.17928797,0.67656504,0.54494539,0.41671468,0.52413671,0.49417105,0.28831876,0.15707497
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 441000,3.2859944,0.17068981,0.62235487,0.680664,0.41325716,0.46493704,0.458456,0.29779092,0.17784455
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,441000 to 700000,3.2778382,0.17698153,0.64840259,0.56348419,0.41808645,0.51105164,0.51344118,0.29480991,0.15158068
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 700000,3.2803577,0.18915982,0.75234572,0.40688394,0.41839874,0.58932728,0.50649675,0.27351656,0.14422894
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,2.055305,0.11302318,0.2313606,0.43208851,0.26792731,0.22570351,0.31587415,0.27263497,0.19669278
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 210000,2.1488968,0.17264473,0.33875673,0.54455812,0.31804922,0.22728954,0.26319898,0.16516702,0.11923251
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,210000 to 365000,2.0483697,0.10046009,0.23088618,0.47053411,0.27757552,0.23856771,0.29161832,0.26121224,0.1775155
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 365000,1.9758868,0.07011321,0.13316981,0.2925283,0.21279245,0.21211321,0.38713208,0.38211321,0.28592453
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,2.9233227,0.18638716,0.54761504,0.66698429,0.41905349,0.39947312,0.33938681,0.24028922,0.12413355
