Structure,VALUE_TENURE,value_range,PSC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.1747148,0.08393386,0.03709832,0.05368262,183728.0,0.00762051,0.16217906,0.18725053,0.07174971
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 84000,0.16115123,0.06758882,0.04016098,0.05340142,59137.0,0.0117723,0.1417858,0.18051665,0.12016928
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,84000 to 133000,0.23309603,0.12935283,0.0452598,0.05848339,62086.0,0.01534004,0.20786165,0.2583304,0.10825742
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 133000,0.12955764,0.05428366,0.02609391,0.04918007,62505.0,0.01101552,0.1114371,0.14767817,0.13986463
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.38433642,0.16884511,0.09198394,0.12350737,424922.0,0.00724064,0.37242557,0.39624727,0.03099069
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 119000,0.40808516,0.18017407,0.09875838,0.12915271,140059.0,0.01361724,0.38568481,0.43048552,0.05489137
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,119000 to 193000,0.40431149,0.1693089,0.10141414,0.13358845,139024.0,0.01450769,0.38044633,0.42817664,0.05902666
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 193000,0.34248726,0.15752302,0.07648846,0.10847578,145839.0,0.01294884,0.32118642,0.3637881,0.06219455
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.66831751,0.2809653,0.16724891,0.2201033,291972.0,0.01330816,0.64642559,0.69020943,0.03275677
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 166000,0.67637409,0.27513046,0.17340041,0.22784322,96009.0,0.02338333,0.63790852,0.71483966,0.05687026
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,166000 to 298000,0.66477126,0.28941722,0.16326925,0.2120848,93208.0,0.02628959,0.62152489,0.70801764,0.06505452
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 298000,0.66400662,0.27875043,0.16511119,0.22014501,102755.0,0.02648583,0.62043742,0.70757581,0.0656156
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.13800361,0.07170776,0.023865,0.04243085,26608.0,0.02584001,0.0954968,0.18051042,0.30801231
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 123000,0.16701007,0.09729853,0.02003205,0.04967949,8736.0,0.03250143,0.11354523,0.22047492,0.32012947
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,123000 to 173000,0.14730047,0.06983568,0.0407277,0.03673709,8520.0,0.05636589,0.05457858,0.24002235,0.62947447
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 173000,0.10243798,0.04950813,0.01208298,0.04084688,9352.0,0.03488146,0.04505799,0.15981798,0.56014375
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.3564819,0.1762678,0.09067405,0.08954005,22046.0,0.04711322,0.27898065,0.43398315,0.21740584
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 159000,0.47374579,0.2884306,0.08497879,0.1003364,6837.0,0.08654964,0.33137165,0.61611994,0.30052858
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,159000 to 211000,0.44176543,0.18158289,0.12927394,0.1309086,7341.0,0.10384972,0.27093263,0.61259822,0.38670477
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 211000,0.17501271,0.07384342,0.05960854,0.04156075,7868.0,0.07089619,0.05838848,0.29163694,0.66637576
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.01920991,0.01459953,0.00235039,0.00225999,22124.0,0.00553798,0.01009992,0.02831989,0.47423359
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 54000,0.02188433,0.02145801,0.0,0.00042632,7037.0,0.00936858,0.00647301,0.03729564,0.70421717
"2-4 Units  (Own/Rent), 0-1 BR",Second Tercile,54000 to 73000,0.02032742,0.01077763,0.00450205,0.00504775,7330.0,0.00839877,0.00651145,0.03414339,0.67967156
"2-4 Units  (Own/Rent), 0-1 BR",Third Tercile ,Above 73000,0.01572773,0.01198917,0.0024494,0.00128916,7757.0,0.00672412,0.00466655,0.02678891,0.70329174
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.21856922,0.10410015,0.0410331,0.07343597,31633.0,0.02122557,0.18365315,0.25348528,0.15974834
"2-4 Units  (Own/Rent), 2 BR",First Tercile,Below 78000,0.26470021,0.10131097,0.04925776,0.11413148,10374.0,0.0504795,0.18166143,0.34773899,0.31370878
"2-4 Units  (Own/Rent), 2 BR",Second Tercile,78000 to 99000,0.24893677,0.13580947,0.0449863,0.06814101,10581.0,0.04017785,0.18284421,0.31502934,0.2654994
"2-4 Units  (Own/Rent), 2 BR",Third Tercile ,Above 99000,0.14365986,0.07538865,0.0291253,0.03914591,10678.0,0.0301724,0.09402627,0.19329345,0.34549381
"2-4 Units (Own/Rent), 3 BR",All Values,,0.54403476,0.23473462,0.14055895,0.16874119,8516.0,0.09128365,0.39387316,0.69419636,0.27601472
"2-4 Units (Own/Rent), 3 BR",First Tercile,Below 99000,0.69154045,0.24972294,0.23716291,0.2046546,2707.0,0.16391137,0.42190625,0.96117465,0.38990372
"2-4 Units (Own/Rent), 3 BR",Second Tercile,99000 to 141000,0.61805079,0.29890185,0.12834592,0.19080302,2914.0,0.18495741,0.31379585,0.92230573,0.49228145
"2-4 Units (Own/Rent), 3 BR",Third Tercile ,Above 141000,0.33160622,0.15613126,0.06252159,0.11295337,2895.0,0.12926838,0.11895973,0.54425271,0.64126207
"5-49 Units (Own), 0-1 BR",All Values,,0.0,0.0,0.0,0.0,1118.0,.,.,.,.
"5-49 Units (Own), 0-1 BR",First Tercile,Below 74000,0.0,0.0,0.0,0.0,270.0,.,.,.,.
"5-49 Units (Own), 0-1 BR",Second Tercile,74000 to 162000,0.0,0.0,0.0,0.0,439.0,.,.,.,.
"5-49 Units (Own), 0-1 BR",Third Tercile ,Above 162000,0.0,0.0,0.0,0.0,409.0,.,.,.,.
"5-49 Units (Own), 2 BR",All Values,,0.03795404,0.0130467,0.01245367,0.01245367,6745.0,0.01871125,0.00717404,0.06873404,0.81098095
"5-49 Units (Own), 2 BR",First Tercile,Below 100000,0.03395225,0.02068966,0.0132626,0.0,1885.0,0.02065834,-3.072e-05,0.06793522,1.0009047
"5-49 Units (Own), 2 BR",Second Tercile,100000 to 155000,0.07075278,0.01192925,0.02426985,0.03455368,2431.0,0.04762881,-0.00759662,0.14910217,1.1073685
"5-49 Units (Own), 2 BR",Third Tercile ,Above 155000,0.00823384,0.00823384,0.0,0.0,2429.0,0.00832682,-0.00546377,0.02193145,1.663575
"5-49 Units (Own), 3 BR",All Values,,0.07206068,0.0,0.02022756,0.05183312,791.0,0.05695914,-0.0216371,0.16575847,1.3002622
"5-49 Units (Own), 3 BR",First Tercile,Below 150000,0.29090909,0.0,0.14545455,0.14545455,110.0,0.3223226,-0.23931158,0.82112976,1.8226336
"5-49 Units (Own), 3 BR",Second Tercile,150000 to 162000,0.11792453,0.0,0.0,0.11792453,212.0,0.14588271,-0.12205253,0.35790159,2.0350055
"5-49 Units (Own), 3 BR",Third Tercile ,Above 162000,0.0,0.0,0.0,0.0,469.0,.,.,.,.
"5-49 Units (Rent), 0-1 BR",All Values,,0.02767282,0.01748537,0.0056308799999999996,0.00455657,53988.0,0.00649333,0.01699129,0.03835434,0.38599332
"5-49 Units (Rent), 0-1 BR",First Tercile,Below 62000,0.01836337,0.00533685,0.00367267,0.00935384,17426.0,0.00542839,0.00943367,0.02729306,0.48627781
"5-49 Units (Rent), 0-1 BR",Second Tercile,62000 to 89000,0.0277034,0.02262171,0.00360636,0.00147533,18301.0,0.01017264,0.01096941,0.0444374,0.60404106
"5-49 Units (Rent), 0-1 BR",Third Tercile ,Above 89000,0.03652593,0.02393078,0.0095285,0.00306664,18261.0,0.01588907,0.01038841,0.06266345,0.71558815
