Structure,VALUE_TENURE,value_range,PSC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"5-49 Units (Rent), 3 BR",Third Tercile ,Above 116000,0.40350877,0.15614035,0.15789474,0.08947368,570.0,0.22921222,0.02645468,0.78056287,0.93443841
"50+ Units (Own), 0-1 BR",All Values,,0.0,0.0,0.0,0.0,34.0,.,.,.,.
"50+ Units (Own), 0-1 BR",Third Tercile ,Above 191000,0.0,0.0,0.0,0.0,34.0,.,.,.,.
"50+ Units (Own), 2 BR",All Values,,0.0,0.0,0.0,0.0,72.0,.,.,.,.
"50+ Units (Own), 2 BR",Third Tercile ,Above 1000000,0.0,0.0,0.0,0.0,72.0,.,.,.,.
"50+ Units (Rent), 0-1 BR",All Values,,0.0,0.0,0.0,0.0,1461.0,.,.,.,.
"50+ Units (Rent), 0-1 BR",First Tercile,Below 52000,0.0,0.0,0.0,0.0,365.0,.,.,.,.
"50+ Units (Rent), 0-1 BR",Second Tercile,52000 to 91000,0.0,0.0,0.0,0.0,465.0,.,.,.,.
"50+ Units (Rent), 0-1 BR",Third Tercile ,Above 91000,0.0,0.0,0.0,0.0,631.0,.,.,.,.
"50+ Units (Rent), 2 BR",All Values,,0.03353293,0.03353293,0.0,0.0,835.0,0.02657954,-0.01019041,0.07725628,1.3038926
"50+ Units (Rent), 2 BR",First Tercile,Below 61000,0.05982906,0.05982906,0.0,0.0,117.0,0.07473644,-0.06311238,0.1827705,2.0548784
"50+ Units (Rent), 2 BR",Second Tercile,61000 to 97000,0.06481481,0.06481481,0.0,0.0,324.0,0.06319682,-0.03914396,0.16877359,1.6039353
"50+ Units (Rent), 2 BR",Third Tercile ,Above 97000,0.0,0.0,0.0,0.0,394.0,.,.,.,.
"50+ Units (Rent), 3 BR",All Values,,0.25882353,0.12941176,0.12941176,0.0,85.0,0.35967383,-0.33283992,0.85048697,2.2859724
"50+ Units (Rent), 3 BR",First Tercile,Below 96000,0.0,0.0,0.0,0.0,11.0,.,.,.,.
"50+ Units (Rent), 3 BR",Third Tercile ,Above 116000,0.2972973,0.14864865,0.14864865,0.0,74.0,0.4207236,-0.39479302,0.98938761,2.3279402
All Housing Types (Own) 0-1 BR,All Values,,0.00327547,0.00065509,0.0,0.00262037,3053.0,0.00333912,-0.00221738,0.00876831,1.6769661
All Housing Types (Own) 0-1 BR,First Tercile,Below 127000,0.0,0.0,0.0,0.0,876.0,.,.,.,.
All Housing Types (Own) 0-1 BR,Second Tercile,127000 to 212000,0.0,0.0,0.0,0.0,1087.0,.,.,.,.
All Housing Types (Own) 0-1 BR,Third Tercile ,Above 212000,0.00917431,0.00183486,0.0,0.00733945,1090.0,0.00944092,-0.00635601,0.02470463,1.6928049
All Housing Types (Own) 2 BR,All Values,,0.10812488,0.04515944,0.0288333,0.03413214,20948.0,0.01490348,0.08360865,0.13264111,0.22673995
All Housing Types (Own) 2 BR,First Tercile,Below 160000,0.10244275,0.04076336,0.03480916,0.02687023,6550.0,0.02113783,0.06767102,0.13721448,0.339426
All Housing Types (Own) 2 BR,Second Tercile,160000 to 250000,0.09377818,0.0498948,0.01547941,0.02840397,6654.0,0.02478164,0.05301239,0.13454397,0.43470446
All Housing Types (Own) 2 BR,Third Tercile ,Above 250000,0.12525826,0.04480888,0.0352531,0.04519628,7744.0,0.02878917,0.07790007,0.17261645,0.37808435
All Housing Types (Own) 3 BR,All Values,,0.31178006,0.15068346,0.07326064,0.08783597,65110.0,0.01635161,0.28488167,0.33867846,0.08627363
All Housing Types (Own) 3 BR,First Tercile,Below 207000,0.40371063,0.19660578,0.08605398,0.12105087,20859.0,0.0365527,0.34358143,0.46383983,0.14894133
