Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12)
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.15186215,0.06760169,0.03848582,0.04577465
"Single-Family Detached  (Own/Rent), 2 BR",    Below Median,230000,0.20041186,0.09104306,0.05210557,0.05726323
"Single-Family Detached  (Own/Rent), 2 BR",    Above Median,230000,0.09882989,0.041996,0.02360856,0.03322533
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.3882897,0.17712482,0.09486549,0.11629939
"Single-Family Detached  (Own/Rent), 3 BR",    Below Median,250000,0.46921853,0.21767764,0.11274799,0.13879291
"Single-Family Detached  (Own/Rent), 3 BR",    Above Median,250000,0.30305424,0.13441398,0.07603138,0.09260888
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.84920954,0.35465724,0.21629021,0.27826209
"Single-Family Detached  (Own/Rent), 4-5 BR",    Below Median,340000,0.86625496,0.3684278,0.21159553,0.28623163
"Single-Family Detached  (Own/Rent), 4-5 BR",    Above Median,340000,0.83151092,0.34035898,0.22116479,0.26998716
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.18976651,0.09487413,0.04598687,0.04890551
"Single-Family Attached  (Own/Rent), 2 BR",    Below Median,200000,0.27734971,0.14749849,0.07208039,0.05777083
"Single-Family Attached  (Own/Rent), 2 BR",    Above Median,200000,0.09723525,0.03927674,0.01841918,0.03953933
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.45691518,0.2065628,0.11130636,0.13904603
"Single-Family Attached  (Own/Rent), 3 BR",    Below Median,230000,0.52973134,0.23826149,0.13822975,0.15324011
"Single-Family Attached  (Own/Rent), 3 BR",    Above Median,230000,0.38312364,0.1744395,0.08402233,0.12466181
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.08129292,0.03695133,0.02127501,0.02306659
"2-4 Units  (Own/Rent), 0-1 BR",    Below Median,110000,0.03726798,0.02218677,0.0,0.01508121
"2-4 Units  (Own/Rent), 0-1 BR",    Above Median,110000,0.128,0.05261538,0.04384615,0.03153846
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.34702658,0.17248188,0.09309247,0.08145223
"2-4 Units  (Own/Rent), 2 BR",    Below Median,143000,0.43607386,0.22035992,0.12597036,0.08974359
"2-4 Units  (Own/Rent), 2 BR",    Above Median,143000,0.25759008,0.12439457,0.06007088,0.07312463
"2-4 Units (Own/Rent), 3 BR",All Values,,0.51548416,0.24273867,0.13613237,0.13661312
"2-4 Units (Own/Rent), 3 BR",    Below Median,200000,0.76023068,0.37446674,0.17727919,0.20848475
"2-4 Units (Own/Rent), 3 BR",    Above Median,200000,0.26367553,0.10720962,0.09379826,0.06266764
"5-49 Units (Own), 0-1 BR",All Values,,0.0,0.0,0.0,0.0
"5-49 Units (Own), 0-1 BR",    Below Median,150000,0.0,0.0,0.0,0.0
"5-49 Units (Own), 0-1 BR",    Above Median,150000,0.0,0.0,0.0,0.0
"5-49 Units (Own), 2 BR",All Values,,0.08330916,0.04476313,0.01778091,0.02076512
"5-49 Units (Own), 2 BR",    Below Median,200000,0.09231975,0.05344828,0.01677116,0.02210031
"5-49 Units (Own), 2 BR",    Above Median,200000,0.07319433,0.03501364,0.0189144,0.0192663
"5-49 Units (Own), 3 BR",All Values,,0.16611459,0.07470904,0.04521038,0.04619517
"5-49 Units (Own), 3 BR",    Below Median,280000,0.19029818,0.08919412,0.0513779,0.04972616
"5-49 Units (Own), 3 BR",    Above Median,280000,0.14044477,0.05933376,0.03866384,0.04244717
"5-49 Units (Rent), 0-1 BR",All Values,,0.06280207,0.03534899,0.01004552,0.01740755
"5-49 Units (Rent), 0-1 BR",    Below Median,132000,0.05177688,0.0292531,0.0058673,0.01665647
"5-49 Units (Rent), 0-1 BR",    Above Median,132000,0.07406145,0.04157437,0.01431249,0.01817459
"5-49 Units (Rent), 2 BR",All Values,,0.36014813,0.19605586,0.07651809,0.08757418
"5-49 Units (Rent), 2 BR",    Below Median,155000,0.38905538,0.2202401,0.08683702,0.08197826
"5-49 Units (Rent), 2 BR",    Above Median,155000,0.3308665,0.17155841,0.06606553,0.09324256
"5-49 Units (Rent), 3 BR",All Values,,0.90156049,0.43152902,0.19277829,0.27725318
"5-49 Units (Rent), 3 BR",    Below Median,171000,1.0551642,0.56691908,0.20000881,0.28823633
"5-49 Units (Rent), 3 BR",    Above Median,171000,0.74580357,0.29424107,0.18544643,0.26611607
"50+ Units (Own), 0-1 BR",All Values,,0.01884312,0.00423605,0.00219106,0.01241601
"50+ Units (Own), 0-1 BR",    Below Median,270000,0.01039387,0.0,0.0,0.01039387
"50+ Units (Own), 0-1 BR",    Above Median,270000,0.02852665,0.00909091,0.00470219,0.01473354
"50+ Units (Own), 2 BR",All Values,,0.04950385,0.02250679,0.00981207,0.01718499
"50+ Units (Own), 2 BR",    Below Median,400000,0.06672288,0.02656266,0.01581111,0.02434911
"50+ Units (Own), 2 BR",    Above Median,400000,0.03040225,0.01800748,0.00315716,0.00923761
