Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12)
"50+ Units (Own), 3 BR",All Values,,0.1908639,0.09273226,0.04328077,0.05485087
"50+ Units (Own), 3 BR",    Below Median,600000,0.21580399,0.12169398,0.05776408,0.03634594
"50+ Units (Own), 3 BR",    Above Median,600000,0.16294278,0.06030881,0.0270663,0.07556767
"50+ Units (Rent), 0-1 BR",All Values,,0.03166982,0.01598908,0.0093967,0.00628404
"50+ Units (Rent), 0-1 BR",    Below Median,172000,0.03434858,0.01746687,0.01035724,0.00652447
"50+ Units (Rent), 0-1 BR",    Above Median,172000,0.02897141,0.01450044,0.00842912,0.00604185
"50+ Units (Rent), 2 BR",All Values,,0.20131295,0.09660793,0.04168698,0.06301804
"50+ Units (Rent), 2 BR",    Below Median,204000,0.2371209,0.1073951,0.05958316,0.07014264
"50+ Units (Rent), 2 BR",    Above Median,204000,0.16507848,0.08569226,0.02357763,0.05580858
"50+ Units (Rent), 3 BR",All Values,,0.70153868,0.3108283,0.14732528,0.2433851
"50+ Units (Rent), 3 BR",    Below Median,217000,0.99390666,0.44370586,0.21049716,0.33970364
"50+ Units (Rent), 3 BR",    Above Median,217000,0.38582324,0.16733961,0.07910872,0.13937491
All Housing Types (Own) 0-1 BR,All Values,,0.13263338,0.05287122,0.03814013,0.04162203
All Housing Types (Own) 0-1 BR,    Below Median,230000,0.09869724,0.04293903,0.02407504,0.03168317
All Housing Types (Own) 0-1 BR,    Above Median,230000,0.16852199,0.06337485,0.05301444,0.0521327
All Housing Types (Own) 2 BR,All Values,,0.09914562,0.04550123,0.02442383,0.02922056
All Housing Types (Own) 2 BR,    Below Median,250000,0.11412025,0.05668975,0.02892288,0.02850762
All Housing Types (Own) 2 BR,    Above Median,250000,0.08400204,0.03418648,0.01987401,0.02994155
All Housing Types (Own) 3 BR,All Values,,0.32580811,0.14694113,0.07930826,0.09955871
All Housing Types (Own) 3 BR,    Below Median,270000,0.37782009,0.1697203,0.09187222,0.11622757
All Housing Types (Own) 3 BR,    Above Median,270000,0.27003537,0.12251491,0.06583585,0.08168461
All Housing Types (Own) 4-5 BR,All Values,,0.80586068,0.33466112,0.20671987,0.26447968
All Housing Types (Own) 4-5 BR,    Below Median,350000,0.79587284,0.33504547,0.19892062,0.26190675
All Housing Types (Own) 4-5 BR,    Above Median,350000,0.81680753,0.33423988,0.21526799,0.26729966
All Housing Types (Rent) 0-1 BR,All Values,,0.05462552,0.02817117,0.01275808,0.01369627
All Housing Types (Rent) 0-1 BR,    Below Median,143000,0.05213572,0.02687631,0.01065631,0.01460309
All Housing Types (Rent) 0-1 BR,    Above Median,143000,0.05712823,0.02947274,0.01487074,0.01278475
All Housing Types (Rent) 2 BR,All Values,,0.33317898,0.17297649,0.07492976,0.08527273
All Housing Types (Rent) 2 BR,    Below Median,162000,0.38635799,0.20697179,0.09214121,0.08724499
All Housing Types (Rent) 2 BR,    Above Median,162000,0.27958018,0.13871282,0.05758245,0.08328491
All Housing Types (Rent) 3 BR,All Values,,0.80737714,0.37953694,0.19107366,0.23676654
All Housing Types (Rent) 3 BR,    Below Median,176000,0.88304887,0.44793187,0.18988158,0.24523543
All Housing Types (Rent) 3 BR,    Above Median,176000,0.73118316,0.31066999,0.19227396,0.22823921
All Housing Types (Rent) 4-5 BR,All Values,,1.1696387,0.51159824,0.28810021,0.36994027
All Housing Types (Rent) 4-5 BR,    Below Median,209000,1.1505579,0.50380544,0.29639485,0.35035765
All Housing Types (Rent) 4-5 BR,    Above Median,209000,1.1892376,0.51960266,0.27958032,0.39005466
