Structure,VALUE_TENURE,value_range,PSC,(K-5),(6-8),(9-12)
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.19838377,0.08318808,0.05165584,0.06353985
"Single-Family Detached  (Own/Rent), 2 BR",    Below Median,300000,0.13420176,0.04968191,0.0251439,0.05937595
"Single-Family Detached  (Own/Rent), 2 BR",    Above Median,300000,0.26877076,0.11993355,0.0807309,0.06810631
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.36283769,0.15743466,0.08080387,0.12459917
"Single-Family Detached  (Own/Rent), 3 BR",    Below Median,330000,0.40494297,0.174084,0.09341514,0.13744383
"Single-Family Detached  (Own/Rent), 3 BR",    Above Median,330000,0.31930671,0.14022157,0.06776557,0.11131957
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.6813634,0.28694231,0.17197653,0.22244456
"Single-Family Detached  (Own/Rent), 4-5 BR",    Below Median,500000,0.69579968,0.28280002,0.18145307,0.23154659
"Single-Family Detached  (Own/Rent), 4-5 BR",    Above Median,500000,0.66591685,0.2913745,0.1618368,0.21270555
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.15846447,0.06545054,0.06525008,0.02776386
"Single-Family Attached  (Own/Rent), 2 BR",    Below Median,250000,0.19067319,0.08649868,0.08236179,0.02181271
"Single-Family Attached  (Own/Rent), 2 BR",    Above Median,250000,0.12169994,0.0414252,0.04571797,0.03455677
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.3685016,0.16611087,0.09500105,0.10738969
"Single-Family Attached  (Own/Rent), 3 BR",    Below Median,318000,0.45410113,0.20104643,0.12347265,0.12958205
"Single-Family Attached  (Own/Rent), 3 BR",    Above Median,318000,0.27789753,0.12913281,0.06486486,0.08389985
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.02557704,0.02557704,0.0,0.0
"2-4 Units  (Own/Rent), 0-1 BR",    Below Median,126000,0.04632768,0.04632768,0.0,0.0
"2-4 Units  (Own/Rent), 0-1 BR",    Above Median,126000,0.0,0.0,0.0,0.0
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.42538354,0.30311483,0.0344026,0.08786611
"2-4 Units  (Own/Rent), 2 BR",    Below Median,160000,0.39276258,0.30891439,0.0,0.08384819
"2-4 Units  (Own/Rent), 2 BR",    Above Median,160000,0.46168959,0.29666012,0.07269155,0.09233792
"2-4 Units (Own/Rent), 3 BR",All Values,,0.78951256,0.25258493,0.41137371,0.12555391
"2-4 Units (Own/Rent), 3 BR",    Below Median,176000,1.2214112,0.36861314,0.6459854,0.20681265
"2-4 Units (Own/Rent), 3 BR",    Above Median,176000,0.12218045,0.07330827,0.04887218,0.0
"5-49 Units (Own), 0-1 BR",All Values,,0.0,0.0,0.0,0.0
"5-49 Units (Own), 0-1 BR",    Below Median,270000,0.0,0.0,0.0,0.0
"5-49 Units (Own), 0-1 BR",    Above Median,270000,0.0,0.0,0.0,0.0
"5-49 Units (Own), 2 BR",All Values,,0.02253338,0.01520772,0.00268917,0.0046365
"5-49 Units (Own), 2 BR",    Below Median,250000,0.02929167,0.02609622,0.00159773,0.00159773
"5-49 Units (Own), 2 BR",    Above Median,250000,0.01514269,0.00330033,0.00388274,0.00795962
"5-49 Units (Own), 3 BR",All Values,,0.09433107,0.04217687,0.01496599,0.03718821
"5-49 Units (Own), 3 BR",    Below Median,320000,0.0500821,0.02463054,0.00246305,0.02298851
"5-49 Units (Own), 3 BR",    Above Median,320000,0.14893617,0.06382979,0.03039514,0.05471125
"5-49 Units (Rent), 0-1 BR",All Values,,0.04970206,0.03223185,0.00487541,0.0125948
"5-49 Units (Rent), 0-1 BR",    Below Median,154000,0.04427014,0.02738633,0.00957192,0.00731189
"5-49 Units (Rent), 0-1 BR",    Above Median,154000,0.05534088,0.03726194,0.0,0.01807894
"5-49 Units (Rent), 2 BR",All Values,,0.30771809,0.16183089,0.06406205,0.08182515
"5-49 Units (Rent), 2 BR",    Below Median,176000,0.30024101,0.1408046,0.06998517,0.08945124
"5-49 Units (Rent), 2 BR",    Above Median,176000,0.31570608,0.18429392,0.0577342,0.07367796
"5-49 Units (Rent), 3 BR",All Values,,0.87287627,0.35338797,0.20927444,0.31021387
"5-49 Units (Rent), 3 BR",    Below Median,194000,0.83965585,0.43605788,0.20179898,0.20179898
"5-49 Units (Rent), 3 BR",    Above Median,194000,0.90760425,0.26696648,0.21708913,0.42354865
"50+ Units (Own), 0-1 BR",All Values,,0.0,0.0,0.0,0.0
"50+ Units (Own), 0-1 BR",    Below Median,300000,0.0,0.0,0.0,0.0
"50+ Units (Own), 0-1 BR",    Above Median,300000,0.0,0.0,0.0,0.0
"50+ Units (Own), 2 BR",All Values,,0.00660328,0.0,0.00660328,0.0
"50+ Units (Own), 2 BR",    Below Median,350000,0.0127486,0.0,0.0127486,0.0
"50+ Units (Own), 2 BR",    Above Median,350000,0.0,0.0,0.0,0.0
"50+ Units (Own), 3 BR",All Values,,0.0,0.0,0.0,0.0
"50+ Units (Own), 3 BR",    Below Median,400000,0.0,0.0,0.0,0.0
"50+ Units (Own), 3 BR",    Above Median,400000,0.0,0.0,0.0,0.0
"50+ Units (Rent), 0-1 BR",All Values,,0.03506412,0.01460744,0.00491085,0.01554582
"50+ Units (Rent), 0-1 BR",    Below Median,183000,0.05215221,0.01578291,0.00636307,0.03000624
"50+ Units (Rent), 0-1 BR",    Above Median,183000,0.01787955,0.01342535,0.00345044,0.00100376
"50+ Units (Rent), 2 BR",All Values,,0.10950531,0.05046437,0.02392911,0.03511183
"50+ Units (Rent), 2 BR",    Below Median,237000,0.09605521,0.03842208,0.02489975,0.03273338
"50+ Units (Rent), 2 BR",    Above Median,237000,0.12339852,0.06290338,0.0229265,0.03756864
"50+ Units (Rent), 3 BR",All Values,,0.90512624,0.489671,0.23412395,0.18133129
"50+ Units (Rent), 3 BR",    Below Median,247000,1.011734,0.57496741,0.24380704,0.19295958
"50+ Units (Rent), 3 BR",    Above Median,247000,0.7537037,0.36851852,0.22037037,0.16481481
All Housing Types (Own) 0-1 BR,All Values,,0.04952129,0.01452625,0.00891383,0.02608121
All Housing Types (Own) 0-1 BR,    Below Median,300000,0.08176471,0.02588235,0.01588235,0.04
All Housing Types (Own) 0-1 BR,    Above Median,300000,0.0082769,0.0,0.0,0.0082769
All Housing Types (Own) 2 BR,All Values,,0.08154175,0.03401561,0.02345015,0.02407598
All Housing Types (Own) 2 BR,    Below Median,285000,0.0519827,0.0258832,0.00901226,0.01708724
All Housing Types (Own) 2 BR,    Above Median,285000,0.11238153,0.04250038,0.03851362,0.03136753
All Housing Types (Own) 3 BR,All Values,,0.29792148,0.13421283,0.07153026,0.09217839
All Housing Types (Own) 3 BR,    Below Median,350000,0.32767799,0.14692376,0.07958794,0.10116629
All Housing Types (Own) 3 BR,    Above Median,350000,0.26581307,0.12049725,0.06283572,0.0824801
All Housing Types (Own) 4-5 BR,All Values,,0.65145708,0.27492109,0.16511189,0.2114241
All Housing Types (Own) 4-5 BR,    Below Median,500000,0.65448204,0.26787583,0.1719986,0.2146076
All Housing Types (Own) 4-5 BR,    Above Median,500000,0.64837089,0.28210895,0.15808578,0.20817616
All Housing Types (Rent) 0-1 BR,All Values,,0.04017902,0.02071731,0.00475911,0.01470261
All Housing Types (Rent) 0-1 BR,    Below Median,171000,0.05144682,0.02175215,0.00718419,0.02251048
All Housing Types (Rent) 0-1 BR,    Above Median,171000,0.0285726,0.01965137,0.00226114,0.00666009
All Housing Types (Rent) 2 BR,All Values,,0.22031985,0.11529215,0.04831191,0.05671579
All Housing Types (Rent) 2 BR,    Below Median,198000,0.26906463,0.14819737,0.05183585,0.0690314
All Housing Types (Rent) 2 BR,    Above Median,198000,0.1709247,0.08194789,0.04474094,0.04423587
All Housing Types (Rent) 3 BR,All Values,,0.77380183,0.32704646,0.20393575,0.24281962
All Housing Types (Rent) 3 BR,    Below Median,212000,0.81028204,0.3572457,0.22800034,0.225036
All Housing Types (Rent) 3 BR,    Above Median,212000,0.73607218,0.29581289,0.17904695,0.26121233
All Housing Types (Rent) 4-5 BR,All Values,,0.86710068,0.36805478,0.22920642,0.26983949
All Housing Types (Rent) 4-5 BR,    Below Median,258000,0.79738562,0.31938998,0.19063181,0.28736383
All Housing Types (Rent) 4-5 BR,    Above Median,258000,0.94119009,0.4197731,0.27020144,0.25121556
