Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.33048387,0.18049529,0.06763679,0.08235179,30649.0,0.02552738,0.28849133,0.3724764,0.1270638
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 221000,0.41229282,0.22622336,0.07547356,0.1105959,10136.0,0.06007316,0.31347246,0.51111317,0.23968488
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,221000 to 553000,0.31657937,0.15793715,0.06809025,0.09055197,9928.0,0.0434125,0.2451658,0.38799294,0.22557872
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 553000,0.26518658,0.1578649,0.05970713,0.04761455,10585.0,0.03553923,0.20672455,0.32364862,0.22045621
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.4882258,0.22529978,0.11782728,0.14509874,128926.0,0.01651847,0.46105293,0.51539868,0.05565637
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 420000,0.63537185,0.30935083,0.14692812,0.1790929,42531.0,0.04236361,0.5656837,0.70505999,0.10968088
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,420000 to 793000,0.45748877,0.19807974,0.12263379,0.13677525,40307.0,0.0304216,0.40744524,0.5075323,0.10938745
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 793000,0.37931783,0.1715414,0.08676879,0.12100764,46088.0,0.02273446,0.34191964,0.41671602,0.09859328
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.71145138,0.31063506,0.17601526,0.22480105,82811.0,0.02239178,0.6746169,0.74828585,0.0517737
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 650000,0.88882214,0.39466076,0.21405775,0.28010363,26633.0,0.05399025,0.80000818,0.9776361,0.09992321
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,650000 to 942000,0.6926681,0.31076538,0.17285408,0.20904864,27960.0,0.04189894,0.62374434,0.76159186,0.09950474
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 942000,0.56265504,0.23119994,0.1432419,0.1882132,28218.0,0.0327575,0.50876896,0.61654113,0.09577109
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.27919967,0.16331805,0.05935807,0.05652355,11995.0,0.03938346,0.21441387,0.34398547,0.2320411
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 256000,0.44732785,0.2327852,0.10174717,0.11279548,3892.0,0.09922818,0.28409749,0.61055821,0.36490096
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,256000 to 401000,0.14508816,0.10050378,0.02644836,0.01813602,3970.0,0.04863622,0.06508158,0.22509474,0.55143424
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 401000,0.24969756,0.15823857,0.0510525,0.04040648,4133.0,0.05422546,0.16049668,0.33889844,0.35723569
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.60463771,0.31658873,0.13643157,0.15161741,20743.0,0.04144543,0.53645997,0.67281545,0.112758
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 320000,0.66051388,0.32722977,0.15770821,0.1755759,6772.0,0.08371797,0.52279782,0.79822994,0.20849836
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,320000 to 486000,0.61445958,0.35482469,0.13488844,0.12474645,6902.0,0.08098263,0.48124316,0.747676,0.21680258
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 486000,0.54151931,0.2690621,0.11755552,0.15490168,7069.0,0.06434269,0.43567558,0.64736304,0.19545698
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.11930271,0.06537135,0.02142727,0.03250409,5507.0,0.03900391,0.05514127,0.18346414,0.53780372
