Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+,Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,2.1243298,0.07758043,0.24564343,0.29892761,0.24715147,0.28753351,0.38605898,0.43682976,0.14460456,5968.0,0.20973945,1.7793084,2.4693512,0.16241424
"Single-Family Detached  (Own/Rent), 2 BR",    Below Median,130000,2.1137549,0.08018253,0.26792699,0.25260756,0.30671447,0.35136897,0.34908735,0.37255541,0.1333116,3068.0,0.27556357,1.6604528,2.567057,0.21445347
"Single-Family Detached  (Own/Rent), 2 BR",    Above Median,130000,2.1355172,0.07482759,0.22206897,0.34793103,0.18413793,0.22,0.42517241,0.50482759,0.15655172,2900.0,0.29688201,1.6471463,2.6238882,0.22868975
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.6794211,0.15406841,0.44492165,0.49541881,0.40798584,0.43172471,0.36480296,0.25605185,0.12444687,38418.0,0.10833141,2.5012159,2.8576263,0.06650883
"Single-Family Detached  (Own/Rent), 3 BR",    Below Median,200000,2.657217,0.15819624,0.43747552,0.5014199,0.42112221,0.43894438,0.36569722,0.23266745,0.10169409,20424.0,0.17983001,2.3613966,2.9530374,0.11132714
"Single-Family Detached  (Own/Rent), 3 BR",    Above Median,200000,2.7046238,0.14938313,0.45337335,0.48860731,0.39307547,0.42353007,0.36378793,0.2825942,0.15027231,17994.0,0.16363623,2.4354422,2.9738054,0.09952645
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.5770297,0.25461788,0.97520209,0.62834381,0.5701566,0.56609521,0.30819698,0.18034131,0.09407584,25607.0,0.17976479,3.2813166,3.8727428,0.08267001
"Single-Family Detached  (Own/Rent), 4-5 BR",    Below Median,280000,3.675379,0.26219102,1.0404003,0.73624076,0.54499291,0.5560451,0.25733702,0.1719065,0.1062654,13391.0,0.26323795,3.2423526,4.1084054,0.11781817
"Single-Family Detached  (Own/Rent), 4-5 BR",    Above Median,280000,3.4692207,0.24631631,0.90373281,0.51006876,0.59774067,0.57711198,0.36394892,0.18958743,0.08071382,12216.0,0.24740873,3.0622333,3.876208,0.11731377
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,1.6333167,0.09254627,0.09754877,0.5977989,0.11455728,0.13256628,0.11955978,0.23311656,0.24562281,1999.0,0.27244199,1.1851496,2.0814837,0.27439081
"Single-Family Attached  (Own/Rent), 2 BR",    Below Median,150000,1.6801505,0.15992474,0.0696143,0.77798683,0.12982126,0.20978363,0.07337723,0.21542803,0.04421449,1063.0,0.46283644,0.91878458,2.4415165,0.45315341
"Single-Family Attached  (Own/Rent), 2 BR",    Above Median,150000,1.5801282,0.01602564,0.1292735,0.39316239,0.09722222,0.04487179,0.17200855,0.25320513,0.47435897,936.0,0.35182084,1.0013829,2.1588735,0.36626476
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,2.3484958,0.20079739,0.3836535,0.82711127,0.34287785,0.24555999,0.20895252,0.07937659,0.06016673,5518.0,0.23302823,1.9651644,2.7318273,0.16322424
"Single-Family Attached  (Own/Rent), 3 BR",    Below Median,175000,2.3695244,0.22246558,0.37984981,0.84011264,0.41176471,0.14768461,0.24906133,0.06727159,0.05131414,3196.0,0.31007782,1.8594464,2.8796024,0.21526599
"Single-Family Attached  (Own/Rent), 3 BR",    Above Median,175000,2.3195521,0.1709733,0.38888889,0.80921619,0.24806202,0.38027562,0.15374677,0.0960379,0.07235142,2322.0,0.42950775,1.6130119,3.0260924,0.30460201
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,1.3231441,0.0371179,0.05458515,0.38100437,0.06768559,0.1069869,0.55021834,0.12445415,0.0010917,916.0,0.36494911,0.72280281,1.9234854,0.45372329
"2-4 Units  (Own/Rent), 0-1 BR",    Below Median,78000,1.0780488,0.0,0.0,0.08780488,0.01788618,0.03739837,0.77560976,0.15772358,0.00162602,615.0,0.44295428,0.34938899,1.8067086,0.67590614
"2-4 Units  (Own/Rent), 0-1 BR",    Above Median,78000,1.8239203,0.11295681,0.16611296,0.98006645,0.16943522,0.24916944,0.089701,0.05647841,0.0,301.0,0.73410745,0.61631351,3.031527,0.66209405
"2-4 Units  (Own/Rent), 2 BR",All Values,,2.0991254,0.16715258,0.28717201,0.98639456,0.196793,0.06997085,0.18318756,0.15986395,0.04859086,2058.0,0.37356611,1.4846091,2.7136416,0.29274871
"2-4 Units  (Own/Rent), 2 BR",    Below Median,88000,2.0758123,0.29422383,0.25631769,0.97833935,0.16696751,0.02436823,0.2599278,0.09566787,0.0,1108.0,0.535633,1.194696,2.9569286,0.4244682
"2-4 Units  (Own/Rent), 2 BR",    Above Median,88000,2.1263158,0.01894737,0.32315789,0.99578947,0.23157895,0.12315789,0.09368421,0.23473684,0.10526316,950.0,0.50186879,1.3007416,2.9518899,0.38826507
"2-4 Units (Own/Rent), 3 BR",All Values,,2.9227723,0.77821782,0.67128713,0.78217822,0.16831683,0.22178218,0.22574257,0.04554455,0.02970297,505.0,0.82655797,1.5630844,4.2824601,0.46520486
"2-4 Units (Own/Rent), 3 BR",    Below Median,89000,3.0676056,0.90422535,0.70985915,0.85352113,0.15492958,0.23098592,0.18309859,0.03098592,0.0,355.0,0.99622831,1.4288101,4.7064012,0.53422629
"2-4 Units (Own/Rent), 3 BR",    Above Median,89000,2.58,0.48,0.58,0.61333333,0.2,0.2,0.32666667,0.08,0.1,150.0,1.6553498,-0.14305048,5.3030505,1.0554459
"5-49 Units (Own), 0-1 BR",All Values,,1.0147059,0.0,0.0,0.57352941,0.0,0.0,0.0,0.44117647,0.0,68.0,0.84336204,-0.37262468,2.4020364,1.3672243
"5-49 Units (Own), 0-1 BR",    Below Median,140000,1.0172414,0.0,0.0,0.5,0.0,0.0,0.0,0.51724138,0.0,58.0,0.97050268,-0.57923553,2.6137183,1.569418
"5-49 Units (Own), 0-1 BR",    Above Median,140000,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.3856406,-1.2793789,3.2793789,2.2793789
"5-49 Units (Own), 2 BR",All Values,,1.4875622,0.0,0.0,0.47761194,0.24378109,0.0,0.11940299,0.45771144,0.18905473,201.0,0.83781546,0.10935575,2.8657686,0.9264866
"5-49 Units (Own), 2 BR",    Below Median,200000,1.1666667,0.0,0.0,0.36231884,0.35507246,0.0,0.17391304,0.0,0.27536232,138.0,0.70898966,0.00037867,2.3329547,0.99967542
"5-49 Units (Own), 2 BR",    Above Median,200000,2.1904762,0.0,0.0,0.73015873,0.0,0.0,0.0,1.4603175,0.0,63.0,2.2877629,-1.5728938,5.9538462,1.7180602
"5-49 Units (Own), 3 BR",All Values,,2.3353293,0.09580838,0.66766467,0.12874251,1.1526946,0.25748503,0.0,0.0,0.03293413,334.0,1.2719028,0.24304926,4.4276094,0.89592506
"5-49 Units (Own), 3 BR",    Below Median,155000,2.4362416,0.10738255,0.74832215,0.0,1.2919463,0.2885906,0.0,0.0,0.0,298.0,1.4347136,0.07613772,4.7963455,0.96874788
"5-49 Units (Own), 3 BR",    Above Median,155000,1.5,0.0,0.0,1.1944444,0.0,0.0,0.0,0.0,0.30555556,36.0,1.6423809,-1.2017166,4.2017166,1.8011444
"5-49 Units (Rent), 0-1 BR",All Values,,1.2056465,0.04299005,0.01860764,0.6098813,0.11132499,0.02983638,0.15335258,0.04908566,0.19056785,3117.0,0.18343595,0.90389432,1.5073986,0.25028244
"5-49 Units (Rent), 0-1 BR",    Below Median,84000,1.1365291,0.07160194,0.0,0.47876214,0.00667476,0.0461165,0.20631068,0.06007282,0.26699029,1648.0,0.25421273,0.71834919,1.5547091,0.36794476
"5-49 Units (Rent), 0-1 BR",    Above Median,84000,1.2831858,0.01089176,0.03948264,0.75697754,0.22872703,0.0115725,0.09394146,0.0367597,0.10483322,1469.0,0.29913595,0.7911072,1.7752645,0.38348197
"5-49 Units (Rent), 2 BR",All Values,,1.7361173,0.06086184,0.09751222,0.99067081,0.13638383,0.10639716,0.22390049,0.0888494,0.03154154,4502.0,0.22212834,1.3707162,2.1015184,0.2104703
"5-49 Units (Rent), 2 BR",    Below Median,99000,1.715307,0.0765349,0.11017662,0.83767872,0.15601346,0.12531539,0.31034483,0.07317073,0.02607233,2378.0,0.26360016,1.2816847,2.1489292,0.25279572
"5-49 Units (Rent), 2 BR",    Above Median,99000,1.7594162,0.0433145,0.08333333,1.1619586,0.11440678,0.08521657,0.12711864,0.10640301,0.03766478,2124.0,0.37752401,1.1383892,2.3804432,0.35297333
"5-49 Units (Rent), 3 BR",All Values,,2.9356015,0.13608748,0.35358445,1.7910085,0.17739976,0.2563791,0.09234508,0.06439854,0.06439854,823.0,0.83987236,1.5540114,4.3171915,0.4706327
"5-49 Units (Rent), 3 BR",    Below Median,87000,2.703125,0.00390625,0.24023438,1.9550781,0.00976563,0.36914063,0.0390625,0.046875,0.0390625,512.0,1.019118,1.0266759,4.3795741,0.62018928
