Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+
"5-49 Units (Own), 3 BR",    Above Median,780000,2.616051,0.3477707,0.30751592,0.51515924,0.53197452,0.35592357,0.24611465,0.19592357,0.11566879
"5-49 Units (Rent), 0-1 BR",All Values,,1.6973899,0.0952397,0.14193178,0.69963901,0.24539208,0.15198543,0.14177434,0.11668522,0.10474231
"5-49 Units (Rent), 0-1 BR",    Below Median,170000,1.6955851,0.10463843,0.19271264,0.47423717,0.19492567,0.17690846,0.2040684,0.18180396,0.16629038
"5-49 Units (Rent), 0-1 BR",    Above Median,170000,1.699217,0.08572463,0.09052231,0.92783109,0.29648321,0.12675387,0.07870915,0.05076039,0.04243233
"5-49 Units (Rent), 2 BR",All Values,,2.7594855,0.27388407,0.49017392,0.97973537,0.39312755,0.27379959,0.16948795,0.09383613,0.08544093
"5-49 Units (Rent), 2 BR",    Below Median,207000,2.9717828,0.33713625,0.63122177,0.93602269,0.37064818,0.29496796,0.17558567,0.11986553,0.1063347
"5-49 Units (Rent), 2 BR",    Above Median,207000,2.5449662,0.20996985,0.34764978,1.0239056,0.41584221,0.25240966,0.1633264,0.06753429,0.06432848
"5-49 Units (Rent), 3 BR",All Values,,3.9926975,0.33580381,1.1312625,1.3217802,0.5190554,0.39909173,0.17718438,0.07291553,0.035604
"5-49 Units (Rent), 3 BR",    Below Median,167000,4.2067401,0.44970116,1.4327789,1.1686469,0.54554619,0.34564701,0.13653057,0.07150572,0.05638367
"5-49 Units (Rent), 3 BR",    Above Median,167000,3.774747,0.21982695,0.82424109,1.4777093,0.49208095,0.45351225,0.21858044,0.07435108,0.01444493
"50+ Units (Own), 0-1 BR",All Values,,1.4009013,0.05878319,0.03223278,0.40325267,0.36778681,0.24003135,0.13657294,0.08768492,0.07455668
"50+ Units (Own), 0-1 BR",    Below Median,580000,1.4173047,0.08078101,0.04153905,0.39529096,0.3457121,0.25114855,0.13801685,0.0823124,0.08250383
"50+ Units (Own), 0-1 BR",    Above Median,580000,1.3837046,0.03572145,0.02247642,0.41159944,0.39092916,0.22837648,0.1350592,0.09331728,0.06622517
"50+ Units (Own), 2 BR",All Values,,1.9227524,0.13084371,0.08893499,0.44080221,0.44460581,0.26120332,0.21556017,0.20643154,0.13437068
"50+ Units (Own), 2 BR",    Below Median,800000,1.9117847,0.08699198,0.1284491,0.41266821,0.42530923,0.2117711,0.22781025,0.25717004,0.16161479
"50+ Units (Own), 2 BR",    Above Median,800000,1.9341123,0.17626355,0.04800788,0.46994228,0.46459243,0.31240321,0.20287203,0.15387864,0.10615233
"50+ Units (Own), 3 BR",All Values,,2.3433675,0.18326166,0.26298379,0.34965266,0.52133642,0.26298379,0.35957658,0.23718161,0.166391
"50+ Units (Own), 3 BR",    Below Median,850000,2.4165637,0.1934487,0.31953028,0.43695921,0.49752781,0.39678616,0.29171817,0.15142151,0.12917182
"50+ Units (Own), 3 BR",    Above Median,850000,2.2590747,0.17153025,0.19786477,0.24911032,0.54875445,0.1088968,0.43772242,0.33594306,0.20925267
"50+ Units (Rent), 0-1 BR",All Values,,1.4624703,0.04606238,0.04390468,0.66734982,0.20044913,0.10698511,0.10323789,0.1247472,0.16973411
"50+ Units (Rent), 0-1 BR",    Below Median,229000,1.4219303,0.05188896,0.07019794,0.43416327,0.14061192,0.09976776,0.14571575,0.21590019,0.26368448
"50+ Units (Rent), 0-1 BR",    Above Median,229000,1.5031648,0.04021361,0.01751128,0.90142449,0.26051422,0.11422995,0.06059826,0.03324704,0.07542592
"50+ Units (Rent), 2 BR",All Values,,2.4654025,0.16776886,0.3191105,1.0372491,0.3819776,0.20372914,0.14781323,0.10084513,0.10690894
"50+ Units (Rent), 2 BR",    Below Median,275000,2.6196472,0.20212744,0.47476298,0.89776956,0.36582648,0.236919,0.16367803,0.13912422,0.13943955
"50+ Units (Rent), 2 BR",    Above Median,275000,2.3095921,0.13306152,0.16187807,1.1781444,0.39829267,0.17020237,0.13178739,0.06217749,0.07404812
"50+ Units (Rent), 3 BR",All Values,,4.0157345,0.32416447,1.0883772,1.3803836,0.41087631,0.48552888,0.20012634,0.07890203,0.04737567
"50+ Units (Rent), 3 BR",    Below Median,190000,4.4399909,0.37280802,1.3956957,1.3024368,0.47278524,0.53757686,0.24288317,0.06399453,0.05181052
"50+ Units (Rent), 3 BR",    Above Median,190000,3.5841057,0.27467563,0.77571826,1.4596849,0.34789157,0.43257646,0.15662651,0.09406858,0.04286376
All Housing Types (Own) 0-1 BR,All Values,,1.9103446,0.10163216,0.15717092,0.45704247,0.33916427,0.30568989,0.25521384,0.18214448,0.11228653
All Housing Types (Own) 0-1 BR,    Below Median,500000,2.0616847,0.1389196,0.2180706,0.49929987,0.32257351,0.32080478,0.25233989,0.17974795,0.12992851
All Housing Types (Own) 0-1 BR,    Above Median,500000,1.7511435,0.06240794,0.09310799,0.41259012,0.35661679,0.28978991,0.25823707,0.18466548,0.0937282
All Housing Types (Own) 2 BR,All Values,,2.0838183,0.10240567,0.16671367,0.36407298,0.3227364,0.23602102,0.28933897,0.339042,0.26348759
All Housing Types (Own) 2 BR,    Below Median,500000,2.0685761,0.0823508,0.19094472,0.31514891,0.27026938,0.21899029,0.3137764,0.37386933,0.30322623
All Housing Types (Own) 2 BR,    Above Median,500000,2.1001203,0.12385483,0.14079799,0.41639843,0.37885112,0.25423579,0.26320258,0.30179336,0.22098617
All Housing Types (Own) 3 BR,All Values,,2.9076284,0.19909355,0.5025631,0.55266718,0.45217702,0.41490594,0.36918934,0.27529537,0.14173692
All Housing Types (Own) 3 BR,    Below Median,480000,3.0073225,0.20575517,0.56915522,0.62050393,0.45923143,0.4010215,0.35165717,0.25769966,0.14229842
All Housing Types (Own) 3 BR,    Above Median,480000,2.7998754,0.19189344,0.43058787,0.4793467,0.44455235,0.42991275,0.38813876,0.29431346,0.14113004
All Housing Types (Own) 4-5 BR,All Values,,3.7697555,0.25224817,0.88640568,0.690829,0.57929634,0.59391241,0.42213855,0.23113058,0.11379475
All Housing Types (Own) 4-5 BR,    Below Median,600000,3.9304036,0.27805305,0.93826946,0.81857042,0.62793299,0.55348106,0.3860683,0.21666734,0.11136102
All Housing Types (Own) 4-5 BR,    Above Median,600000,3.6011593,0.2251666,0.83197598,0.55676765,0.52825341,0.63634407,0.45999335,0.24630939,0.1163489
All Housing Types (Rent) 0-1 BR,All Values,,1.6118413,0.07232654,0.10762044,0.68069772,0.22884312,0.13944427,0.12539344,0.12103731,0.1364784
All Housing Types (Rent) 0-1 BR,    Below Median,198000,1.6450303,0.09009609,0.16945905,0.4704081,0.18660542,0.14943524,0.17719637,0.2004453,0.20138473
All Housing Types (Rent) 0-1 BR,    Above Median,198000,1.5784936,0.05447208,0.0454863,0.89199233,0.27128268,0.12940556,0.07334295,0.04124983,0.07126187
All Housing Types (Rent) 2 BR,All Values,,2.7049504,0.23591508,0.43949254,1.0084715,0.4029928,0.25734131,0.17213873,0.09846319,0.09013517
All Housing Types (Rent) 2 BR,    Below Median,216000,2.9210193,0.28822341,0.60564697,0.93381699,0.38234717,0.28453568,0.19430325,0.12454563,0.10760019
All Housing Types (Rent) 2 BR,    Above Median,216000,2.4881703,0.18343459,0.27279124,1.0833718,0.42370637,0.23005743,0.14990126,0.0722949,0.07261268
All Housing Types (Rent) 3 BR,All Values,,3.7225126,0.34116631,0.94980765,1.1308879,0.54692016,0.41701419,0.20094344,0.08978813,0.0459848
All Housing Types (Rent) 3 BR,    Below Median,207000,3.9105486,0.38917939,1.128737,1.12983,0.53775167,0.39598574,0.19045372,0.09040776,0.0482034
All Housing Types (Rent) 3 BR,    Above Median,207000,3.5341842,0.29307857,0.77060009,1.1319476,0.5561029,0.43807533,0.21144947,0.08916754,0.04376275
All Housing Types (Rent) 4-5 BR,All Values,,4.5130834,0.37862353,1.2769662,1.2114866,0.67877819,0.51446277,0.25985955,0.13057245,0.06233411
All Housing Types (Rent) 4-5 BR,    Below Median,253000,4.504239,0.36998771,1.3457829,1.2537755,0.63832358,0.4706397,0.23090383,0.13550107,0.05932468
All Housing Types (Rent) 4-5 BR,    Above Median,253000,4.5219871,0.3873173,1.2076876,1.168914,0.71950427,0.55857991,0.28900958,0.12561075,0.06536373
