Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.21784004,0.1085533,0.04777091,0.06151583,246782.0,0.00851746,0.20382881,0.23185126,0.06431888
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 89000,0.22388425,0.11725287,0.04948118,0.05715021,81627.0,0.01266297,0.20305367,0.24471484,0.09304174
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,89000 to 159000,0.26147644,0.12629258,0.06081386,0.07437,82103.0,0.01671826,0.23397489,0.28897798,0.10517791
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 159000,0.16876174,0.08246641,0.03319607,0.05309926,83052.0,0.01246663,0.14825413,0.18926934,0.12151809
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.43599959,0.19251778,0.10649228,0.13698953,1273820.0,0.00458672,0.42845444,0.44354474,0.01730541
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 134000,0.48273898,0.21632499,0.11608715,0.15032684,417936.0,0.00945492,0.46718564,0.49829232,0.03221894
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,134000 to 209000,0.47788635,0.20976026,0.11844455,0.14968154,425009.0,0.01011839,0.4612416,0.49453111,0.03482995
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 209000,0.34934726,0.15241775,0.085396,0.11153351,430875.0,0.00771545,0.33665534,0.36203918,0.03633039
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.7409003,0.30540034,0.18304799,0.25245197,989511.0,0.0068368,0.72965376,0.75214684,0.01517956
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 220000,0.81973275,0.33242838,0.20398346,0.2833209,316408.0,0.01810697,0.78994678,0.84951872,0.0363362
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,220000 to 371000,0.69631601,0.28953828,0.17235435,0.23442338,324268.0,0.01490832,0.67179182,0.7208402,0.03521991
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 371000,0.71084037,0.29562974,0.17399917,0.24121146,348835.0,0.01228895,0.69062505,0.73105569,0.02843862
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.26240464,0.13206625,0.0615179,0.0688205,61348.0,0.02367812,0.22345413,0.30135516,0.14843683
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 118000,0.3250994,0.19333996,0.05666004,0.0750994,20120.0,0.04133479,0.25710368,0.39309513,0.20915365
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,118000 to 180000,0.34265286,0.14704142,0.09891519,0.09669625,20280.0,0.06211007,0.24048179,0.44482393,0.29817662
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 180000,0.12449876,0.05871682,0.029979,0.03580294,20948.0,0.02220326,0.0879744,0.16102312,0.29337127
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.39031354,0.17972643,0.09240033,0.11818677,77056.0,0.02140724,0.35509862,0.42552846,0.09022213
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 168000,0.56131384,0.26146044,0.13669321,0.16316019,25239.0,0.05099293,0.47743047,0.64519721,0.14944112
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,168000 to 265000,0.40837286,0.20591118,0.09772255,0.10473913,25511.0,0.03621816,0.34879398,0.46795174,0.14589334
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 265000,0.20873565,0.07591424,0.04474264,0.08807877,26306.0,0.02954003,0.16014231,0.25732899,0.23279848
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.06420388,0.03441981,0.01419547,0.0155886,41633.0,0.01041454,0.04707195,0.0813358,0.26683632
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 62000,0.03458636,0.02198285,0.00395691,0.00864659,13647.0,0.01051323,0.0172921,0.05188062,0.50003127
"2-4 Units  (Own/Rent), 0-1 BR",Second Tercile,62000 to 98000,0.08083854,0.03115802,0.02211214,0.02756838,13929.0,0.02224797,0.04424062,0.11743646,0.45272859
"2-4 Units  (Own/Rent), 0-1 BR",Third Tercile ,Above 98000,0.07647435,0.04972612,0.01629082,0.01045742,14057.0,0.0181626,0.04659688,0.10635183,0.39068619
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.36697361,0.19539586,0.07140687,0.10017088,105340.0,0.01859533,0.33638429,0.39756293,0.08335564
"2-4 Units  (Own/Rent), 2 BR",First Tercile,Below 85000,0.32604994,0.16513205,0.06249098,0.0984269,34645.0,0.0273767,0.28101527,0.3710846,0.13812199
"2-4 Units  (Own/Rent), 2 BR",Second Tercile,85000 to 115000,0.36100184,0.19787746,0.06506297,0.09806141,35335.0,0.02669915,0.31708175,0.40492193,0.12166169
"2-4 Units  (Own/Rent), 2 BR",Third Tercile ,Above 115000,0.41303733,0.22256787,0.0864819,0.10398756,35360.0,0.03419946,0.35677922,0.46929544,0.13620588
"2-4 Units (Own/Rent), 3 BR",All Values,,0.9400482,0.4521475,0.22485227,0.26304843,30291.0,0.06825786,0.82776401,1.0523324,0.11944514
"2-4 Units (Own/Rent), 3 BR",First Tercile,Below 99000,1.102626,0.59784687,0.24066808,0.26411108,9939.0,0.11912427,0.9066666,1.2985854,0.17772066
"2-4 Units (Own/Rent), 3 BR",Second Tercile,99000 to 142000,1.0984947,0.48051042,0.27743994,0.34054431,10031.0,0.12512415,0.89266544,1.3043239,0.18737389
"2-4 Units (Own/Rent), 3 BR",Third Tercile ,Above 142000,0.62949327,0.28427478,0.15851177,0.18670671,10321.0,0.08102117,0.49621345,0.76277308,0.21172557
"5-49 Units (Own), 0-1 BR",All Values,,0.0,0.0,0.0,0.0,5577.0,.,.,.,.
"5-49 Units (Own), 0-1 BR",First Tercile,Below 135000,0.0,0.0,0.0,0.0,1738.0,.,.,.,.
"5-49 Units (Own), 0-1 BR",Second Tercile,135000 to 210000,0.0,0.0,0.0,0.0,1858.0,.,.,.,.
"5-49 Units (Own), 0-1 BR",Third Tercile ,Above 210000,0.0,0.0,0.0,0.0,1981.0,.,.,.,.
"5-49 Units (Own), 2 BR",All Values,,0.08321489,0.04178511,0.0200398,0.02138999,14072.0,0.01753246,0.054374,0.11205579,0.3465833
"5-49 Units (Own), 2 BR",First Tercile,Below 159000,0.14795474,0.08790252,0.02610966,0.03394256,4596.0,0.04290247,0.07738017,0.21852931,0.47700107
"5-49 Units (Own), 2 BR",Second Tercile,159000 to 260000,0.04145078,0.02230232,0.00720883,0.01193963,4439.0,0.01745701,0.012734,0.07016755,0.69279219
"5-49 Units (Own), 2 BR",Third Tercile ,Above 260000,0.06094898,0.01687512,0.02580901,0.01826484,5037.0,0.02500649,0.01981329,0.10208466,0.67492
"5-49 Units (Own), 3 BR",All Values,,0.17915363,0.10834843,0.02058291,0.0502223,6073.0,0.0451015,0.10496166,0.2533456,0.41412483
"5-49 Units (Own), 3 BR",First Tercile,Below 136000,0.37381616,0.24345404,0.03119777,0.09916435,1795.0,0.15329583,0.12164451,0.6259878,0.67458734
"5-49 Units (Own), 3 BR",Second Tercile,136000 to 250000,0.1189536,0.06762093,0.0148075,0.03652517,2026.0,0.0478486,0.04024266,0.19766454,0.66169446
"5-49 Units (Own), 3 BR",Third Tercile ,Above 250000,0.07815274999999999,0.03730018,0.01731794,0.02353464,2252.0,0.04618451,0.00217923,0.15412628,0.97211575
"5-49 Units (Rent), 0-1 BR",All Values,,0.05014866,0.0283449,0.01126414,0.01053963,146305.0,0.00548948,0.04111846,0.05917886,0.18006862
"5-49 Units (Rent), 0-1 BR",First Tercile,Below 100000,0.06776897,0.03061267,0.01921807,0.01793824,48444.0,0.01219908,0.04770148,0.08783646,0.29611615
"5-49 Units (Rent), 0-1 BR",Second Tercile,100000 to 131000,0.05086598,0.03515464,0.00886598,0.00684536,48500.0,0.00979714,0.03474968,0.06698228,0.31683854
"5-49 Units (Rent), 0-1 BR",Third Tercile ,Above 131000,0.03215089,0.01942829,0.00581431,0.00690829,49361.0,0.00594363,0.02237361,0.04192817,0.30410603
"5-49 Units (Rent), 2 BR",All Values,,0.37973677,0.22273648,0.07403818,0.08296211,207420.0,0.01497935,0.35509573,0.4043778,0.06488978
"5-49 Units (Rent), 2 BR",First Tercile,Below 112000,0.39928303,0.25534027,0.06754955,0.07639321,67506.0,0.02898949,0.35159532,0.44697074,0.11943335
"5-49 Units (Rent), 2 BR",Second Tercile,112000 to 149000,0.39880969,0.22367704,0.08317797,0.09195468,69730.0,0.02650519,0.35520866,0.44241073,0.10932793
"5-49 Units (Rent), 2 BR",Third Tercile ,Above 149000,0.34198678,0.19044227,0.07119856,0.08034595,70184.0,0.02443184,0.3017964,0.38217715,0.11752026
"5-49 Units (Rent), 3 BR",All Values,,1.0684325,0.44600103,0.29351267,0.32891878,48325.0,0.06851718,0.95572172,1.1811433,0.10549171
"5-49 Units (Rent), 3 BR",First Tercile,Below 122000,1.3068103,0.55597556,0.38259938,0.36823537,15873.0,0.13687598,1.0816493,1.5319713,0.17229814
"5-49 Units (Rent), 3 BR",Second Tercile,122000 to 168000,1.1508425,0.45868308,0.34359261,0.34856681,16083.0,0.11943747,0.95436787,1.3473171,0.17072243
"5-49 Units (Rent), 3 BR",Third Tercile ,Above 168000,0.75630765,0.32689841,0.15792046,0.27148879,16369.0,0.07698674,0.62966447,0.88295084,0.16744929
