Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,2.0194054,0.07996485,0.15630492,0.27482425,0.20650264,0.22554189,0.43830551,0.41014938,0.22781195
"Single-Family Detached  (Own/Rent), 2 BR",    Below Median,175000,1.9536559,0.09734449,0.17708258,0.31873409,0.20516551,0.22881048,0.38173881,0.34376137,0.20101855
"Single-Family Detached  (Own/Rent), 2 BR",    Above Median,175000,2.0860175,0.06235719,0.13525466,0.23033832,0.2078573,0.22223041,0.49561436,0.47740842,0.25495688
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.7413153,0.16666667,0.50601292,0.47140944,0.39321688,0.41889004,0.37924405,0.28572745,0.1201479
"Single-Family Detached  (Own/Rent), 3 BR",    Below Median,215000,2.7504314,0.18148562,0.54304708,0.53359179,0.40483945,0.40727012,0.33743711,0.23352617,0.1092341
"Single-Family Detached  (Own/Rent), 3 BR",    Above Median,215000,2.7320014,0.15152606,0.46817493,0.40787742,0.38134204,0.43076216,0.42195843,0.33906176,0.13129858
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.5706096,0.23515656,1.0028097,0.5527074,0.59228791,0.62633252,0.33521443,0.16340458,0.06269649
"Single-Family Detached  (Own/Rent), 4-5 BR",    Below Median,310000,3.5866631,0.2584543,1.009581,0.64166966,0.59780808,0.56412989,0.30376403,0.15147653,0.05977965
"Single-Family Detached  (Own/Rent), 4-5 BR",    Above Median,310000,3.5535688,0.21042599,0.99562202,0.45827389,0.58642826,0.69236067,0.36859905,0.17606621,0.06579271
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,1.7066131,0.05698275,0.08091686,0.30310907,0.17293995,0.13418627,0.28778314,0.35664855,0.31404652
"Single-Family Attached  (Own/Rent), 2 BR",    Below Median,204000,1.7045172,0.07589723,0.1064261,0.38301628,0.19690135,0.14225011,0.22821468,0.27587109,0.29594038
"Single-Family Attached  (Own/Rent), 2 BR",    Above Median,204000,1.708851,0.03678626,0.05367863,0.21778584,0.14735446,0.12557588,0.35138908,0.44290102,0.33337987
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,2.292863,0.12966786,0.27634953,0.42034153,0.26433978,0.23844374,0.32757866,0.38906612,0.24707575
"Single-Family Attached  (Own/Rent), 3 BR",    Below Median,225000,2.4190375,0.1748459,0.39829303,0.53366524,0.31223329,0.25770507,0.26481745,0.27382646,0.20365102
"Single-Family Attached  (Own/Rent), 3 BR",    Above Median,225000,2.1519004,0.07919481,0.14011389,0.29373593,0.210833,0.21692491,0.39769567,0.51781221,0.29558999
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,1.4447157,0.01116149,0.06487618,0.60341821,0.23753052,0.10080223,0.19567492,0.10289501,0.12835717
"2-4 Units  (Own/Rent), 0-1 BR",    Below Median,96000,1.532197,0.02020202,0.11742424,0.52083333,0.33333333,0.10227273,0.25568182,0.13320707,0.04924242
"2-4 Units  (Own/Rent), 0-1 BR",    Above Median,96000,1.3367108,0.0,0.0,0.70537802,0.11925175,0.09898675,0.12159002,0.06547155,0.22603274
"2-4 Units  (Own/Rent), 2 BR",All Values,,1.9710828,0.10410196,0.24868802,0.70954268,0.19406662,0.18421334,0.1786441,0.17521688,0.17660919
"2-4 Units  (Own/Rent), 2 BR",    Below Median,109000,1.9652107,0.10900657,0.37243912,0.72361809,0.24410514,0.14224971,0.16061075,0.09567066,0.11751063
"2-4 Units  (Own/Rent), 2 BR",    Above Median,109000,1.978381,0.09800625,0.0948835,0.692049,0.13187605,0.236368,0.20105693,0.27408119,0.25006005
"2-4 Units (Own/Rent), 3 BR",All Values,,2.7796455,0.18918093,0.59046455,0.90800733,0.18154034,0.32701711,0.20599022,0.19254279,0.1849022
"2-4 Units (Own/Rent), 3 BR",    Below Median,134000,3.418833,0.33622184,0.93876372,1.2293472,0.26632005,0.31773541,0.14500289,0.03292894,0.152513
"2-4 Units (Own/Rent), 3 BR",    Above Median,134000,2.0616483,0.02401038,0.19922128,0.54704737,0.08630759,0.33744322,0.27449708,0.37183647,0.22128488
"5-49 Units (Own), 0-1 BR",All Values,,1.1767068,0.0,0.0,0.2188755,0.14859438,0.20682731,0.18072289,0.32931727,0.09236948
"5-49 Units (Own), 0-1 BR",    Below Median,230000,1.1321321,0.0,0.0,0.21021021,0.22222222,0.05705706,0.27027027,0.23423423,0.13813814
"5-49 Units (Own), 0-1 BR",    Above Median,230000,1.2666667,0.0,0.0,0.23636364,0.0,0.50909091,0.0,0.52121212,0.0
"5-49 Units (Own), 2 BR",All Values,,1.6015424,0.03856041,0.11239646,0.32590688,0.26278206,0.19808626,0.3120537,0.20337047,0.14838618
"5-49 Units (Own), 2 BR",    Below Median,300000,1.5812906,0.03151576,0.11530765,0.25962981,0.25587794,0.20485243,0.42546273,0.17633817,0.11230615
"5-49 Units (Own), 2 BR",    Above Median,300000,1.6284953,0.04793609,0.10852197,0.41411451,0.27197071,0.18908123,0.16111851,0.23934754,0.19640479
"5-49 Units (Own), 3 BR",All Values,,1.9044776,0.04577114,0.07164179,0.50248756,0.20995025,0.29552239,0.27462687,0.33034826,0.17412935
"5-49 Units (Own), 3 BR",    Below Median,300000,1.8973214,0.0,0.05952381,0.59672619,0.19642857,0.41964286,0.23958333,0.23660714,0.14880952
"5-49 Units (Own), 3 BR",    Above Median,300000,1.9189189,0.13813814,0.0960961,0.31231231,0.23723724,0.04504505,0.34534535,0.51951952,0.22522523
"5-49 Units (Rent), 0-1 BR",All Values,,1.299112,0.02114611,0.03782023,0.66466492,0.11831598,0.08094295,0.11039417,0.09800038,0.16782725
"5-49 Units (Rent), 0-1 BR",    Below Median,119000,1.2856262,0.03168146,0.0625,0.50024655,0.10392012,0.08900394,0.14916174,0.17246055,0.17665187
"5-49 Units (Rent), 0-1 BR",    Above Median,119000,1.3136189,0.00981302,0.01127171,0.84153295,0.13380188,0.07227158,0.06869116,0.01790213,0.15833444
"5-49 Units (Rent), 2 BR",All Values,,1.9907878,0.14664444,0.19783243,0.98445185,0.22263443,0.1308045,0.11759066,0.10796165,0.08286786
"5-49 Units (Rent), 2 BR",    Below Median,145000,1.9463733,0.18500407,0.21458843,0.9399348,0.16837816,0.10814996,0.10252649,0.13341483,0.09437653
"5-49 Units (Rent), 2 BR",    Above Median,145000,2.0372867,0.10648464,0.1802901,1.031058,0.27943686,0.15452218,0.13336177,0.08131399,0.07081911
"5-49 Units (Rent), 3 BR",All Values,,3.0979724,0.26753992,0.70913332,1.3109636,0.30701597,0.28907231,0.10407321,0.10227884,0.00789521
"5-49 Units (Rent), 3 BR",    Below Median,154000,3.2404427,0.33769282,0.91012743,1.3846412,0.20858484,0.25385647,0.0841717,0.04661301,0.0147552
"5-49 Units (Rent), 3 BR",    Above Median,154000,2.9340023,0.18680046,0.4778078,1.2261675,0.42030104,0.32960247,0.126978,0.16634504,0.0
"50+ Units (Own), 0-1 BR",All Values,,1.1782787,0.0,0.0,0.25819672,0.03893443,0.0,0.10860656,0.11065574,0.66188525
"50+ Units (Own), 0-1 BR",    Below Median,300000,1.0870871,0.0,0.0,0.23123123,0.05705706,0.0,0.06306306,0.10810811,0.62762763
"50+ Units (Own), 0-1 BR",    Above Median,300000,1.3741935,0.0,0.0,0.31612903,0.0,0.0,0.20645161,0.11612903,0.73548387
"50+ Units (Own), 2 BR",All Values,,1.574269,0.06900585,0.0,0.18362573,0.19064327,0.41403509,0.3754386,0.06783626,0.27368421
"50+ Units (Own), 2 BR",    Below Median,440000,1.5860534,0.08753709,0.0,0.12611276,0.12462908,0.52522255,0.36795252,0.08605341,0.26854599
"50+ Units (Own), 2 BR",    Above Median,440000,1.5303867,0.0,0.0,0.39779006,0.43646409,0.0,0.40331492,0.0,0.29281768
"50+ Units (Own), 3 BR",All Values,,1.75,0.0,0.0,0.0,0.0,0.0,1.1333333,0.61666667,0.0
"50+ Units (Own), 3 BR",    Below Median,575000,1.75,0.0,0.0,0.0,0.0,0.0,1.1333333,0.61666667,0.0
"50+ Units (Rent), 0-1 BR",All Values,,1.1179385,0.00653685,0.00137618,0.30571802,0.02594096,0.05539118,0.13569119,0.15261818,0.43466593
"50+ Units (Rent), 0-1 BR",    Below Median,146000,1.0897019,0.0,0.00271003,0.17073171,0.01192412,0.06680217,0.17154472,0.25569106,0.4102981
"50+ Units (Rent), 0-1 BR",    Above Median,146000,1.1470712,0.01328114,0.0,0.44498812,0.04040263,0.04361806,0.09869985,0.04627429,0.45980707
"50+ Units (Rent), 2 BR",All Values,,1.7683266,0.06155274,0.01159913,0.84008661,0.06356325,0.07686359,0.12898237,0.08289514,0.50278379
"50+ Units (Rent), 2 BR",    Below Median,176000,1.6494971,0.09600731,0.01493447,0.68302347,0.02560195,0.11338007,0.16306004,0.1209997,0.43249009
"50+ Units (Rent), 2 BR",    Above Median,176000,1.8907378,0.02605965,0.00816327,1.0018838,0.10266876,0.03924647,0.09387755,0.04364207,0.57519623
"50+ Units (Rent), 3 BR",All Values,,3.2051282,0.2991453,0.43803419,2.008547,0.16025641,0.08760684,0.13675214,0.07478632,0.0
"50+ Units (Rent), 3 BR",    Below Median,162000,3.2405797,0.25507246,0.52463768,2.1101449,0.04057971,0.11884058,0.14202899,0.04927536,0.0
"50+ Units (Rent), 3 BR",    Above Median,162000,3.1056911,0.42276423,0.19512195,1.7235772,0.49593496,0.0,0.12195122,0.14634146,0.0
All Housing Types (Own) 0-1 BR,All Values,,1.7521994,0.02969208,0.1710044,0.20894428,0.20564516,0.16715543,0.36491935,0.37518328,0.22965543
All Housing Types (Own) 0-1 BR,    Below Median,165000,1.5340112,0.00245442,0.08906031,0.14936886,0.13604488,0.15042076,0.40182328,0.38920056,0.21563815
All Housing Types (Own) 0-1 BR,    Above Median,165000,1.9911674,0.05952381,0.26075269,0.27419355,0.28187404,0.18548387,0.32450077,0.35983103,0.24500768
All Housing Types (Own) 2 BR,All Values,,1.8015615,0.05359846,0.10035891,0.24453554,0.18530678,0.18005069,0.36680331,0.38937556,0.28153226
All Housing Types (Own) 2 BR,    Below Median,200000,1.7441084,0.06353103,0.11711181,0.26227416,0.19599372,0.18296675,0.32920922,0.3255106,0.26751113
All Housing Types (Own) 2 BR,    Above Median,200000,1.8637249,0.04285158,0.08223253,0.22534264,0.17374367,0.17689556,0.40747955,0.45847647,0.29670291
All Housing Types (Own) 3 BR,All Values,,2.6438087,0.15022164,0.44917548,0.43399137,0.37192505,0.40391276,0.38321414,0.31179739,0.1395709
All Housing Types (Own) 3 BR,    Below Median,226000,2.6329991,0.15820419,0.47258432,0.47775752,0.38705561,0.4032361,0.34339107,0.26156563,0.12920465
All Housing Types (Own) 3 BR,    Above Median,226000,2.6554587,0.14161857,0.42394695,0.38682304,0.35561832,0.40464202,0.42613287,0.36593393,0.15074297
All Housing Types (Own) 4-5 BR,All Values,,3.5467194,0.22977984,0.98570942,0.53851952,0.58804114,0.6305664,0.3384332,0.16946886,0.06620105
