Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12)
All Housing Types (Own) 4-5 BR,    Below Median,285000,0.92080996,0.41519916,0.20076662,0.30484418
All Housing Types (Own) 4-5 BR,    Above Median,285000,0.90817923,0.4076842,0.23601929,0.26447574
All Housing Types (Rent) 0-1 BR,All Values,,0.02759155,0.01482191,0.00611119,0.00665846
All Housing Types (Rent) 0-1 BR,    Below Median,79000,0.02230386,0.0100586,0.00472317,0.00752209
All Housing Types (Rent) 0-1 BR,    Above Median,79000,0.03335239,0.02001144,0.0076234,0.00571755
All Housing Types (Rent) 2 BR,All Values,,0.30985832,0.17138945,0.05831051,0.08015835
All Housing Types (Rent) 2 BR,    Below Median,92000,0.30913583,0.17642214,0.05588564,0.07682805
All Housing Types (Rent) 2 BR,    Above Median,92000,0.3105983,0.16623486,0.06079412,0.08356932
All Housing Types (Rent) 3 BR,All Values,,0.83839421,0.40492989,0.19719568,0.23626864
All Housing Types (Rent) 3 BR,    Below Median,119000,0.90178183,0.44415472,0.20982182,0.2478053
All Housing Types (Rent) 3 BR,    Above Median,119000,0.7714207,0.36348609,0.18385527,0.22407935
All Housing Types (Rent) 4-5 BR,All Values,,1.1802226,0.54130993,0.29002568,0.34888699
All Housing Types (Rent) 4-5 BR,    Below Median,153000,1.0773322,0.54746318,0.30319149,0.22667758
All Housing Types (Rent) 4-5 BR,    Above Median,153000,1.293088,0.53456014,0.27558348,0.48294434
