Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12)
"5-49 Units (Rent), 2 BR",Second Tercile,81000 to 102000,0.27322619,0.1372991,0.03302626,0.10290082
"5-49 Units (Rent), 2 BR",Third Tercile ,Above 102000,0.12093577,0.07930214,0.01833862,0.023295
"5-49 Units (Rent), 3 BR",All Values,,0.73228521,0.30248007,0.24512843,0.18467671
"5-49 Units (Rent), 3 BR",First Tercile,Below 108000,0.36627907,0.23473837,0.05959302,0.07194767
"5-49 Units (Rent), 3 BR",Second Tercile,108000 to 140000,0.92629482,0.40106242,0.2875166,0.2377158
"5-49 Units (Rent), 3 BR",Third Tercile ,Above 140000,0.86168911,0.26866585,0.3623011,0.23072215
"50+ Units (Own), 0-1 BR",All Values,,0.0,0.0,0.0,0.0
"50+ Units (Own), 0-1 BR",Third Tercile ,Above 212000,0.0,0.0,0.0,0.0
"50+ Units (Own), 2 BR",All Values,,0.0,0.0,0.0,0.0
"50+ Units (Own), 2 BR",First Tercile,Below 125000,0.0,0.0,0.0,0.0
"50+ Units (Own), 2 BR",Second Tercile,125000 to 250000,0.0,0.0,0.0,0.0
"50+ Units (Own), 2 BR",Third Tercile ,Above 250000,0.0,0.0,0.0,0.0
"50+ Units (Own), 3 BR",All Values,,0.0,0.0,0.0,0.0
"50+ Units (Own), 3 BR",Third Tercile ,Above 111000,0.0,0.0,0.0,0.0
"50+ Units (Rent), 0-1 BR",All Values,,0.0,0.0,0.0,0.0
"50+ Units (Rent), 0-1 BR",First Tercile,Below 78000,0.0,0.0,0.0,0.0
"50+ Units (Rent), 0-1 BR",Second Tercile,78000 to 106000,0.0,0.0,0.0,0.0
"50+ Units (Rent), 0-1 BR",Third Tercile ,Above 106000,0.0,0.0,0.0,0.0
"50+ Units (Rent), 2 BR",All Values,,0.1147541,0.05504587,0.0102271,0.04948112
"50+ Units (Rent), 2 BR",First Tercile,Below 107000,0.23870637,0.11036961,0.0,0.12833676
"50+ Units (Rent), 2 BR",Second Tercile,107000 to 140000,0.10650888,0.04870278,0.0309513,0.0268548
"50+ Units (Rent), 2 BR",Third Tercile ,Above 140000,0.02555911,0.01757188,0.0,0.00798722
"50+ Units (Rent), 3 BR",All Values,,0.49394939,0.25357536,0.13421342,0.10616062
"50+ Units (Rent), 3 BR",First Tercile,Below 118000,0.27932961,0.0,0.08379888,0.19553073
"50+ Units (Rent), 3 BR",Second Tercile,118000 to 144000,0.86902928,0.53312789,0.32973806,0.00616333
"50+ Units (Rent), 3 BR",Third Tercile ,Above 144000,0.28853268,0.14180025,0.0,0.14673243
All Housing Types (Own) 0-1 BR,All Values,,0.11175497,0.02869757,0.00551876,0.07753863
All Housing Types (Own) 0-1 BR,First Tercile,Below 65000,0.11308411,0.09719626,0.00747664,0.00841121
All Housing Types (Own) 0-1 BR,Second Tercile,65000 to 162000,0.2030888,0.0,0.00926641,0.19382239
All Housing Types (Own) 0-1 BR,Third Tercile ,Above 162000,0.0166799,0.0,0.0,0.0166799
All Housing Types (Own) 2 BR,All Values,,0.14038523,0.06439807,0.04048154,0.03550562
All Housing Types (Own) 2 BR,First Tercile,Below 105000,0.21560008,0.08955224,0.06430178,0.06174606
All Housing Types (Own) 2 BR,Second Tercile,105000 to 191000,0.10639087,0.05973472,0.02467304,0.02198312
All Housing Types (Own) 2 BR,Third Tercile ,Above 191000,0.10550675,0.04590536,0.0345707,0.0250307
All Housing Types (Own) 3 BR,All Values,,0.3405069,0.16841401,0.07437728,0.09771561
All Housing Types (Own) 3 BR,First Tercile,Below 159000,0.30559778,0.16153984,0.06581418,0.07824376
All Housing Types (Own) 3 BR,Second Tercile,159000 to 250000,0.34845671,0.16295215,0.08795436,0.09755019
All Housing Types (Own) 3 BR,Third Tercile ,Above 250000,0.36576857,0.18006809,0.06952209,0.11617839
All Housing Types (Own) 4-5 BR,All Values,,0.74106429,0.34073137,0.16911404,0.23121887
All Housing Types (Own) 4-5 BR,First Tercile,Below 212000,0.56582777,0.24422188,0.14577983,0.17582606
All Housing Types (Own) 4-5 BR,Second Tercile,212000 to 324000,0.74884181,0.34460503,0.17723223,0.22700455
All Housing Types (Own) 4-5 BR,Third Tercile ,Above 324000,0.87603449,0.41542297,0.18089269,0.27971883
All Housing Types (Rent) 0-1 BR,All Values,,0.03368899,0.02473015,0.00093321,0.00802563
All Housing Types (Rent) 0-1 BR,First Tercile,Below 66000,0.05046926,0.0232714,0.00248994,0.02470791
All Housing Types (Rent) 0-1 BR,Second Tercile,66000 to 90000,0.0050771,0.00470102,0.00037608,0.0
All Housing Types (Rent) 0-1 BR,Third Tercile ,Above 90000,0.04535188,0.04535188,0.0,0.0
All Housing Types (Rent) 2 BR,All Values,,0.18519712,0.10381347,0.03817501,0.04320863
All Housing Types (Rent) 2 BR,First Tercile,Below 81000,0.16170747,0.0871312,0.05153798,0.02303829
All Housing Types (Rent) 2 BR,Second Tercile,81000 to 106000,0.29449663,0.15901975,0.05069846,0.08477842
All Housing Types (Rent) 2 BR,Third Tercile ,Above 106000,0.10106259,0.06579869,0.01360346,0.02166044
All Housing Types (Rent) 3 BR,All Values,,0.73375809,0.38985795,0.17458742,0.16931272
All Housing Types (Rent) 3 BR,First Tercile,Below 111000,0.73829787,0.36268412,0.18674304,0.1888707
All Housing Types (Rent) 3 BR,Second Tercile,111000 to 147000,0.76023658,0.38732181,0.20670306,0.16621171
All Housing Types (Rent) 3 BR,Third Tercile ,Above 147000,0.70235878,0.4182185,0.13019863,0.15394165
All Housing Types (Rent) 4-5 BR,All Values,,0.9840868,0.44177215,0.2318264,0.31048825
All Housing Types (Rent) 4-5 BR,First Tercile,Below 131000,0.8803132,0.30089485,0.2606264,0.31879195
All Housing Types (Rent) 4-5 BR,Second Tercile,131000 to 196000,0.95264317,0.49449339,0.15859031,0.29955947
All Housing Types (Rent) 4-5 BR,Third Tercile ,Above 196000,1.1100727,0.52284528,0.2741433,0.31308411
