Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.19890094,0.09309043,0.04404187,0.06176863,390878.0,0.0060079,0.18901794,0.20878393,0.04968801
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 125000,0.15309649,0.074034,0.03276302,0.04629947,128468.0,0.00908399,0.13815333,0.16803965,0.09760613
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,125000 to 251000,0.21132219,0.09960187,0.0426421,0.06907822,131865.0,0.01039261,0.19422635,0.22841802,0.0808994
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 251000,0.23142978,0.10526638,0.05655521,0.06960818,130545.0,0.01183261,0.21196514,0.25089441,0.08410601
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.41131723,0.17879003,0.09655105,0.13597615,1487555.0,0.00392177,0.40486592,0.41776854,0.01568451
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 165000,0.37990372,0.16591717,0.08959519,0.12439136,472983.0,0.00638269,0.36940419,0.39040325,0.02763734
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,165000 to 374000,0.4076025,0.17819324,0.09702882,0.13238044,515620.0,0.00751624,0.39523828,0.41996672,0.03033402
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 374000,0.44493458,0.19160961,0.10265116,0.15067381,498952.0,0.00703454,0.43336276,0.4565064,0.02600791
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.6864178,0.28781433,0.16346884,0.23513463,1110181.0,0.00607036,0.67643206,0.69640354,0.01454761
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 262000,0.66647866,0.27804038,0.1580953,0.23034298,363458.0,0.01146603,0.64761704,0.68534028,0.02830041
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,262000 to 523000,0.67722976,0.28254044,0.15985786,0.23483146,362741.0,0.01312756,0.65563491,0.6988246,0.03188703
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 523000,0.71397097,0.30204801,0.17196639,0.23995656,383982.0,0.0093617,0.69857097,0.72937096,0.0215695
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.23335313,0.1187231,0.04931199,0.06531805,122891.0,0.01246533,0.21284767,0.2538586,0.08787309
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 193000,0.26683508,0.13824702,0.05683929,0.07174877,40377.0,0.02009977,0.23377096,0.2998992,0.12391219
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,193000 to 387000,0.20192549,0.10331306,0.04597557,0.05263687,39782.0,0.01634067,0.17504509,0.2288059,0.13312041
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 387000,0.23097445,0.11462136,0.04530563,0.07104746,42732.0,0.02444154,0.19076812,0.27118077,0.17407263
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.49353592,0.21840623,0.12495711,0.15017258,198172.0,0.01361434,0.47114034,0.5159315,0.04537782
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 332000,0.57832848,0.27005409,0.1422627,0.16601168,64887.0,0.02707069,0.5337972,0.62285976,0.07699998
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,332000 to 630000,0.44512408,0.18237425,0.11796575,0.14478409,62942.0,0.0243642,0.40504497,0.4852032,0.09004032
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 630000,0.45863839,0.20300527,0.11524956,0.14038355,70343.0,0.02142674,0.4233914,0.49388537,0.07685137
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.11254921,0.05783968,0.02594998,0.02875956,265164.0,0.00553862,0.10343819,0.12166024,0.08095149
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 103000,0.04700553,0.02406046,0.01037991,0.01256516,87862.0,0.0057425,0.03755912,0.05645194,0.20096377
"2-4 Units  (Own/Rent), 0-1 BR",Second Tercile,103000 to 178000,0.13998746,0.07699937,0.03344924,0.02953885,87715.0,0.01146382,0.12112947,0.15884545,0.13471199
"2-4 Units  (Own/Rent), 0-1 BR",Third Tercile ,Above 178000,0.14996595,0.07220914,0.03387768,0.04387913,89587.0,0.01207259,0.13010655,0.16982536,0.13242607
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.36167333,0.17856034,0.08237202,0.10074097,473571.0,0.00870381,0.34735556,0.3759911,0.03958756
"2-4 Units  (Own/Rent), 2 BR",First Tercile,Below 129000,0.27040393,0.14552358,0.0585923,0.06628805,156710.0,0.01098012,0.25234163,0.28846623,0.06679749
"2-4 Units  (Own/Rent), 2 BR",Second Tercile,129000 to 225000,0.45457196,0.21921819,0.10258702,0.13276675,157788.0,0.01560165,0.42890724,0.48023667,0.05645908
"2-4 Units  (Own/Rent), 2 BR",Third Tercile ,Above 225000,0.35943875,0.17077694,0.0857468,0.10291501,159073.0,0.01177745,0.34006484,0.37881266,0.05390045
"2-4 Units (Own/Rent), 3 BR",All Values,,0.66353916,0.3060921,0.15743984,0.20000723,359712.0,0.01374684,0.64092562,0.68615271,0.0340802
"2-4 Units (Own/Rent), 3 BR",First Tercile,Below 170000,0.70063032,0.32237813,0.1640515,0.2142007,119304.0,0.02626019,0.65743231,0.74382834,0.06165593
"2-4 Units (Own/Rent), 3 BR",Second Tercile,170000 to 325000,0.77437961,0.37432285,0.18173168,0.21832508,119803.0,0.02836349,0.72772166,0.82103755,0.06025203
"2-4 Units (Own/Rent), 3 BR",Third Tercile ,Above 325000,0.51674475,0.22220472,0.12676921,0.16777082,120605.0,0.01995081,0.48392566,0.54956383,0.06351121
"5-49 Units (Own), 0-1 BR",All Values,,0.05823125,0.03056174,0.0131465,0.01452301,64656.0,0.00871099,0.04390167,0.07256084,0.24608064
"5-49 Units (Own), 0-1 BR",First Tercile,Below 230000,0.06166153,0.03155123,0.01093113,0.01917917,20126.0,0.01622766,0.03496703,0.08835604,0.43291994
"5-49 Units (Own), 0-1 BR",Second Tercile,230000 to 530000,0.05020845,0.02804966,0.00960667,0.01255211,22068.0,0.00915368,0.03515064,0.06526626,0.29990594
"5-49 Units (Own), 0-1 BR",Third Tercile ,Above 530000,0.06303980000000001,0.03214318,0.01860921,0.01228742,22462.0,0.01970288,0.03062855,0.09545105,0.51413941
"5-49 Units (Own), 2 BR",All Values,,0.22500227,0.12022212,0.04846163,0.05631852,77257.0,0.01381336,0.20227929,0.24772524,0.10099
"5-49 Units (Own), 2 BR",First Tercile,Below 318000,0.16961498,0.08129032,0.03059313,0.05773153,24025.0,0.02079734,0.13540336,0.20382661,0.20170165
"5-49 Units (Own), 2 BR",Second Tercile,318000 to 722000,0.26742823,0.12989371,0.07319287,0.06434164,26437.0,0.02961026,0.21871934,0.31613711,0.18213815
"5-49 Units (Own), 2 BR",Third Tercile ,Above 722000,0.23280463,0.14558686,0.0400821,0.04713566,26795.0,0.02637952,0.18941032,0.27619893,0.18639795
"5-49 Units (Own), 3 BR",All Values,,0.51720188,0.23189125,0.12463248,0.16067815,26189.0,0.04422611,0.44444993,0.58995383,0.14066451
"5-49 Units (Own), 3 BR",First Tercile,Below 550000,0.46755934,0.20499087,0.11405965,0.14850883,8215.0,0.06556211,0.35970967,0.57540901,0.2306652
"5-49 Units (Own), 3 BR",Second Tercile,550000 to 1658000,0.53390862,0.22170594,0.12180551,0.19039717,9039.0,0.08308534,0.39723323,0.67058401,0.25599023
"5-49 Units (Own), 3 BR",Third Tercile ,Above 1658000,0.54594292,0.26692781,0.13721321,0.1418019,8935.0,0.07534095,0.42200706,0.66987878,0.22701248
"5-49 Units (Rent), 0-1 BR",All Values,,0.13877249,0.06881893,0.0314824,0.03847116,591378.0,0.00463272,0.13115167,0.14639332,0.05491597
"5-49 Units (Rent), 0-1 BR",First Tercile,Below 115000,0.06789626,0.03514352,0.01286202,0.01989072,194915.0,0.00488761,0.05985615,0.07593638,0.11841766
"5-49 Units (Rent), 0-1 BR",Second Tercile,115000 to 185000,0.24328331,0.11693033,0.05967853,0.06667445,196972.0,0.01018628,0.22652689,0.26003973,0.06887618
"5-49 Units (Rent), 0-1 BR",Third Tercile ,Above 185000,0.1048318,0.05421798,0.02183557,0.02877824,199491.0,0.00657382,0.09401787,0.11564573,0.10315504
"5-49 Units (Rent), 2 BR",All Values,,0.40504223,0.19403402,0.09006911,0.12093911,429770.0,0.00888647,0.39042399,0.41966048,0.03609067
"5-49 Units (Rent), 2 BR",First Tercile,Below 120000,0.32746163,0.16348008,0.06599662,0.09798493,141583.0,0.01317045,0.30579624,0.34912702,0.06616162
"5-49 Units (Rent), 2 BR",Second Tercile,120000 to 193000,0.4916751,0.22975614,0.11453149,0.14738746,144266.0,0.01697754,0.46374705,0.51960316,0.05680185
"5-49 Units (Rent), 2 BR",Third Tercile ,Above 193000,0.39452199,0.18828385,0.08922951,0.11700864,143921.0,0.01802859,0.36486496,0.42417903,0.07517208
"5-49 Units (Rent), 3 BR",All Values,,0.75374951,0.34916268,0.17066043,0.2339264,116682.0,0.03121637,0.70239858,0.80510043,0.06812731
"5-49 Units (Rent), 3 BR",First Tercile,Below 128000,0.86192804,0.38410802,0.19311451,0.28470552,38661.0,0.05845114,0.76577592,0.95808016,0.1115547
"5-49 Units (Rent), 3 BR",Second Tercile,128000 to 217000,0.81011553,0.37417202,0.17946085,0.25648267,38950.0,0.0592235,0.71269288,0.90753818,0.12025772
"5-49 Units (Rent), 3 BR",Third Tercile ,Above 217000,0.5905147,0.28965217,0.13966881,0.16119372,39071.0,0.04996548,0.50832149,0.67270792,0.1391891
"50+ Units (Own), 0-1 BR",All Values,,0.05809271,0.02913204,0.00995474,0.01900593,128381.0,0.00541016,0.04919299,0.06699243,0.15319856
"50+ Units (Own), 0-1 BR",First Tercile,Below 290000,0.07213985,0.03876026,0.01217345,0.02120615,41073.0,0.01092533,0.05416768,0.09011201,0.24912951
"50+ Units (Own), 0-1 BR",Second Tercile,290000 to 662000,0.05467238,0.01958345,0.01138144,0.02370749,43404.0,0.0069341,0.04326578,0.06607898,0.2086355
"50+ Units (Own), 0-1 BR",Third Tercile ,Above 662000,0.04833273,0.0295645,0.00646866,0.01229956,43904.0,0.00937451,0.03291165,0.0637538,0.31906072
"50+ Units (Own), 2 BR",All Values,,0.2449933,0.1285772,0.05839161,0.05802449,108954.0,0.01348821,0.22280519,0.26718141,0.0905662
"50+ Units (Own), 2 BR",First Tercile,Below 366000,0.24087296,0.10325192,0.0723804,0.06524064,34595.0,0.02424193,0.20099498,0.28075094,0.16555606
"50+ Units (Own), 2 BR",Second Tercile,366000 to 942000,0.26748651,0.15224337,0.05660124,0.05864189,37243.0,0.02305043,0.22956855,0.30540446,0.14175652
"50+ Units (Own), 2 BR",Third Tercile ,Above 942000,0.22626361,0.12843518,0.04714948,0.05067895,37116.0,0.03022234,0.17654785,0.27597936,0.21972493
"50+ Units (Own), 3 BR",All Values,,0.55087474,0.25438768,0.13573128,0.16075577,35725.0,0.04345523,0.47939088,0.62235859,0.12976426
"50+ Units (Own), 3 BR",First Tercile,Below 500000,0.57335597,0.22676912,0.12911008,0.21747677,11192.0,0.10495668,0.40070224,0.7460097,0.30112834
"50+ Units (Own), 3 BR",Second Tercile,500000 to 1696000,0.51133258,0.22994695,0.15600386,0.12538177,12442.0,0.07567766,0.38684284,0.63582233,0.2434614
"50+ Units (Own), 3 BR",Third Tercile ,Above 1696000,0.57075511,0.30510297,0.12099909,0.14465305,12091.0,0.06087499,0.47061574,0.67089447,0.17545067
"50+ Units (Rent), 0-1 BR",All Values,,0.11657154,0.06181244,0.02573998,0.02901913,553497.0,0.00376049,0.11038554,0.12275755,0.05306614
"50+ Units (Rent), 0-1 BR",First Tercile,Below 109000,0.06540571,0.03738487,0.01247075,0.01555009,182507.0,0.00524303,0.05678092,0.0740305,0.13186599
"50+ Units (Rent), 0-1 BR",Second Tercile,109000 to 197000,0.20668206,0.10732831,0.04812716,0.05122659,185841.0,0.01014834,0.18998804,0.22337607,0.08077147
"50+ Units (Rent), 0-1 BR",Third Tercile ,Above 197000,0.07655996,0.04020546,0.01634899,0.02000551,185149.0,0.00524856,0.06792608,0.08519384,0.11277275
