Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+,Number of Households,Standard Errors,Low,High,Error Margin as %
All Housing Types (Own) 4-5 BR,Third Tercile ,Above 471000,3.2487811,0.16269165,0.70463491,0.44936263,0.4106503,0.56920049,0.52561241,0.28191271,0.14471597,34046.0,0.14088094,3.0170319,3.4805302,0.07133418
All Housing Types (Rent) 0-1 BR,All Values,,1.2981587,0.02296346,0.0430348,0.38544298,0.14395064,0.14059578,0.21837463,0.15951027,0.18428613,51865.0,0.05403754,1.2092669,1.3870504,0.06847526
All Housing Types (Rent) 0-1 BR,First Tercile,Below 87000,1.1918471,0.01398148,0.02135567,0.1798124,0.06353607,0.13745502,0.22836411,0.25078166,0.29656067,16951.0,0.08557608,1.0510744,1.3326197,0.11811301
All Housing Types (Rent) 0-1 BR,Second Tercile,87000 to 120000,1.2721985,0.02337902,0.04693078,0.41777036,0.16515029,0.15184844,0.24213981,0.12305655,0.1019233,17366.0,0.09638291,1.1136487,1.4307484,0.12462668
All Housing Types (Rent) 0-1 BR,Third Tercile ,Above 120000,1.4265443,0.03122863,0.06012081,0.55208571,0.20064965,0.13249373,0.18520629,0.10741965,0.15733987,17548.0,0.10968232,1.2461169,1.6069718,0.12647866
All Housing Types (Rent) 2 BR,All Values,,2.1097459,0.1377293,0.28019913,0.78895883,0.29056807,0.21200831,0.20928131,0.10192951,0.08907139,63073.0,0.06322547,2.00574,2.2137517,0.04929783
All Housing Types (Rent) 2 BR,First Tercile,Below 126000,2.0806771,0.15706226,0.34628924,0.6861166,0.27260452,0.18966099,0.22018614,0.10912861,0.09962868,20737.0,0.12441624,1.8760123,2.2853418,0.09836448
All Housing Types (Rent) 2 BR,Second Tercile,126000 to 169000,2.1609685,0.13992528,0.29536104,0.83231664,0.30727763,0.19468483,0.24509387,0.08904336,0.05726581,21147.0,0.12673012,1.9524974,2.3694395,0.09647112
All Housing Types (Rent) 2 BR,Third Tercile ,Above 169000,2.0870735,0.11661711,0.20038699,0.84633536,0.29147199,0.25116806,0.16286753,0.10774458,0.11048185,21189.0,0.13746686,1.8609405,2.3132065,0.10834932
All Housing Types (Rent) 3 BR,All Values,,3.2114978,0.25682819,0.75550661,1.0390308,0.42814978,0.37572687,0.21255507,0.10348018,0.04022026,22700.0,0.20665528,2.8715499,3.5514457,0.10585339
All Housing Types (Rent) 3 BR,First Tercile,Below 148000,2.956369,0.23395921,0.63325679,0.9504255,0.35904363,0.37282183,0.22707011,0.12562475,0.05416723,7403.0,0.35311911,2.3754881,3.53725,0.19648458
All Housing Types (Rent) 3 BR,Second Tercile,148000 to 199000,3.1643236,0.25755968,0.81870027,1.0037135,0.42267905,0.32214854,0.22387268,0.08527851,0.03037135,7540.0,0.29315305,2.6820868,3.6465604,0.15239806
All Housing Types (Rent) 3 BR,Third Tercile ,Above 199000,3.500838,0.2779425,0.81075158,1.1579219,0.49941988,0.43057883,0.18770143,0.10003867,0.03648318,7757.0,0.33456184,2.9504837,4.0511922,0.15720643
All Housing Types (Rent) 4-5 BR,All Values,,3.6454761,0.1551652,1.0015335,1.176774,0.51498676,0.47483619,0.23825457,0.05827408,0.02565175,7173.0,0.41384181,2.9647063,4.3262459,0.18674372
All Housing Types (Rent) 4-5 BR,First Tercile,Below 162000,3.556719,0.22382199,0.87390925,1.5335951,0.30061082,0.32417103,0.2390925,0.04755672,0.01396161,2292.0,0.78323157,2.2683031,4.845135,0.36224845
All Housing Types (Rent) 4-5 BR,Second Tercile,162000 to 210000,3.6922402,0.14423498,1.167032,0.91889522,0.60149057,0.46251644,0.29855327,0.0933801,0.00613766,2281.0,0.7013878,2.5384573,4.8460232,0.31248858
All Housing Types (Rent) 4-5 BR,Third Tercile ,Above 210000,3.6826923,0.10423077,0.96884615,1.0884615,0.62807692,0.61846154,0.18461538,0.03692308,0.05307692,2600.0,0.78192434,2.3964268,4.9689578,0.34927315
