Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.19826498,0.09253073,0.04024689,0.06548736,94293.0,0.01208724,0.17838147,0.21814849,0.10028756
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 74000,0.20271782,0.09252435,0.04580153,0.06439195,30392.0,0.02087894,0.16837197,0.23706368,0.16942692
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,74000 to 117000,0.20733862,0.09295376,0.04353693,0.07084793,31123.0,0.01990972,0.17458713,0.24009012,0.15796138
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 117000,0.18552078,0.09213497,0.03197266,0.06141314,32778.0,0.01992876,0.15273796,0.21830359,0.17670697
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.43713115,0.18647794,0.1105194,0.14013381,451233.0,0.00691971,0.42574822,0.44851408,0.02604008
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 100000,0.45852805,0.19175352,0.12222508,0.14454945,144013.0,0.01596111,0.43227202,0.48478408,0.05726155
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,100000 to 170000,0.49226612,0.21449136,0.12139278,0.15638198,147274.0,0.01525272,0.4671754,0.51735683,0.05096982
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 170000,0.3670989,0.15593388,0.08996786,0.12119715,159946.0,0.01246888,0.34658759,0.3876102,0.05587407
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.74490999,0.29674115,0.19164598,0.25652286,193320.0,0.01533605,0.7196822,0.77013779,0.03386691
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 155000,0.78100109,0.3354617,0.19679768,0.24874171,61393.0,0.03496175,0.72348902,0.83851317,0.07363892
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,155000 to 270000,0.71725994,0.2730463,0.18155352,0.26266012,63546.0,0.03125122,0.66585169,0.76866819,0.07167311
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 270000,0.73820213,0.28399702,0.19639958,0.25780553,68381.0,0.03112358,0.68700384,0.78940043,0.06935538
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.16573305,0.09909214,0.01081708,0.05582384,5177.0,0.03816158,0.10295724,0.22850886,0.37877663
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 87000,0.20409429,0.13647643,0.01364764,0.05397022,1612.0,0.0721616,0.08538846,0.32280012,0.58162249
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,87000 to 130000,0.15274463,0.05548926,0.01431981,0.08293556,1676.0,0.06536329,0.04522202,0.26026724,0.70393707
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 130000,0.14452091,0.10587612,0.00529381,0.03335098,1889.0,0.06667578,0.03483926,0.25420256,0.75893275
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.58148418,0.30192797,0.10476537,0.17479083,5498.0,0.09168194,0.43066739,0.73230096,0.25936525
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 105000,0.66955446,0.31992574,0.16212871,0.1875,1616.0,0.14334334,0.43375466,0.90535425,0.35217418
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,105000 to 147000,0.68740032,0.38383838,0.12546518,0.17809676,1881.0,0.21424789,0.33496254,1.0398381,0.51271111
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 147000,0.4107946,0.2103948,0.03898051,0.16141929,2001.0,0.12853718,0.19935094,0.62223827,0.5147187
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.16032332,0.09317719,0.036278,0.03086813,15712.0,0.03021635,0.11061742,0.21002922,0.31003539
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 47000,0.1198436,0.05180841,0.04770283,0.02033236,5115.0,0.04070565,0.0528828,0.18680439,0.55873487
"2-4 Units  (Own/Rent), 0-1 BR",Second Tercile,47000 to 79000,0.15040968,0.11666016,0.01794772,0.01580179,5126.0,0.04985764,0.06839387,0.23242549,0.5452828
"2-4 Units  (Own/Rent), 0-1 BR",Third Tercile ,Above 79000,0.2074575,0.10985195,0.04277097,0.05483458,5471.0,0.06007352,0.10863656,0.30627845,0.47634308
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.35852507,0.20907036,0.07298178,0.07647294,30076.0,0.0290388,0.31075625,0.40629389,0.13323706
"2-4 Units  (Own/Rent), 2 BR",First Tercile,Below 70000,0.34178756,0.22045247,0.07943593,0.04189916,9857.0,0.04603973,0.26605221,0.41752292,0.22158605
"2-4 Units  (Own/Rent), 2 BR",Second Tercile,70000 to 96000,0.44860644,0.24481123,0.08667721,0.11711801,10118.0,0.05566402,0.35703913,0.54017375,0.20411501
"2-4 Units  (Own/Rent), 2 BR",Third Tercile ,Above 96000,0.28462528,0.16216216,0.05296505,0.06949807,10101.0,0.04760604,0.20631334,0.36293723,0.27514049
"2-4 Units (Own/Rent), 3 BR",All Values,,0.9829819,0.52839117,0.21301677,0.24157397,12046.0,0.08771384,0.83869263,1.1272712,0.14678731
